col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,State Treasurer - Democrat,,All
,Cindy Bass,Malcolm Kenyatta,Ken Washington,Nina Tinari,Wynnetta Ward,Charlene Cooper,Terry Gillen,Matthew Miller,Lindy Li,Anuj Gupta,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Christina Borst,Anlin Wang,Arielle Cohen,Daisy Confoy,Carla Le'Coin,Bryan Mercer,Steve Paul,Jack Cahill,Paul Prescod,Sergio Cea,Daniel Laufer,Write-In,Joe Torsella,Write-In,All
Cindy Bass,80,"3,441","3,400","3,495","3,286","3,437","3,336","3,169","3,052","3,202","3,045",716,531,460,352,438,349,389,286,276,338,243,297,232,209,78,"2,967",7,All
Malcolm Kenyatta,,13,"3,567","3,385","3,478","3,343","3,282","3,360","3,263","3,155","2,896",636,423,376,456,320,414,324,386,379,229,306,209,312,260,65,"2,877",7,All
Ken Washington,,,21,"3,392","3,451","3,350","3,320","3,370","3,243","3,144","2,948",614,393,372,436,340,384,308,365,360,259,290,228,310,261,59,"2,844",6,All
Nina Tinari,,,,26,"3,267","3,433","3,375","3,202","3,101","3,228","3,066",689,481,432,380,404,296,386,286,271,313,200,286,229,188,62,"2,889",3,All
Wynnetta Ward,,,,,6,"3,242","3,206","3,278","3,191","3,046","2,801",576,404,337,426,314,383,273,359,330,231,295,173,285,249,61,"2,735",6,All
Charlene Cooper,,,,,,4,"3,367","3,174","3,057","3,236","3,007",669,476,438,352,402,299,382,273,266,312,191,292,216,138,59,"2,794",6,All
Terry Gillen,,,,,,,5,"3,183","3,029","3,177","2,986",643,451,429,346,369,277,355,263,265,305,224,286,202,176,32,"2,729",2,All
Matthew Miller,,,,,,,,1,"3,129","3,013","2,851",498,320,297,378,262,329,222,316,309,164,258,162,266,215,47,"2,617",5,All
Lindy Li,,,,,,,,,3,"2,927","2,792",463,347,259,360,284,348,209,306,277,181,235,120,264,226,29,"2,530",4,All
Anuj Gupta,,,,,,,,,,3,"2,895",577,425,406,303,374,261,353,255,230,281,161,265,203,158,31,"2,624",4,All
Owen Voutsinas-Klose,,,,,,,,,,,1,475,394,318,216,345,221,250,168,166,261,155,217,149,133,39,"2,415",2,All
Sherrie Cohen,,,,,,,,,,,,8,621,566,456,528,466,535,401,383,511,349,457,304,348,16,892,1,All
Heather Pope,,,,,,,,,,,,,9,498,372,524,436,468,351,342,490,346,426,321,324,26,755,0,All
Joanne Beer,,,,,,,,,,,,,,0,376,441,357,496,302,343,445,312,441,297,289,5,639,1,All
Christina Borst,,,,,,,,,,,,,,,1,323,398,367,483,440,300,400,271,372,399,8,621,0,All
Anlin Wang,,,,,,,,,,,,,,,,2,361,427,316,293,440,300,398,300,299,8,620,0,All
Arielle Cohen,,,,,,,,,,,,,,,,,3,360,392,371,339,379,308,404,364,6,568,1,All
Daisy Confoy,,,,,,,,,,,,,,,,,,0,341,276,421,293,431,291,293,7,578,1,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,2,421,281,382,283,364,377,4,550,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,4,289,396,293,353,374,11,530,2,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,1,292,394,264,286,8,521,1,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,1,271,338,397,4,471,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,1,268,270,7,467,1,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,325,6,441,1,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,12,434,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,2,All
Joe Torsella,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"4,131","3,990","3,951","3,929","3,761","3,741","3,673","3,578","3,488","3,480","3,233","1,121",927,785,784,759,751,725,698,689,656,616,594,590,571,143,"3,878",10,All
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,State Treasurer - Democrat,,1
,Cindy Bass,Ken Washington,Wynnetta Ward,Nina Tinari,Malcolm Kenyatta,Charlene Cooper,Terry Gillen,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Christina Borst,Arielle Cohen,Bryan Mercer,Heather Pope,Joanne Beer,Carla Le'Coin,Daisy Confoy,Sergio Cea,Jack Cahill,Anlin Wang,Daniel Laufer,Steve Paul,Paul Prescod,Write-In,Joe Torsella,Write-In,1
Cindy Bass,0,133,131,135,132,139,132,129,129,117,115,27,14,17,12,18,18,8,14,10,8,12,6,11,11,0,107,1,1
Ken Washington,,0,139,130,137,133,131,135,122,126,107,25,26,22,20,14,16,16,11,16,12,9,12,8,8,0,106,1,1
Wynnetta Ward,,,1,128,137,131,132,136,121,127,105,24,22,21,19,11,12,14,9,15,13,7,12,8,4,0,105,1,1
Nina Tinari,,,,0,131,133,135,124,127,116,113,25,17,15,16,14,15,8,15,13,7,11,8,7,8,0,105,1,1
Malcolm Kenyatta,,,,,0,131,130,132,123,123,106,24,22,19,19,12,13,14,11,15,11,8,12,6,4,0,106,1,1
Charlene Cooper,,,,,,0,133,128,129,118,117,25,16,15,14,15,17,7,12,10,5,11,6,9,10,0,106,1,1
Terry Gillen,,,,,,,0,127,125,116,110,27,18,16,18,14,17,9,12,12,9,10,8,9,7,0,104,1,1
Matthew Miller,,,,,,,,0,120,124,105,22,23,20,20,12,13,14,10,15,13,7,10,5,5,0,100,1,1
Anuj Gupta,,,,,,,,,1,111,106,24,14,14,9,14,15,7,11,10,5,8,5,8,7,0,99,1,1
Lindy Li,,,,,,,,,,0,105,19,19,20,15,11,7,13,5,13,11,7,13,5,4,0,90,1,1
Owen Voutsinas-Klose,,,,,,,,,,,0,16,5,9,4,11,9,2,8,6,3,9,4,8,9,0,84,1,1
Sherrie Cohen,,,,,,,,,,,,1,17,12,11,15,17,9,15,5,10,14,10,14,11,0,29,1,1
Christina Borst,,,,,,,,,,,,,0,12,17,9,13,15,9,12,13,6,13,6,6,0,22,0,1
Arielle Cohen,,,,,,,,,,,,,,0,11,15,8,10,7,9,14,9,11,8,6,0,20,0,1
Bryan Mercer,,,,,,,,,,,,,,,0,10,11,11,5,13,13,7,11,7,5,0,17,0,1
Heather Pope,,,,,,,,,,,,,,,,0,15,9,12,6,10,14,7,14,12,0,19,0,1
Joanne Beer,,,,,,,,,,,,,,,,,0,5,12,7,8,12,6,12,13,0,18,0,1
Carla Le'Coin,,,,,,,,,,,,,,,,,,0,5,8,11,4,9,6,4,0,12,0,1
Daisy Confoy,,,,,,,,,,,,,,,,,,,0,5,6,11,4,9,11,0,16,0,1
Sergio Cea,,,,,,,,,,,,,,,,,,,,0,8,6,7,4,4,0,11,0,1
Jack Cahill,,,,,,,,,,,,,,,,,,,,,0,5,13,7,6,0,14,0,1
Anlin Wang,,,,,,,,,,,,,,,,,,,,,,0,6,11,11,0,14,0,1
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,13,0,1
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,14,0,1
