col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 3rd District - Democrat,,All
,Malcolm Kenyatta,Write-In,Dwight Evans,Write-In,All
Malcolm Kenyatta,31,0,590,0,All
Write-In,,0,1,0,All
Dwight Evans,,,22,0,All
Write-In,,,,1,All
Total,621,1,613,1,All
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 3rd District - Democrat,,5
,Malcolm Kenyatta,Write-In,Dwight Evans,Write-In,5
Malcolm Kenyatta,2,0,40,0,5
Write-In,,0,0,0,5
Dwight Evans,,,1,0,5
Write-In,,,,0,5
Total,42,0,41,0,5
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 181st District - Democrat,,6
,Dwight Evans,Write-In,Malcolm Kenyatta,Write-In,6
Dwight Evans,6,0,79,0,6
Write-In,,0,0,0,6
Malcolm Kenyatta,,,5,0,6
Write-In,,,,0,6
Total,85,0,84,0,6
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 3rd District - Democrat,,7
,Malcolm Kenyatta,Write-In,Dwight Evans,Write-In,7
Malcolm Kenyatta,6,0,87,0,7
Write-In,,0,0,0,7
Dwight Evans,,,2,0,7
Write-In,,,,1,7
Total,93,0,89,1,7
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 3rd District - Democrat,,8
,Malcolm Kenyatta,Write-In,Dwight Evans,Write-In,8
Malcolm Kenyatta,4,0,70,0,8
Write-In,,0,0,0,8
Dwight Evans,,,1,0,8
Write-In,,,,0,8
Total,74,0,71,0,8
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 181st District - Democrat,,9
,Dwight Evans,Write-In,Malcolm Kenyatta,Write-In,9
Dwight Evans,6,0,116,0,9
Write-In,,0,0,0,9
Malcolm Kenyatta,,,4,0,9
Write-In,,,,0,9
Total,122,0,120,0,9
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 181st District - Democrat,,11
,Dwight Evans,Write-In,Malcolm Kenyatta,Write-In,11
Dwight Evans,4,0,116,1,11
Write-In,,0,0,0,11
Malcolm Kenyatta,,,2,0,11
Write-In,,,,0,11
Total,121,0,118,1,11
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 3rd District - Democrat,,12
,Malcolm Kenyatta,Write-In,Dwight Evans,Write-In,12
Malcolm Kenyatta,8,0,82,0,12
Write-In,,0,0,0,12
Dwight Evans,,,2,0,12
Write-In,,,,0,12
Total,90,0,84,0,12
