col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Senator In The General Assembly 1st District - Democrat,,,All
,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,Deidre Selig,Tray Herman,John Randolph,Jake Metzger,Ryan Yeager,Write-In,Larry Farnese,Nikil Saval,Write-In,All
Maryanne Donaghy,9,600,615,596,147,150,133,116,126,115,105,78,83,6,365,215,1,All
Samantha Newell,,5,592,608,152,159,113,128,109,98,111,90,64,6,349,228,1,All
Colleen Guiney,,,2,582,140,142,129,110,125,112,103,78,83,6,352,207,1,All
Rebecca Divalerio,,,,1,148,156,117,124,106,101,112,88,62,6,343,211,1,All
Michel Lee,,,,,1,145,115,133,113,109,121,108,87,1,96,108,0,All
Karyn Hollis,,,,,,0,116,137,120,105,114,98,65,1,93,105,0,All
Amanda Mcillmurray,,,,,,,2,109,120,101,79,74,86,5,84,86,1,All
Cora Linehan,,,,,,,,1,107,98,111,98,66,1,73,93,0,All
Deidre Selig,,,,,,,,,0,105,78,78,81,0,77,83,0,All
Tray Herman,,,,,,,,,,1,93,84,81,1,78,78,0,All
John Randolph,,,,,,,,,,,0,99,74,1,69,84,0,All
Jake Metzger,,,,,,,,,,,,0,64,0,62,72,0,All
Ryan Yeager,,,,,,,,,,,,,0,1,61,61,0,All
Write-In,,,,,,,,,,,,,,0,3,0,0,All
Larry Farnese,,,,,,,,,,,,,,,22,0,0,All
Nikil Saval,,,,,,,,,,,,,,,,10,0,All
Write-In,,,,,,,,,,,,,,,,,0,All
Total,681,672,650,644,225,214,187,187,180,175,167,149,132,14,433,304,1,All
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Senator In The General Assembly 1st District - Democrat,,,30
,Samantha Newell,Maryanne Donaghy,Colleen Guiney,Rebecca Divalerio,Michel Lee,Amanda Mcillmurray,Karyn Hollis,Tray Herman,Cora Linehan,John Randolph,Jake Metzger,Ryan Yeager,Deidre Selig,Write-In,Nikil Saval,Larry Farnese,Write-In,30
Samantha Newell,0,125,132,127,38,25,32,24,26,27,24,20,16,0,70,61,0,30
Maryanne Donaghy,,4,136,124,34,31,25,26,21,24,20,25,24,0,58,69,0,30
Colleen Guiney,,,0,128,37,33,29,27,24,25,21,25,24,0,59,71,0,30
Rebecca Divalerio,,,,1,33,26,30,20,25,27,24,19,18,0,62,61,0,30
Michel Lee,,,,,1,33,36,33,38,37,37,28,30,0,38,21,0,30
Amanda Mcillmurray,,,,,,1,28,30,29,24,20,33,32,0,26,20,0,30
Karyn Hollis,,,,,,,0,26,34,32,27,21,28,0,32,15,0,30
Tray Herman,,,,,,,,0,29,28,26,29,29,0,28,16,0,30
Cora Linehan,,,,,,,,,0,35,30,23,28,0,30,13,0,30
John Randolph,,,,,,,,,,0,32,24,22,0,31,14,0,30
Jake Metzger,,,,,,,,,,,0,17,20,0,27,15,0,30
Ryan Yeager,,,,,,,,,,,,0,24,0,27,15,0,30
Deidre Selig,,,,,,,,,,,,,0,0,24,14,0,30
Write-In,,,,,,,,,,,,,,0,0,0,0,30
Nikil Saval,,,,,,,,,,,,,,,1,0,0,30
Larry Farnese,,,,,,,,,,,,,,,,7,0,30
Write-In,,,,,,,,,,,,,,,,,0,30
Total,153,152,151,142,66,50,50,49,47,47,45,43,42,0,95,92,0,30
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Senator In The General Assembly 1st District - Democrat,,,38
,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Karyn Hollis,Deidre Selig,Michel Lee,Amanda Mcillmurray,Cora Linehan,Tray Herman,John Randolph,Jake Metzger,Ryan Yeager,Write-In,Larry Farnese,Nikil Saval,Write-In,38
Maryanne Donaghy,2,230,240,232,62,60,54,55,41,49,32,23,25,0,143,80,0,38
Samantha Newell,,1,226,235,62,53,54,47,46,36,33,27,14,0,134,83,0,38
Colleen Guiney,,,0,227,60,59,53,53,38,50,33,24,26,0,139,75,0,38
Rebecca Divalerio,,,,0,63,50,54,46,44,42,35,28,16,0,133,76,0,38
Karyn Hollis,,,,,0,45,48,40,41,34,30,30,12,0,36,35,0,38
Deidre Selig,,,,,,0,42,47,39,36,22,23,25,0,37,31,0,38
Michel Lee,,,,,,,0,35,35,34,33,28,22,0,32,34,0,38
Amanda Mcillmurray,,,,,,,,0,33,28,19,17,23,0,33,28,0,38
Cora Linehan,,,,,,,,,1,23,28,25,9,0,26,27,0,38
Tray Herman,,,,,,,,,,0,26,23,24,0,30,23,0,38
John Randolph,,,,,,,,,,,0,23,15,0,18,25,0,38
