col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Attorney General - Democrat,,All
,Ken Washington,Nina Tinari,Malcolm Kenyatta,Cindy Bass,Terry Gillen,Charlene Cooper,Wynnetta Ward,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Daisy Confoy,Anlin Wang,Christina Borst,Paul Prescod,Steve Paul,Arielle Cohen,Carla Le'Coin,Bryan Mercer,Jack Cahill,Daniel Laufer,Sergio Cea,Write-In,Josh Shapiro,Write-In,All
Ken Washington,22,"1,258","1,327","1,245","1,250","1,242","1,277","1,255","1,174","1,165","1,064",213,149,170,161,130,182,132,104,142,161,160,133,116,132,10,937,3,All
Nina Tinari,,23,"1,235","1,290","1,295","1,293","1,189","1,152","1,224","1,095","1,128",282,225,227,211,192,136,178,159,96,125,107,85,66,85,14,955,2,All
Malcolm Kenyatta,,,16,"1,223","1,236","1,225","1,278","1,259","1,151","1,179","1,033",194,155,163,145,93,188,110,85,155,166,169,134,116,128,18,923,3,All
Cindy Bass,,,,11,"1,282","1,282","1,176","1,128","1,197","1,045","1,107",278,229,235,221,195,127,180,169,114,113,106,93,64,75,13,939,3,All
Terry Gillen,,,,,3,"1,311","1,195","1,179","1,228","1,098","1,105",269,218,243,229,181,143,197,167,119,117,116,100,74,83,11,938,3,All
Charlene Cooper,,,,,,1,"1,184","1,167","1,237","1,082","1,103",268,209,237,212,177,132,185,156,103,111,109,78,43,78,12,925,3,All
Wynnetta Ward,,,,,,,3,"1,207","1,112","1,143",986,203,162,165,149,120,183,108,100,163,166,151,144,115,119,14,872,3,All
Matthew Miller,,,,,,,,3,"1,111","1,139","1,008",161,114,134,113,80,166,90,54,135,146,143,120,102,117,12,829,3,All
Anuj Gupta,,,,,,,,,3,"1,042","1,076",231,192,214,199,173,110,168,138,88,103,79,49,45,74,9,859,2,All
Lindy Li,,,,,,,,,,2,978,143,132,113,92,95,163,62,68,146,148,137,118,112,116,6,789,2,All
Owen Voutsinas-Klose,,,,,,,,,,,9,180,180,164,151,159,79,134,127,76,78,68,49,47,60,14,761,2,All
Sherrie Cohen,,,,,,,,,,,,1,289,288,278,259,186,239,250,178,154,156,156,139,102,2,355,1,All
Heather Pope,,,,,,,,,,,,,6,241,254,256,164,225,242,176,152,144,159,146,120,3,330,1,All
Joanne Beer,,,,,,,,,,,,,,0,282,229,166,244,232,155,118,136,137,117,114,6,309,0,All
Daisy Confoy,,,,,,,,,,,,,,,2,236,160,253,227,154,146,114,135,134,122,1,302,0,All
Anlin Wang,,,,,,,,,,,,,,,,1,132,223,236,150,128,122,134,122,120,2,275,0,All
Christina Borst,,,,,,,,,,,,,,,,,0,108,133,180,211,205,191,187,145,0,239,1,All
Paul Prescod,,,,,,,,,,,,,,,,,,0,223,134,125,130,118,117,107,9,253,1,All
Steve Paul,,,,,,,,,,,,,,,,,,,1,137,119,124,140,125,102,1,240,1,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,,3,175,165,183,172,164,2,212,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,0,197,175,177,161,15,222,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,0,184,170,146,14,219,1,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,0,181,149,1,206,1,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,1,142,2,177,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,0,5,167,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,All
Josh Shapiro,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
