col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Democrat,,,,Representative In The General Assembly 175th District - Democrat,,,,,All
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Marylouise Isaacson,Andre Del Valle,Vanessa Mcgrath,Jeff Dempsey,Write-In,All
Joseph R Biden,96,0,0,0,109,119,101,43,0,All
Bernie Sanders,,32,0,0,57,44,29,23,0,All
Write-In,,,4,0,2,1,1,1,0,All
Tulsi Gabbard,,,,1,2,3,0,2,0,All
Marylouise Isaacson,,,,,6,0,0,0,0,All
Andre Del Valle,,,,,,2,0,0,0,All
Vanessa Mcgrath,,,,,,,3,0,0,All
Jeff Dempsey,,,,,,,,0,0,All
Write-In,,,,,,,,,0,All
Total,468,185,9,8,176,169,134,69,0,All
,President Of The United States - Democrat,,,,Representative In The General Assembly 175th District - Democrat,,,,,9
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Vanessa Mcgrath,Marylouise Isaacson,Andre Del Valle,Jeff Dempsey,Write-In,9
Joseph R Biden,10,0,0,0,13,5,8,3,0,9
Bernie Sanders,,2,0,0,2,9,4,3,0,9
Tulsi Gabbard,,,0,0,0,0,1,0,0,9
Write-In,,,,0,1,0,0,0,0,9
Vanessa Mcgrath,,,,,1,0,0,0,0,9
Marylouise Isaacson,,,,,,2,0,0,0,9
Andre Del Valle,,,,,,,0,0,0,9
Jeff Dempsey,,,,,,,,0,0,9
Write-In,,,,,,,,,0,9
Total,39,20,1,1,17,16,13,6,0,9
,President Of The United States - Democrat,,,,Representative In The General Assembly 175th District - Democrat,,,,,13
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Andre Del Valle,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Write-In,13
Joseph R Biden,15,0,0,0,17,15,10,7,0,13
Bernie Sanders,,7,0,0,1,2,2,3,0,13
Tulsi Gabbard,,,0,0,1,0,0,0,0,13
Write-In,,,,0,0,0,0,0,0,13
Andre Del Valle,,,,,0,0,0,0,0,13
Marylouise Isaacson,,,,,,0,0,0,0,13
Vanessa Mcgrath,,,,,,,0,0,0,13
Jeff Dempsey,,,,,,,,0,0,13
Write-In,,,,,,,,,0,13
Total,64,15,1,0,19,17,12,10,0,13
,President Of The United States - Democrat,,,,Representative In The General Assembly 175th District - Democrat,,,,,14
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Andre Del Valle,Vanessa Mcgrath,Marylouise Isaacson,Jeff Dempsey,Write-In,14
Joseph R Biden,8,0,0,0,9,11,6,2,0,14
Bernie Sanders,,0,0,0,4,1,4,2,0,14
Write-In,,,0,0,1,0,0,0,0,14
Tulsi Gabbard,,,,0,0,0,0,0,0,14
Andre Del Valle,,,,,1,0,0,0,0,14
Vanessa Mcgrath,,,,,,0,0,0,0,14
Marylouise Isaacson,,,,,,,1,0,0,14
Jeff Dempsey,,,,,,,,0,0,14
Write-In,,,,,,,,,0,14
Total,36,11,1,0,15,12,11,4,0,14
,President Of The United States - Democrat,,,,Representative In The General Assembly 175th District - Democrat,,,,,15
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Andre Del Valle,Vanessa Mcgrath,Marylouise Isaacson,Jeff Dempsey,Write-In,15
Joseph R Biden,9,0,0,0,11,10,6,3,0,15
Bernie Sanders,,3,0,0,6,2,3,1,0,15
Tulsi Gabbard,,,0,0,0,0,0,1,0,15
Write-In,,,,0,0,0,0,0,0,15
