col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Auditor General - Democrat,,,,,,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,All
,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Rebecca Divalerio,Samantha Newell,Maryanne Donaghy,Colleen Guiney,Karyn Hollis,Amanda Mcillmurray,Michel Lee,Cora Linehan,Jake Metzger,Deidre Selig,John Randolph,Tray Herman,Ryan Yeager,Write-In,All
Nina Ahmad,145,0,0,0,0,0,0,"1,057","1,055","1,042","1,011",727,719,699,687,642,660,554,579,550,19,All
Michael Lamb,,45,0,0,0,0,0,149,135,130,128,87,80,98,89,97,72,89,73,70,2,All
Christina M Hartman,,,30,0,0,0,0,90,75,80,76,52,54,50,54,55,49,55,43,43,2,All
Tracie Fountain,,,,9,0,0,0,72,67,70,65,67,65,63,59,57,59,54,53,55,5,All
H Scott Conklin,,,,,17,0,0,58,51,49,50,42,35,39,39,45,31,39,29,30,1,All
Rose Rosie Marie Davis,,,,,,5,0,76,77,74,70,49,51,51,45,39,37,33,31,35,1,All
Write-In,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,All
Rebecca Divalerio,,,,,,,,8,"1,464","1,450","1,408",397,368,346,326,282,273,223,173,186,22,All
Samantha Newell,,,,,,,,,4,"1,430","1,398",393,365,337,315,263,271,210,168,175,18,All
Maryanne Donaghy,,,,,,,,,,5,"1,416",360,364,303,293,225,276,195,170,185,18,All
Colleen Guiney,,,,,,,,,,,4,356,364,304,280,229,270,187,169,178,19,All
Karyn Hollis,,,,,,,,,,,,0,873,879,906,801,811,752,723,662,4,All
Amanda Mcillmurray,,,,,,,,,,,,,1,853,845,762,844,691,719,721,13,All
Michel Lee,,,,,,,,,,,,,,0,853,799,781,751,722,704,5,All
Cora Linehan,,,,,,,,,,,,,,,1,809,808,735,739,673,3,All
Jake Metzger,,,,,,,,,,,,,,,,3,723,762,731,703,3,All
Deidre Selig,,,,,,,,,,,,,,,,,0,660,705,670,0,All
John Randolph,,,,,,,,,,,,,,,,,,1,669,665,4,All
Tray Herman,,,,,,,,,,,,,,,,,,,0,666,2,All
Ryan Yeager,,,,,,,,,,,,,,,,,,,,0,2,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,772",270,162,126,116,116,1,"1,613","1,554","1,551","1,499","1,066","1,053","1,041","1,014",983,947,867,847,824,54,All
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,1
,Maryanne Donaghy,Rebecca Divalerio,Samantha Newell,Colleen Guiney,Michel Lee,Amanda Mcillmurray,Karyn Hollis,Cora Linehan,Jake Metzger,John Randolph,Ryan Yeager,Deidre Selig,Tray Herman,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,Write-In,1
Maryanne Donaghy,0,45,43,44,17,17,14,11,10,11,12,9,6,0,30,8,3,0,3,1,0,1
Rebecca Divalerio,,1,44,42,18,15,15,12,11,12,12,9,6,0,28,9,4,1,4,1,0,1
Samantha Newell,,,1,41,17,14,14,10,10,9,10,7,4,0,29,9,3,0,3,1,0,1
Colleen Guiney,,,,0,15,16,12,8,9,9,10,7,4,0,27,8,3,1,2,1,0,1
Michel Lee,,,,,0,21,25,21,20,20,18,17,16,0,16,5,5,1,3,3,0,1
Amanda Mcillmurray,,,,,,0,20,19,17,18,19,16,15,0,17,6,2,1,0,3,0,1
Karyn Hollis,,,,,,,0,24,20,22,18,18,16,0,16,2,4,1,2,4,0,1
Cora Linehan,,,,,,,,0,18,20,17,19,17,0,13,3,4,1,2,3,0,1
Jake Metzger,,,,,,,,,0,19,15,14,15,0,9,5,3,2,1,4,0,1
John Randolph,,,,,,,,,,0,17,13,16,0,11,3,4,1,2,3,0,1
Ryan Yeager,,,,,,,,,,,0,15,13,0,11,4,2,1,2,3,0,1
Deidre Selig,,,,,,,,,,,,0,15,0,11,3,2,1,1,3,0,1
Tray Herman,,,,,,,,,,,,,0,0,10,2,2,1,0,3,0,1
Write-In,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,,,,6,0,0,0,0,0,0,1
Michael Lamb,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
H Scott Conklin,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Christina M Hartman,,,,,,,,,,,,,,,,,,1,0,0,0,1
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,,,0,0,0,1
Tracie Fountain,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,51,51,48,46,33,31,30,27,26,26,23,21,19,2,45,11,7,6,5,4,0,1
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,2
,Maryanne Donaghy,Rebecca Divalerio,Colleen Guiney,Samantha Newell,Amanda Mcillmurray,Karyn Hollis,Cora Linehan,Deidre Selig,Jake Metzger,Ryan Yeager,Tray Herman,Michel Lee,John Randolph,Write-In,Nina Ahmad,Christina M Hartman,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Write-In,2
Maryanne Donaghy,0,77,77,74,23,17,14,15,14,12,11,10,9,0,55,5,2,4,2,4,0,2
Rebecca Divalerio,,0,74,72,21,18,15,13,15,11,10,11,8,0,53,6,3,4,2,3,0,2
Colleen Guiney,,,0,72,22,16,14,14,14,12,11,10,7,0,53,5,2,4,2,4,0,2
Samantha Newell,,,,1,21,16,14,14,13,7,9,11,8,0,53,5,2,3,2,3,0,2
Amanda Mcillmurray,,,,,0,24,21,24,17,17,16,17,12,0,22,4,1,3,0,1,0,2
Karyn Hollis,,,,,,0,22,21,19,12,15,16,13,0,18,3,1,3,1,0,0,2
Cora Linehan,,,,,,,0,19,17,12,15,15,11,0,14,4,1,3,1,0,0,2
