col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Attorney General - Democrat,,Auditor General - Democrat,,,,,,,All
,Josh Shapiro,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,All
Josh Shapiro,140,0,"2,987",248,234,131,95,88,2,All
Write-In,,1,37,3,2,1,2,1,1,All
Nina Ahmad,,,531,0,0,0,0,0,0,All
Michael Lamb,,,,37,0,0,0,0,0,All
Tracie Fountain,,,,,35,0,0,0,0,All
Christina M Hartman,,,,,,30,0,0,0,All
Rose Rosie Marie Davis,,,,,,,26,0,0,All
H Scott Conklin,,,,,,,,21,0,All
Write-In,,,,,,,,,1,All
Total,"3,925",48,"3,555",288,271,162,123,110,4,All
,Attorney General - Democrat,,Auditor General - Democrat,,,,,,,1
,Josh Shapiro,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,1
Josh Shapiro,6,0,141,12,10,5,3,0,0,1
Write-In,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,20,0,0,0,0,0,0,1
Michael Lamb,,,,0,0,0,0,0,0,1
Tracie Fountain,,,,,0,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,0,0,0,0,1
Christina M Hartman,,,,,,,0,0,0,1
H Scott Conklin,,,,,,,,2,0,1
Write-In,,,,,,,,,0,1
Total,177,0,161,12,10,5,3,2,0,1
,Attorney General - Democrat,,Auditor General - Democrat,,,,,,,2
,Josh Shapiro,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,2
Josh Shapiro,6,0,165,14,12,10,10,5,0,2
Write-In,,0,1,0,0,0,0,0,0,2
Nina Ahmad,,,26,0,0,0,0,0,0,2
Michael Lamb,,,,2,0,0,0,0,0,2
Tracie Fountain,,,,,4,0,0,0,0,2
Christina M Hartman,,,,,,2,0,0,0,2
Rose Rosie Marie Davis,,,,,,,1,0,0,2
H Scott Conklin,,,,,,,,1,0,2
Write-In,,,,,,,,,0,2
Total,222,1,192,16,16,12,11,6,0,2
,Attorney General - Democrat,,Auditor General - Democrat,,,,,,,3
,Josh Shapiro,Write-In,Nina Ahmad,Christina M Hartman,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Write-In,3
Josh Shapiro,7,0,173,15,14,8,5,4,0,3
Write-In,,0,2,0,0,0,1,0,0,3
Nina Ahmad,,,25,0,0,0,0,0,0,3
Christina M Hartman,,,,2,0,0,0,0,0,3
Michael Lamb,,,,,2,0,0,0,0,3
Tracie Fountain,,,,,,1,0,0,0,3
Rose Rosie Marie Davis,,,,,,,2,0,0,3
H Scott Conklin,,,,,,,,2,0,3
Write-In,,,,,,,,,0,3
Total,226,3,200,17,16,9,8,6,0,3
,Attorney General - Democrat,,Auditor General - Democrat,,,,,,,4
,Josh Shapiro,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,4
Josh Shapiro,9,0,148,11,9,6,2,3,0,4
Write-In,,1,0,0,0,0,0,0,0,4
Nina Ahmad,,,35,0,0,0,0,0,0,4
Michael Lamb,,,,0,0,0,0,0,0,4
Tracie Fountain,,,,,1,0,0,0,0,4
