col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 191st District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joanna E Mcclinton,Write-In,Malcolm Kenyatta,Nina Tinari,Cindy Bass,Ken Washington,Charlene Cooper,Terry Gillen,Wynnetta Ward,Anuj Gupta,Matthew Miller,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Anlin Wang,Steve Paul,Daisy Confoy,Paul Prescod,Bryan Mercer,Arielle Cohen,Christina Borst,Jack Cahill,Sergio Cea,Carla Le'Coin,Daniel Laufer,Write-In,All
Joanna E Mcclinton,32,0,306,293,300,291,287,287,276,272,264,261,239,112,114,89,87,81,75,71,67,63,62,55,51,55,39,2,All
Write-In,,1,4,6,4,4,2,2,2,4,5,2,4,1,0,0,0,0,0,0,1,0,1,3,1,1,1,2,All
Malcolm Kenyatta,,,2,281,285,290,273,281,297,262,286,279,231,60,57,43,33,30,29,23,41,36,38,40,29,31,20,3,All
Nina Tinari,,,,3,289,280,296,291,270,275,269,253,256,74,67,62,51,45,43,48,28,29,28,29,23,24,9,3,All
Cindy Bass,,,,,0,274,292,289,264,281,259,247,253,80,77,63,58,51,49,43,37,31,31,27,24,23,10,3,All
Ken Washington,,,,,,3,278,285,281,257,282,263,237,61,58,46,41,32,31,36,41,32,35,37,28,31,16,2,All
Charlene Cooper,,,,,,,0,294,264,280,262,250,250,75,69,61,49,42,44,47,29,26,27,23,14,23,7,2,All
Terry Gillen,,,,,,,,0,269,277,268,254,252,74,67,61,51,42,47,45,34,25,27,25,18,27,12,3,All
Wynnetta Ward,,,,,,,,,2,251,270,262,224,51,47,42,25,22,25,21,33,34,31,32,25,28,17,2,All
Anuj Gupta,,,,,,,,,,0,251,240,255,69,66,58,53,43,45,44,25,23,22,18,14,18,10,1,All
Matthew Miller,,,,,,,,,,,0,262,232,48,48,39,26,17,24,20,36,31,36,32,26,26,15,2,All
Lindy Li,,,,,,,,,,,,2,229,46,51,31,30,22,24,17,35,31,32,30,26,28,18,3,All
