col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,All
,Cindy Bass,Nina Tinari,Ken Washington,Malcolm Kenyatta,Charlene Cooper,Wynnetta Ward,Terry Gillen,Lindy Li,Anuj Gupta,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Christina Borst,Anlin Wang,Joanne Beer,Carla Le'Coin,Arielle Cohen,Daisy Confoy,Bryan Mercer,Steve Paul,Jack Cahill,Paul Prescod,Daniel Laufer,Sergio Cea,Write-In,Darisha K Parker,Bernard A Williams,Fareed Abdullah,Supreme Dow,Write-In,All
Cindy Bass,1,865,819,824,831,798,814,739,782,757,735,173,143,104,115,127,89,81,102,63,88,65,78,59,54,9,325,229,207,159,1,All
Nina Tinari,,3,842,835,856,814,847,773,812,782,761,171,134,115,114,118,87,72,105,71,86,53,79,47,48,7,330,224,188,155,1,All
Ken Washington,,,1,884,819,848,814,800,782,814,722,144,101,130,91,102,109,87,78,96,65,74,61,67,70,8,308,207,204,164,1,All
Malcolm Kenyatta,,,,2,815,856,802,801,777,805,705,153,113,133,85,106,114,100,84,97,58,84,59,67,72,10,316,202,205,153,1,All
Charlene Cooper,,,,,1,792,833,748,796,770,730,163,133,107,106,118,82,72,100,72,80,47,75,32,51,6,311,207,174,146,1,All
Wynnetta Ward,,,,,,0,788,789,761,798,689,138,105,126,84,95,109,92,70,90,58,78,48,65,61,6,306,198,183,148,1,All
Terry Gillen,,,,,,,0,745,792,773,737,160,129,103,97,114,79,62,89,68,82,55,77,42,41,7,297,202,178,146,1,All
Lindy Li,,,,,,,,0,724,758,678,116,96,114,76,76,98,84,55,79,48,61,33,61,65,6,285,193,162,140,1,All
Anuj Gupta,,,,,,,,,0,739,720,133,114,92,102,98,77,59,84,56,67,39,67,47,45,6,289,195,162,138,1,All
Matthew Miller,,,,,,,,,,0,686,111,86,106,67,76,91,73,51,78,38,64,41,52,55,6,284,187,171,138,1,All
Owen Voutsinas-Klose,,,,,,,,,,,0,107,103,63,88,82,43,49,65,34,69,33,52,26,27,7,267,178,148,123,1,All
Sherrie Cohen,,,,,,,,,,,,0,164,136,134,149,114,120,140,99,131,100,118,88,76,3,78,76,65,52,0,All
Heather Pope,,,,,,,,,,,,,0,103,138,129,95,101,128,81,130,98,106,86,75,4,68,70,57,37,0,All
Christina Borst,,,,,,,,,,,,,,0,83,104,137,104,97,110,77,109,74,101,91,1,67,49,58,35,0,All
Anlin Wang,,,,,,,,,,,,,,,1,112,82,91,114,68,114,77,98,75,70,2,51,66,51,24,0,All
Joanne Beer,,,,,,,,,,,,,,,,0,78,88,123,76,111,83,112,72,69,2,57,54,57,26,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,2,102,90,114,72,99,76,100,92,3,54,51,52,34,0,All
Arielle Cohen,,,,,,,,,,,,,,,,,,0,96,89,85,102,79,95,99,2,38,44,62,32,0,All
Daisy Confoy,,,,,,,,,,,,,,,,,,,0,62,109,82,112,78,69,3,46,54,47,31,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,0,69,97,74,89,80,1,38,49,46,27,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,1,81,100,74,59,3,38,52,38,32,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,0,78,105,86,3,37,46,44,27,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,0,70,68,2,34,51,40,24,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,0,82,0,38,30,43,28,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,0,2,31,37,40,22,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,All
Darisha K Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,All
Bernard A Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,All
Supreme Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,013",990,973,968,922,921,906,865,861,861,795,285,244,218,204,202,198,187,187,168,168,164,155,149,139,12,403,326,319,226,1,All
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,16
,Cindy Bass,Nina Tinari,Ken Washington,Charlene Cooper,Malcolm Kenyatta,Lindy Li,Wynnetta Ward,Terry Gillen,Matthew Miller,Anuj Gupta,Owen Voutsinas-Klose,Sherrie Cohen,Christina Borst,Heather Pope,Joanne Beer,Arielle Cohen,Paul Prescod,Steve Paul,Daisy Confoy,Jack Cahill,Bryan Mercer,Carla Le'Coin,Anlin Wang,Daniel Laufer,Sergio Cea,Write-In,Darisha K Parker,Fareed Abdullah,Supreme Dow,Bernard A Williams,Write-In,16
Cindy Bass,0,73,68,67,67,64,67,63,65,60,60,16,15,16,14,7,10,7,9,8,7,9,7,7,6,0,31,17,14,17,0,16
Nina Tinari,,0,73,73,70,69,67,68,64,65,65,16,13,12,12,6,9,7,8,4,3,6,5,3,3,0,32,16,13,16,0,16
Ken Washington,,,0,71,74,69,66,69,66,66,64,17,19,10,11,8,7,6,7,6,7,10,4,5,5,0,28,17,15,12,0,16
Charlene Cooper,,,,0,69,68,66,68,64,67,62,20,15,12,14,8,10,8,9,4,4,7,6,2,4,0,29,16,14,13,0,16
Malcolm Kenyatta,,,,,0,66,65,67,65,64,60,18,17,11,14,9,6,5,8,7,7,9,3,4,4,0,26,18,15,12,0,16
Lindy Li,,,,,,0,67,63,64,61,56,17,17,10,11,8,4,5,6,5,6,9,5,5,4,0,32,16,12,11,0,16
Wynnetta Ward,,,,,,,0,61,63,60,54,17,18,12,13,9,6,5,8,8,9,9,4,6,4,0,29,17,13,12,0,16
Terry Gillen,,,,,,,,0,61,63,61,17,13,10,12,6,9,6,7,4,2,5,3,1,3,0,25,16,15,12,0,16
Matthew Miller,,,,,,,,,0,56,55,14,15,8,9,5,4,2,6,6,5,8,3,3,3,0,26,14,14,12,0,16
Anuj Gupta,,,,,,,,,,0,62,13,10,9,11,6,8,5,8,2,5,4,5,3,2,0,23,16,14,13,0,16
Owen Voutsinas-Klose,,,,,,,,,,,0,9,6,6,5,2,8,4,6,4,3,3,4,2,1,0,20,14,13,14,0,16
Sherrie Cohen,,,,,,,,,,,,0,19,17,18,13,13,14,14,11,8,11,11,7,9,0,10,2,10,4,0,16
Christina Borst,,,,,,,,,,,,,0,13,14,12,10,10,10,12,11,14,8,11,9,0,11,5,7,2,0,16
Heather Pope,,,,,,,,,,,,,,0,16,9,13,14,13,10,8,10,12,9,9,0,10,2,7,3,0,16
Joanne Beer,,,,,,,,,,,,,,,0,10,11,10,12,8,7,9,9,8,9,0,10,3,5,3,0,16
Arielle Cohen,,,,,,,,,,,,,,,,0,10,11,8,10,8,8,7,8,9,0,4,6,7,0,0,16
Paul Prescod,,,,,,,,,,,,,,,,,0,15,12,10,8,6,9,8,8,0,3,2,8,4,0,16
Steve Paul,,,,,,,,,,,,,,,,,,0,11,11,8,6,10,7,8,0,3,3,8,2,0,16
