col_1,col_2,col_3,division
,Representative In Congress 2nd District - Republican,,All
,David Torres,Write-In,All
David Torres,151,0,All
Write-In,,6,All
Total,151,6,All
,Representative In Congress 2nd District - Republican,,15
,David Torres,Write-In,15
David Torres,8,0,15
Write-In,,2,15
Total,8,2,15
,Representative In Congress 2nd District - Republican,,17
,David Torres,Write-In,17
David Torres,14,0,17
Write-In,,0,17
Total,14,0,17
,Representative In Congress 2nd District - Republican,,20
,David Torres,Write-In,20
David Torres,6,0,20
Write-In,,0,20
Total,6,0,20
,Representative In Congress 2nd District - Republican,,21
,David Torres,Write-In,21
David Torres,9,0,21
Write-In,,0,21
Total,9,0,21
,Representative In Congress 2nd District - Republican,,23
,David Torres,Write-In,23
David Torres,16,0,23
Write-In,,0,23
Total,16,0,23
,Representative In Congress 2nd District - Republican,,27
,David Torres,Write-In,27
David Torres,27,0,27
Write-In,,1,27
Total,27,1,27
,Representative In Congress 2nd District - Republican,,30
,David Torres,Write-In,30
David Torres,25,0,30
Write-In,,1,30
Total,25,1,30
,Representative In Congress 2nd District - Republican,,32
,David Torres,Write-In,32
David Torres,19,0,32
Write-In,,0,32
Total,19,0,32
,Representative In Congress 2nd District - Republican,,33
,David Torres,Write-In,33
David Torres,8,0,33
Write-In,,0,33
Total,8,0,33
,Representative In Congress 2nd District - Republican,,34
,David Torres,Write-In,34
David Torres,19,0,34
Write-In,,2,34
Total,19,2,34
