col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In Congress 3rd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Michael Harvey,Write-In,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,All
Michael Harvey,294,0,"3,027","2,681","2,592","1,847","1,579",50,All
Write-In,,24,14,19,13,13,11,93,All
Denise Furey,,,74,"1,979","1,941","1,155",853,19,All
Paul Panepinto,,,,113,"1,677",773,715,18,All
Calvin Tucker,,,,,49,844,755,12,All
Erin Elmore,,,,,,43,685,23,All
John Paul Sutton,,,,,,,24,8,All
Write-In,,,,,,,,7,All
Total,"5,020",96,"3,477","3,112","2,945","2,074","1,735",175,All
