col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 203rd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Isabella Fitzgerald,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Vayda Good,Alvaro Quinones,Kempis Ghani Songster,Adam Tennant,Ronald Raju Joseph,Write-In,All
Isabella Fitzgerald,101,0,"1,441","1,364","1,311","1,279","1,241","1,077",607,579,420,409,408,343,334,324,4,All
Write-In,,0,5,4,3,2,3,2,2,2,2,2,1,3,2,2,0,All
Pamela Robinson,,,37,"1,610","1,579","1,530","1,514","1,249",456,386,218,193,193,174,133,111,8,All
Michele Lockman,,,,13,"1,580","1,554","1,528","1,227",462,387,204,197,194,159,131,125,6,All
Anthony Bellmon,,,,,13,"1,547","1,533","1,206",413,341,184,151,156,156,93,101,6,All
Patrick Parkinson,,,,,,11,"1,517","1,180",400,328,171,131,141,146,106,93,2,All
Theodore Kirsch,,,,,,,3,"1,161",385,319,153,126,114,123,92,85,2,All
Mona Getzes Cohen,,,,,,,,14,255,215,207,203,193,134,135,122,1,All
Lisa Powley,,,,,,,,,9,502,260,293,272,251,244,243,0,All
Amy Roat,,,,,,,,,,8,294,288,270,238,255,249,2,All
Lorraine Haw,,,,,,,,,,,1,299,276,272,254,256,0,All
Vayda Good,,,,,,,,,,,,2,321,245,278,266,1,All
Alvaro Quinones,,,,,,,,,,,,,0,255,270,268,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,7,225,242,4,All
Adam Tennant,,,,,,,,,,,,,,,0,248,3,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,1,1,All
Write-In,,,,,,,,,,,,,,,,,1,All
Total,"1,978",5,"1,890","1,782","1,726","1,672","1,620","1,430",720,686,480,472,468,429,389,380,9,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 203rd District - Democrat,,9
