col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 185th District - Democrat,,,Auditor General - Democrat,,,,,,,All
,Regina Young,Maria P Donatucci,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Tracie Fountain,Michael Lamb,Christina M Hartman,H Scott Conklin,Write-In,All
Regina Young,334,0,0,"2,238",534,331,171,112,75,0,All
Maria P Donatucci,,145,0,934,54,54,203,39,65,0,All
Write-In,,,2,9,0,0,0,1,0,0,All
Nina Ahmad,,,,137,0,0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,11,0,0,0,0,0,All
Tracie Fountain,,,,,,9,0,0,0,0,All
Michael Lamb,,,,,,,19,0,0,0,All
Christina M Hartman,,,,,,,,3,0,0,All
H Scott Conklin,,,,,,,,,5,0,All
Write-In,,,,,,,,,,0,All
Total,"3,795","1,494",12,"3,318",599,394,393,155,145,0,All
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 185th District - Democrat,,,1
,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,Regina Young,Maria P Donatucci,Write-In,1
Nina Ahmad,3,0,0,0,0,0,0,50,29,0,1
Rose Rosie Marie Davis,,0,0,0,0,0,0,11,3,0,1
Michael Lamb,,,0,0,0,0,0,1,6,0,1
Tracie Fountain,,,,0,0,0,0,6,0,0,1
Christina M Hartman,,,,,0,0,0,2,0,0,1
H Scott Conklin,,,,,,0,0,0,1,0,1
Write-In,,,,,,,0,0,0,0,1
Regina Young,,,,,,,,2,0,0,1
Maria P Donatucci,,,,,,,,,5,0,1
Write-In,,,,,,,,,,0,1
Total,82,14,7,6,2,1,0,72,44,0,1
,Representative In The General Assembly 185th District - Democrat,,,Auditor General - Democrat,,,,,,,15
,Regina Young,Maria P Donatucci,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Tracie Fountain,Michael Lamb,Christina M Hartman,H Scott Conklin,Write-In,15
Regina Young,4,0,0,36,9,12,2,1,0,0,15
Maria P Donatucci,,5,0,14,4,0,1,1,1,0,15
Write-In,,,0,0,0,0,0,0,0,0,15
Nina Ahmad,,,,3,0,0,0,0,0,0,15
Rose Rosie Marie Davis,,,,,0,0,0,0,0,0,15
Tracie Fountain,,,,,,1,0,0,0,0,15
Michael Lamb,,,,,,,1,0,0,0,15
Christina M Hartman,,,,,,,,0,0,0,15
H Scott Conklin,,,,,,,,,0,0,15
Write-In,,,,,,,,,,0,15
Total,64,26,0,53,13,13,4,2,1,0,15
,Representative In The General Assembly 185th District - Democrat,,,Auditor General - Democrat,,,,,,,16
,Regina Young,Maria P Donatucci,Write-In,Nina Ahmad,Tracie Fountain,Rose Rosie Marie Davis,Michael Lamb,H Scott Conklin,Christina M Hartman,Write-In,16
Regina Young,12,0,0,65,15,11,4,1,0,0,16
Maria P Donatucci,,4,0,28,2,1,2,1,1,0,16
Write-In,,,0,2,0,0,0,0,0,0,16
Nina Ahmad,,,,4,0,0,0,0,0,0,16
Tracie Fountain,,,,,1,0,0,0,0,0,16
Rose Rosie Marie Davis,,,,,,0,0,0,0,0,16
Michael Lamb,,,,,,,0,0,0,0,16
H Scott Conklin,,,,,,,,0,0,0,16
Christina M Hartman,,,,,,,,,0,0,16
Write-In,,,,,,,,,,0,16
Total,108,39,2,99,18,12,6,2,1,0,16
,Representative In The General Assembly 185th District - Democrat,,,Auditor General - Democrat,,,,,,,17
,Regina Young,Maria P Donatucci,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Tracie Fountain,Michael Lamb,H Scott Conklin,Christina M Hartman,Write-In,17
Regina Young,5,0,0,47,15,8,3,3,1,0,17
Maria P Donatucci,,2,0,17,1,3,7,1,0,0,17
