col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,President Of The United States - Democrat,,,,Auditor General - Democrat,,,,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,All
Joseph R Biden,511,0,0,0,"1,676",240,195,165,79,68,0,All
Bernie Sanders,,54,0,0,351,111,26,43,41,16,0,All
Tulsi Gabbard,,,4,0,25,5,2,1,3,21,0,All
Write-In,,,,2,0,0,1,0,0,0,0,All
Nina Ahmad,,,,,39,0,0,0,0,0,0,All
Michael Lamb,,,,,,10,0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,,4,0,0,0,0,All
Tracie Fountain,,,,,,,,5,0,0,0,All
H Scott Conklin,,,,,,,,,6,0,0,All
Christina M Hartman,,,,,,,,,,4,0,All
Write-In,,,,,,,,,,,0,All
Total,"2,934",642,61,3,"2,091",366,228,214,129,109,0,All
,President Of The United States - Democrat,,,,Auditor General - Democrat,,,,,,,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,1
Joseph R Biden,16,0,0,0,53,10,12,9,2,3,0,1
Bernie Sanders,,4,0,0,10,6,3,0,3,1,0,1
Tulsi Gabbard,,,0,0,0,0,0,0,0,0,0,1
Write-In,,,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,,,1,0,0,0,0,0,0,1
Michael Lamb,,,,,,0,0,0,0,0,0,1
Tracie Fountain,,,,,,,0,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,,,0,0,0,0,1
H Scott Conklin,,,,,,,,,0,0,0,1
Christina M Hartman,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,0,1
Total,105,27,0,0,64,16,15,9,5,4,0,1
,President Of The United States - Democrat,,,,Auditor General - Democrat,,,,,,,2
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,2
Joseph R Biden,14,0,0,0,47,7,6,4,2,1,0,2
Bernie Sanders,,2,0,0,3,3,0,0,0,0,0,2
Tulsi Gabbard,,,0,0,2,0,0,0,0,0,0,2
Write-In,,,,0,0,0,0,0,0,0,0,2
Nina Ahmad,,,,,3,0,0,0,0,0,0,2
Michael Lamb,,,,,,0,0,0,0,0,0,2
Rose Rosie Marie Davis,,,,,,,0,0,0,0,0,2
Tracie Fountain,,,,,,,,0,0,0,0,2
Christina M Hartman,,,,,,,,,0,0,0,2
H Scott Conklin,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,0,2
Total,81,8,2,0,55,10,6,4,2,1,0,2
,President Of The United States - Democrat,,,,Auditor General - Democrat,,,,,,,3
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,3
Joseph R Biden,13,0,0,0,56,10,10,9,5,1,0,3
Bernie Sanders,,0,0,0,3,2,0,0,2,0,0,3
Tulsi Gabbard,,,0,0,4,1,0,0,0,0,0,3
Write-In,,,,0,0,0,0,0,0,0,0,3
Nina Ahmad,,,,,0,0,0,0,0,0,0,3
Michael Lamb,,,,,,0,0,0,0,0,0,3
Tracie Fountain,,,,,,,0,0,0,0,0,3
Rose Rosie Marie Davis,,,,,,,,0,0,0,0,3
H Scott Conklin,,,,,,,,,1,0,0,3
Christina M Hartman,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,0,3
Total,104,7,5,0,63,13,10,9,8,1,0,3
,President Of The United States - Democrat,,,,Auditor General - Democrat,,,,,,,4
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,Tracie Fountain,H Scott Conklin,Write-In,4
Joseph R Biden,18,0,0,0,60,6,8,2,3,3,0,4
Bernie Sanders,,5,0,0,6,3,1,2,2,0,0,4
Tulsi Gabbard,,,0,0,1,0,0,1,0,0,0,4
Write-In,,,,0,0,0,0,0,0,0,0,4
Nina Ahmad,,,,,0,0,0,0,0,0,0,4
Michael Lamb,,,,,,0,0,0,0,0,0,4
