col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,All
,Martina White,Write-In,Stacy L Garrity,Write-In,All
Martina White,321,0,"1,188",2,All
Write-In,,2,3,2,All
Stacy L Garrity,,,24,0,All
Write-In,,,,2,All
Total,"1,511",7,"1,215",6,All
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,1
,Martina White,Write-In,Stacy L Garrity,Write-In,1
Martina White,14,0,29,1,1
Write-In,,0,0,0,1
Stacy L Garrity,,,0,0,1
Write-In,,,,0,1
Total,44,0,29,1,1
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,3
,Martina White,Write-In,Stacy L Garrity,Write-In,3
Martina White,13,0,30,0,3
Write-In,,0,0,0,3
Stacy L Garrity,,,0,0,3
Write-In,,,,0,3
Total,43,0,30,0,3
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,4
,Martina White,Write-In,Stacy L Garrity,Write-In,4
Martina White,13,0,44,0,4
Write-In,,0,1,0,4
Stacy L Garrity,,,1,0,4
Write-In,,,,0,4
Total,57,1,46,0,4
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,5
,Martina White,Write-In,Stacy L Garrity,Write-In,5
Martina White,5,0,47,0,5
Write-In,,0,0,1,5
Stacy L Garrity,,,1,0,5
Write-In,,,,0,5
Total,52,1,48,1,5
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,6
,Martina White,Write-In,Stacy L Garrity,Write-In,6
Martina White,14,0,49,0,6
Write-In,,0,1,0,6
Stacy L Garrity,,,1,0,6
Write-In,,,,0,6
Total,63,1,51,0,6
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,8
,Martina White,Write-In,Stacy L Garrity,Write-In,8
Martina White,18,0,71,0,8
Write-In,,0,0,0,8
Stacy L Garrity,,,2,0,8
Write-In,,,,0,8
Total,89,0,73,0,8
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,9
,Martina White,Write-In,Stacy L Garrity,Write-In,9
Martina White,35,0,51,0,9
Write-In,,0,0,1,9
Stacy L Garrity,,,2,0,9
Write-In,,,,0,9
Total,86,1,53,1,9
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,10
,Martina White,Write-In,Stacy L Garrity,Write-In,10
Martina White,8,0,62,0,10
Write-In,,0,0,0,10
Stacy L Garrity,,,3,0,10
Write-In,,,,0,10
Total,70,0,65,0,10
,Representative In The General Assembly 170th District - Republican,,State Treasurer - Republican,,12
,Martina White,Write-In,Stacy L Garrity,Write-In,12
Martina White,10,0,28,0,12
Write-In,,0,0,0,12
Stacy L Garrity,,,0,0,12
Write-In,,,,0,12
Total,38,0,28,0,12
