col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Senator In The General Assembly 3rd District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Sharif Street,Write-In,Malcolm Kenyatta,Cindy Bass,Nina Tinari,Ken Washington,Charlene Cooper,Wynnetta Ward,Terry Gillen,Anuj Gupta,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Anlin Wang,Joanne Beer,Daisy Confoy,Christina Borst,Arielle Cohen,Carla Le'Coin,Steve Paul,Bryan Mercer,Sergio Cea,Paul Prescod,Jack Cahill,Daniel Laufer,Write-In,All
Sharif Street,113,0,"1,499","1,497","1,481","1,438","1,427","1,386","1,393","1,354","1,308","1,264","1,193",775,752,632,644,623,599,580,593,554,545,531,508,485,462,19,All
Write-In,,0,6,5,5,4,3,5,4,5,5,5,4,6,5,5,5,5,8,8,7,5,6,5,3,4,5,1,All
Malcolm Kenyatta,,,7,"1,446","1,481","1,537","1,460","1,513","1,444","1,401","1,425","1,419","1,238",339,296,219,220,195,252,213,238,157,217,202,129,163,130,28,All
Cindy Bass,,,,26,"1,480","1,410","1,469","1,375","1,426","1,379","1,286","1,293","1,261",384,342,272,277,251,217,201,207,188,176,147,177,132,98,16,All
Nina Tinari,,,,,15,"1,472","1,501","1,425","1,487","1,450","1,361","1,344","1,329",385,330,270,273,253,231,185,202,192,168,156,159,113,95,14,All
Ken Washington,,,,,,19,"1,451","1,467","1,456","1,373","1,390","1,425","1,261",297,242,195,197,164,215,175,192,149,197,171,113,145,128,15,All
Charlene Cooper,,,,,,,1,"1,415","1,491","1,428","1,345","1,346","1,285",371,320,255,260,241,212,182,192,181,165,132,163,111,74,22,All
Wynnetta Ward,,,,,,,,3,"1,402","1,351","1,402","1,370","1,184",312,283,225,215,194,236,214,210,141,176,175,98,137,122,23,All
Terry Gillen,,,,,,,,,0,"1,419","1,348","1,366","1,299",334,285,225,248,216,200,163,178,181,164,126,159,118,83,17,All
Anuj Gupta,,,,,,,,,,1,"1,301","1,284","1,258",338,293,249,243,226,199,167,177,175,144,142,152,84,72,24,All
Lindy Li,,,,,,,,,,,3,"1,323","1,178",275,268,212,182,170,218,202,200,120,169,172,88,122,116,20,All
Matthew Miller,,,,,,,,,,,,1,"1,188",236,201,144,155,123,191,155,169,91,166,155,76,127,97,18,All
Owen Voutsinas-Klose,,,,,,,,,,,,,3,255,254,212,182,159,118,121,119,152,118,103,120,87,60,16,All
Sherrie Cohen,,,,,,,,,,,,,,2,693,632,630,635,557,574,546,585,493,488,535,466,470,10,All
Heather Pope,,,,,,,,,,,,,,,11,637,611,619,531,571,533,569,479,496,522,474,466,5,All
Anlin Wang,,,,,,,,,,,,,,,,0,572,575,497,539,508,560,457,503,512,447,450,3,All
Joanne Beer,,,,,,,,,,,,,,,,,0,616,520,523,491,538,455,477,534,438,446,3,All
Daisy Confoy,,,,,,,,,,,,,,,,,,0,532,535,527,533,442,478,532,440,451,4,All
Christina Borst,,,,,,,,,,,,,,,,,,,0,524,578,461,519,488,435,487,498,6,All
