col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,All
,Amy Roat,Lisa Powley,Alvaro Quinones,Vayda Good,Lorraine Haw,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Pamela Robinson,Michele Lockman,Mona Getzes Cohen,Anthony Bellmon,Theodore Kirsch,Patrick Parkinson,Write-In,Jeff Dempsey,Marylouise Isaacson,Vanessa Mcgrath,Andre Del Valle,Write-In,All
Amy Roat,2,"1,453","1,329","1,347","1,350","1,323","1,254","1,224",325,282,263,187,173,169,2,499,376,367,275,1,All
Lisa Powley,,0,"1,304","1,319","1,317","1,293","1,226","1,201",324,293,267,189,172,166,2,482,369,369,258,1,All
Alvaro Quinones,,,1,"1,336","1,297","1,303","1,257","1,227",214,189,208,126,113,114,2,461,329,350,271,1,All
Vayda Good,,,,0,"1,335","1,321","1,260","1,225",214,186,222,101,94,87,3,459,349,346,253,1,All
Lorraine Haw,,,,,0,"1,299","1,243","1,213",216,189,206,94,88,79,3,431,347,352,248,1,All
Kempis Ghani Songster,,,,,,0,"1,271","1,222",182,155,178,109,95,87,5,445,337,339,250,1,All
Ronald Raju Joseph,,,,,,,1,"1,214",108,82,109,67,52,52,2,416,310,303,241,1,All
Adam Tennant,,,,,,,,1,84,79,93,57,55,47,1,407,296,293,236,1,All
Pamela Robinson,,,,,,,,,2,982,923,887,855,857,30,282,350,286,150,0,All
Michele Lockman,,,,,,,,,,1,926,886,871,871,30,266,331,300,141,0,All
Mona Getzes Cohen,,,,,,,,,,,0,814,806,798,32,247,328,281,129,0,All
Anthony Bellmon,,,,,,,,,,,,1,849,845,30,236,294,241,130,0,All
Theodore Kirsch,,,,,,,,,,,,,0,843,30,228,280,244,118,0,All
Patrick Parkinson,,,,,,,,,,,,,,1,30,224,276,238,122,0,All
Write-In,,,,,,,,,,,,,,,0,0,6,3,3,0,All
Jeff Dempsey,,,,,,,,,,,,,,,,56,0,0,0,0,All
Marylouise Isaacson,,,,,,,,,,,,,,,,,45,0,0,0,All
Vanessa Mcgrath,,,,,,,,,,,,,,,,,,42,0,0,All
Andre Del Valle,,,,,,,,,,,,,,,,,,,30,0,All
Write-In,,,,,,,,,,,,,,,,,,,,3,All
Total,"1,607","1,561","1,493","1,484","1,453","1,451","1,347","1,308","1,136","1,097","1,038",956,919,913,43,798,731,675,434,4,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,1
,Amy Roat,Lisa Powley,Lorraine Haw,Vayda Good,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Pamela Robinson,Michele Lockman,Mona Getzes Cohen,Anthony Bellmon,Theodore Kirsch,Patrick Parkinson,Write-In,Jeff Dempsey,Vanessa Mcgrath,Marylouise Isaacson,Andre Del Valle,Write-In,1
Amy Roat,0,179,167,165,165,160,156,151,51,41,38,26,22,22,0,62,48,39,42,0,1
Lisa Powley,,0,153,157,156,152,147,143,51,45,42,28,23,24,0,62,47,39,33,0,1
Lorraine Haw,,,0,158,154,156,149,146,30,24,22,11,8,7,0,51,45,34,37,0,1
Vayda Good,,,,0,160,161,153,146,25,24,23,10,7,4,0,56,39,35,37,0,1
Alvaro Quinones,,,,,0,154,149,143,27,22,22,16,13,9,0,53,40,31,42,0,1
Kempis Ghani Songster,,,,,,0,153,144,28,23,24,15,12,11,0,53,40,35,35,0,1
Ronald Raju Joseph,,,,,,,0,148,19,12,13,7,7,5,0,47,36,33,37,0,1
Adam Tennant,,,,,,,,0,15,11,11,6,5,5,0,50,33,31,33,0,1
Pamela Robinson,,,,,,,,,0,117,116,107,99,101,0,35,38,37,22,0,1
Michele Lockman,,,,,,,,,,0,114,100,98,94,0,30,37,34,19,0,1
Mona Getzes Cohen,,,,,,,,,,,0,100,96,95,0,33,33,34,16,0,1
Anthony Bellmon,,,,,,,,,,,,0,98,95,0,24,29,31,19,0,1
Theodore Kirsch,,,,,,,,,,,,,0,95,0,21,30,29,18,0,1
Patrick Parkinson,,,,,,,,,,,,,,0,0,21,29,31,16,0,1
Write-In,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Jeff Dempsey,,,,,,,,,,,,,,,,6,0,0,0,0,1
Vanessa Mcgrath,,,,,,,,,,,,,,,,,6,0,0,0,1
Marylouise Isaacson,,,,,,,,,,,,,,,,,,4,0,0,1
Andre Del Valle,,,,,,,,,,,,,,,,,,,2,0,1
Write-In,,,,,,,,,,,,,,,,,,,,1,1
Total,202,192,176,176,175,173,163,157,141,127,125,112,105,104,0,92,83,72,60,1,1
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,2
,Lisa Powley,Amy Roat,Kempis Ghani Songster,Lorraine Haw,Vayda Good,Alvaro Quinones,Pamela Robinson,Adam Tennant,Ronald Raju Joseph,Michele Lockman,Anthony Bellmon,Mona Getzes Cohen,Theodore Kirsch,Patrick Parkinson,Write-In,Jeff Dempsey,Marylouise Isaacson,Vanessa Mcgrath,Andre Del Valle,Write-In,2
Lisa Powley,0,22,20,20,18,16,10,18,17,9,8,6,7,7,0,9,7,6,4,0,2
Amy Roat,,0,19,16,18,16,7,17,16,7,4,2,4,4,0,8,7,4,3,0,2
Kempis Ghani Songster,,,0,19,19,17,4,18,18,3,2,3,1,1,2,8,7,5,2,0,2
Lorraine Haw,,,,0,16,17,5,17,16,4,4,6,3,3,0,8,6,6,2,0,2
Vayda Good,,,,,0,17,3,17,17,4,1,2,1,1,0,8,7,5,1,0,2
Alvaro Quinones,,,,,,0,4,16,15,3,2,3,1,1,0,8,5,5,1,0,2
Pamela Robinson,,,,,,,0,4,2,15,15,12,13,12,0,4,4,5,4,0,2
Adam Tennant,,,,,,,,0,16,2,2,3,0,0,0,9,5,3,2,0,2
Ronald Raju Joseph,,,,,,,,,0,1,1,1,1,1,0,6,5,5,2,0,2
Michele Lockman,,,,,,,,,,0,13,12,14,13,0,3,3,6,2,0,2
Anthony Bellmon,,,,,,,,,,,0,12,13,12,0,2,3,5,2,0,2
Mona Getzes Cohen,,,,,,,,,,,,0,11,10,0,4,2,5,1,0,2
Theodore Kirsch,,,,,,,,,,,,,0,13,0,1,2,6,2,0,2
Patrick Parkinson,,,,,,,,,,,,,,0,0,1,2,6,2,0,2
Write-In,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Jeff Dempsey,,,,,,,,,,,,,,,,0,0,0,0,0,2
Marylouise Isaacson,,,,,,,,,,,,,,,,,1,0,0,0,2
Vanessa Mcgrath,,,,,,,,,,,,,,,,,,0,0,0,2
Andre Del Valle,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,0,2
Total,27,24,23,22,21,20,20,19,18,17,15,14,14,13,2,11,11,10,5,0,2
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,3
,Amy Roat,Lisa Powley,Vayda Good,Alvaro Quinones,Kempis Ghani Songster,Lorraine Haw,Michele Lockman,Mona Getzes Cohen,Ronald Raju Joseph,Pamela Robinson,Adam Tennant,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Write-In,Vanessa Mcgrath,Jeff Dempsey,Marylouise Isaacson,Andre Del Valle,Write-In,3
Amy Roat,0,120,108,106,104,106,22,22,98,26,96,15,15,10,0,40,39,29,14,0,3
Lisa Powley,,0,107,107,103,108,27,25,98,29,97,17,18,14,0,39,39,29,16,0,3
Vayda Good,,,0,113,103,104,21,24,94,24,95,14,14,10,0,42,38,25,13,0,3
Alvaro Quinones,,,,0,103,103,17,22,97,21,97,10,12,8,0,40,38,23,14,0,3
Kempis Ghani Songster,,,,,0,101,10,15,101,13,99,11,7,6,0,35,33,24,14,0,3
Lorraine Haw,,,,,,0,14,16,97,17,94,9,7,5,0,35,33,25,14,0,3
Michele Lockman,,,,,,,0,97,10,95,4,89,92,86,5,49,26,17,13,0,3
Mona Getzes Cohen,,,,,,,,0,13,94,6,84,84,80,5,47,24,19,13,0,3
Ronald Raju Joseph,,,,,,,,,0,10,95,8,8,4,0,34,31,21,14,0,3
