col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Representative In The General Assembly 197th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Danilo Burgos,Write-In,Cindy Bass,Ken Washington,Nina Tinari,Malcolm Kenyatta,Terry Gillen,Charlene Cooper,Wynnetta Ward,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Joanne Beer,Heather Pope,Christina Borst,Daisy Confoy,Steve Paul,Anlin Wang,Paul Prescod,Bryan Mercer,Arielle Cohen,Carla Le'Coin,Jack Cahill,Daniel Laufer,Sergio Cea,Write-In,All
Danilo Burgos,90,0,792,786,767,747,746,726,714,673,670,607,607,266,232,212,188,192,179,177,166,150,148,150,149,125,124,4,All
Write-In,,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,All
Cindy Bass,,,9,789,796,756,782,780,731,703,724,617,674,215,193,161,120,147,133,143,129,90,85,77,81,60,60,5,All
Ken Washington,,,,8,777,810,775,757,786,772,707,696,644,168,147,96,147,106,84,90,85,118,95,109,103,82,86,2,All
Nina Tinari,,,,,9,736,780,782,722,690,741,643,691,211,183,151,115,150,132,132,125,79,65,82,68,50,52,5,All
Malcolm Kenyatta,,,,,,6,725,711,766,746,671,676,599,156,124,90,146,89,72,56,63,118,96,104,96,85,81,5,All
Terry Gillen,,,,,,,0,789,730,702,727,644,658,200,187,128,131,149,117,119,125,91,71,85,84,62,56,1,All
Charlene Cooper,,,,,,,,2,709,686,731,623,660,200,171,137,114,143,114,119,119,80,69,80,68,32,42,5,All
Wynnetta Ward,,,,,,,,,1,722,650,667,579,140,129,92,147,89,72,70,62,114,95,104,108,84,69,2,All
Matthew Miller,,,,,,,,,,1,640,659,580,119,104,62,137,68,45,56,54,107,77,97,95,71,75,2,All
Anuj Gupta,,,,,,,,,,,0,601,647,176,153,119,89,119,113,109,110,61,53,62,34,42,37,2,All
Lindy Li,,,,,,,,,,,,0,575,108,81,68,103,56,50,58,44,82,77,86,71,63,64,2,All
Owen Voutsinas-Klose,,,,,,,,,,,,,0,147,125,122,64,98,102,109,104,43,56,45,33,33,31,2,All
Sherrie Cohen,,,,,,,,,,,,,,1,170,174,102,151,157,154,134,76,91,83,86,73,59,0,All
Joanne Beer,,,,,,,,,,,,,,,0,141,100,157,134,130,139,72,71,52,78,66,51,0,All
Heather Pope,,,,,,,,,,,,,,,,2,73,136,149,139,120,61,96,70,77,64,63,0,All
Christina Borst,,,,,,,,,,,,,,,,,0,86,61,66,50,121,91,120,111,91,89,1,All
Daisy Confoy,,,,,,,,,,,,,,,,,,0,123,118,127,43,63,65,71,56,53,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,2,140,120,57,69,59,75,69,51,0,All
Anlin Wang,,,,,,,,,,,,,,,,,,,,1,118,54,72,57,73,61,55,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,0,56,67,60,68,58,56,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,0,82,100,96,84,75,0,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,,,,,0,89,94,81,92,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,,,0,94,80,79,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,1,101,78,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,1,72,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,107",4,967,958,930,914,887,870,863,824,798,746,735,303,257,247,217,211,203,197,185,176,173,173,172,146,142,9,All
,Representative In The General Assembly 197th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Danilo Burgos,Write-In,Nina Tinari,Ken Washington,Malcolm Kenyatta,Anuj Gupta,Cindy Bass,Wynnetta Ward,Charlene Cooper,Terry Gillen,Matthew Miller,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Steve Paul,Joanne Beer,Daisy Confoy,Paul Prescod,Anlin Wang,Arielle Cohen,Christina Borst,Bryan Mercer,Carla Le'Coin,Daniel Laufer,Jack Cahill,Sergio Cea,Write-In,1
Danilo Burgos,7,0,40,37,38,34,36,37,35,35,28,27,27,22,20,16,15,15,12,13,11,12,11,10,11,9,8,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nina Tinari,,,0,41,43,42,44,38,41,42,35,33,37,18,14,12,13,10,10,8,3,5,4,2,3,2,2,0,1
Ken Washington,,,,1,47,39,39,42,39,39,38,36,33,14,10,8,9,6,7,4,5,7,5,7,5,4,3,0,1
Malcolm Kenyatta,,,,,0,41,40,44,41,41,40,37,33,14,10,8,9,7,6,4,5,8,5,6,5,3,4,0,1
Anuj Gupta,,,,,,0,41,37,43,41,35,31,35,15,11,11,11,8,8,6,3,5,2,3,2,0,3,0,1
Cindy Bass,,,,,,,0,38,42,42,33,31,36,18,13,12,13,10,11,9,5,6,2,4,3,3,3,0,1
Wynnetta Ward,,,,,,,,0,37,37,37,36,28,12,10,7,10,7,7,4,6,8,4,5,4,4,4,0,1
Charlene Cooper,,,,,,,,,0,40,33,29,34,16,12,10,11,10,9,7,3,6,3,4,2,1,2,0,1
Terry Gillen,,,,,,,,,,0,35,33,33,15,10,8,11,10,10,6,2,5,2,3,2,2,3,0,1
Matthew Miller,,,,,,,,,,,0,34,27,8,4,3,8,4,6,0,4,7,4,4,4,3,4,0,1
Lindy Li,,,,,,,,,,,,0,26,6,5,4,4,3,4,2,2,4,3,3,3,3,4,0,1
Owen Voutsinas-Klose,,,,,,,,,,,,,0,13,9,8,10,5,8,6,2,2,0,1,2,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,0,18,16,15,14,12,14,8,7,4,7,8,7,5,0,1
Heather Pope,,,,,,,,,,,,,,,0,17,11,13,10,14,8,6,4,6,7,8,5,0,1
Steve Paul,,,,,,,,,,,,,,,,0,11,12,10,14,7,4,4,5,7,6,6,0,1
Joanne Beer,,,,,,,,,,,,,,,,,0,12,14,10,8,6,3,4,7,6,4,0,1
Daisy Confoy,,,,,,,,,,,,,,,,,,0,12,11,6,6,4,5,7,7,5,0,1
Paul Prescod,,,,,,,,,,,,,,,,,,,0,9,6,5,3,4,6,7,4,0,1
Anlin Wang,,,,,,,,,,,,,,,,,,,,0,7,4,4,5,7,6,5,0,1
Arielle Cohen,,,,,,,,,,,,,,,,,,,,,0,8,6,7,9,8,7,0,1
Christina Borst,,,,,,,,,,,,,,,,,,,,,,0,7,9,7,7,6,0,1
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,0,8,6,5,6,0,1
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,0,1
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,8,6,0,1
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,61,0,52,50,50,47,47,47,46,46,41,38,38,25,24,19,18,16,16,14,12,12,11,11,11,10,9,0,1
,Representative In The General Assembly 197th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,2
