col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Kevin J Boyle,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Vayda Good,Adam Tennant,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,All
Kevin J Boyle,513,0,"4,374","4,253","4,072","4,042","3,965","3,892","1,767","1,754","1,366","1,339","1,249","1,225","1,181","1,122",66,All
Write-In,,7,8,12,8,11,9,9,12,12,13,13,12,13,9,11,31,All
Pamela Robinson,,,37,"4,215","4,096","4,036","3,953","3,783",890,934,536,474,404,375,298,313,59,All
Michele Lockman,,,,17,"4,094","4,087","4,009","3,745",858,899,505,458,362,355,307,259,54,All
Anthony Bellmon,,,,,14,"4,025","4,003","3,652",760,770,406,375,300,295,272,255,52,All
Patrick Parkinson,,,,,,10,"3,993","3,626",745,782,388,367,253,307,260,223,54,All
Theodore Kirsch,,,,,,,5,"3,590",719,740,367,325,270,281,251,233,49,All
Mona Getzes Cohen,,,,,,,,15,631,654,513,477,419,368,331,281,59,All
Amy Roat,,,,,,,,,17,"1,480","1,139","1,036","1,038","1,023","1,019",966,7,All
Lisa Powley,,,,,,,,,,9,"1,076","1,008","1,004","1,000",965,963,6,All
Lorraine Haw,,,,,,,,,,,2,"1,023","1,045","1,003",988,998,4,All
Alvaro Quinones,,,,,,,,,,,,6,"1,092","1,010","1,014",969,4,All
Vayda Good,,,,,,,,,,,,,0,981,"1,002",959,7,All
Adam Tennant,,,,,,,,,,,,,,6,"1,003",930,5,All
Ronald Raju Joseph,,,,,,,,,,,,,,,2,981,2,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,3,3,All
Write-In,,,,,,,,,,,,,,,,,0,All
Total,"6,373",37,"4,733","4,589","4,384","4,353","4,261","4,187","1,984","1,942","1,531","1,501","1,394","1,378","1,331","1,278",115,All
