col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,All
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,Write-In,All
Pete Digiannantonio,7,15,16,17,0,0,All
Christopher M Vogler,,8,9,13,0,1,All
Gary Grisafi,,,4,11,0,1,All
William M Pirolli,,,,2,0,0,All
Write-In,,,,,0,0,All
Write-In,,,,,,0,All
Total,36,31,26,24,3,2,All
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,1
,Christopher M Vogler,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Write-In,Write-In,1
Christopher M Vogler,1,1,2,3,0,0,1
Gary Grisafi,,2,1,1,0,0,1
Pete Digiannantonio,,,1,1,0,0,1
William M Pirolli,,,,0,0,0,1
Write-In,,,,,0,0,1
Write-In,,,,,,0,1
Total,5,4,4,3,0,0,1
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,3
,Christopher M Vogler,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Write-In,Write-In,3
Christopher M Vogler,0,0,0,0,0,0,3
Gary Grisafi,,0,0,0,0,0,3
Pete Digiannantonio,,,0,0,0,0,3
William M Pirolli,,,,0,0,0,3
Write-In,,,,,0,0,3
Write-In,,,,,,0,3
Total,0,0,0,0,0,0,3
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,8
,Christopher M Vogler,William M Pirolli,Pete Digiannantonio,Gary Grisafi,Write-In,Write-In,8
Christopher M Vogler,1,1,1,0,0,0,8
William M Pirolli,,1,1,0,0,0,8
Pete Digiannantonio,,,0,0,0,0,8
Gary Grisafi,,,,0,0,0,8
Write-In,,,,,0,0,8
Write-In,,,,,,0,8
Total,2,2,1,0,0,0,8
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,9
,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Gary Grisafi,Write-In,Write-In,9
Pete Digiannantonio,2,2,4,2,0,0,9
Christopher M Vogler,,1,3,3,0,0,9
William M Pirolli,,,0,4,0,0,9
Gary Grisafi,,,,0,0,0,9
Write-In,,,,,0,0,9
Write-In,,,,,,0,9
Total,7,6,6,5,0,0,9
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,13
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,Write-In,13
Pete Digiannantonio,1,3,2,1,0,0,13
Christopher M Vogler,,0,1,1,0,0,13
Gary Grisafi,,,1,0,0,0,13
William M Pirolli,,,,0,0,0,13
Write-In,,,,,0,0,13
Write-In,,,,,,0,13
Total,5,3,3,1,0,0,13
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,14
,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Christopher M Vogler,Write-In,Write-In,14
Pete Digiannantonio,0,3,2,1,0,0,14
William M Pirolli,,0,2,1,0,0,14
Gary Grisafi,,,0,0,0,0,14
Christopher M Vogler,,,,0,0,0,14
Write-In,,,,,0,0,14
Write-In,,,,,,0,14
Total,3,3,2,1,0,0,14
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,15
,Christopher M Vogler,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Write-In,Write-In,15
Christopher M Vogler,0,0,0,0,0,0,15
Gary Grisafi,,0,0,0,0,0,15
Pete Digiannantonio,,,0,0,0,0,15
William M Pirolli,,,,0,0,0,15
Write-In,,,,,0,0,15
Write-In,,,,,,0,15
Total,0,0,0,0,0,0,15
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,16
,Gary Grisafi,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Write-In,Write-In,16
Gary Grisafi,1,2,4,3,0,0,16
Christopher M Vogler,,2,2,1,0,0,16
Pete Digiannantonio,,,0,4,0,0,16
William M Pirolli,,,,0,0,0,16
Write-In,,,,,0,0,16
Write-In,,,,,,0,16
Total,6,5,5,4,3,1,16
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 181st District - Republican,18
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,Write-In,18
Pete Digiannantonio,3,4,5,3,0,0,18
Christopher M Vogler,,3,2,3,0,1,18
Gary Grisafi,,,0,1,0,1,18
William M Pirolli,,,,1,0,0,18
Write-In,,,,,0,0,18
Write-In,,,,,,0,18
Total,11,9,6,5,0,1,18
