col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,All
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,All
Mike Driscoll,373,0,"4,042",571,339,234,221,239,4,All
Write-In,,5,16,1,3,4,6,2,4,All
Nina Ahmad,,,508,0,0,0,0,0,0,All
Michael Lamb,,,,51,0,0,0,0,0,All
Christina M Hartman,,,,,49,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,94,0,0,0,All
Tracie Fountain,,,,,,,62,0,0,All
H Scott Conklin,,,,,,,,18,0,All
Write-In,,,,,,,,,1,All
Total,"6,023",41,"4,566",623,391,332,289,259,9,All
