col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 170th District - Democrat,All
,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,Write-In,All
Nina Ahmad,"4,006",0,0,0,0,0,0,283,All
Michael Lamb,,572,0,0,0,0,0,61,All
Christina M Hartman,,,390,0,0,0,0,20,All
Rose Rosie Marie Davis,,,,265,0,0,0,24,All
Tracie Fountain,,,,,248,0,0,23,All
H Scott Conklin,,,,,,239,0,24,All
Write-In,,,,,,,8,5,All
Write-In,,,,,,,,49,All
Total,"4,289",633,410,289,271,263,13,489,All
