col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In Congress 3rd District - Democrat,,Auditor General - Democrat,,,,,,,All
,Dwight Evans,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,All
Dwight Evans,"8,839",0,"116,234","14,955","9,660","5,462","5,850","3,772",53,All
Write-In,,68,373,55,38,18,44,15,41,All
Nina Ahmad,,,"12,042",0,0,0,0,0,0,All
Michael Lamb,,,,"1,506",0,0,0,0,0,All
Tracie Fountain,,,,,"1,898",0,0,0,0,All
Rose Rosie Marie Davis,,,,,,"2,237",0,0,0,All
Christina M Hartman,,,,,,,827,0,0,All
H Scott Conklin,,,,,,,,384,0,All
Write-In,,,,,,,,,22,All
Total,"164,825",652,"128,649","16,516","11,596","7,717","6,721","4,171",116,All
