col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,All
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,All
Mary Gay Scanlon,637,0,"4,628",7,All
Write-In,,5,4,2,All
Josh Shapiro,,,613,0,All
Write-In,,,,3,All
Total,"5,272",11,"5,245",12,All
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,1
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,1
Mary Gay Scanlon,10,0,74,0,1
Write-In,,0,0,0,1
Josh Shapiro,,,3,0,1
Write-In,,,,0,1
Total,84,0,77,0,1
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,2
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,2
Mary Gay Scanlon,17,0,79,0,2
Write-In,,0,0,0,2
Josh Shapiro,,,13,0,2
Write-In,,,,0,2
Total,96,0,92,0,2
,Attorney General - Democrat,,Representative In Congress 5th District - Democrat,,3
,Josh Shapiro,Write-In,Mary Gay Scanlon,Write-In,3
Josh Shapiro,19,0,148,0,3
Write-In,,0,0,0,3
Mary Gay Scanlon,,,18,0,3
Write-In,,,,0,3
Total,167,0,166,0,3
,Attorney General - Democrat,,Representative In Congress 5th District - Democrat,,4
,Josh Shapiro,Write-In,Mary Gay Scanlon,Write-In,4
Josh Shapiro,18,0,102,0,4
Write-In,,1,0,0,4
Mary Gay Scanlon,,,17,0,4
Write-In,,,,1,4
Total,120,1,119,1,4
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,5
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,5
Mary Gay Scanlon,25,0,94,0,5
Write-In,,1,0,0,5
Josh Shapiro,,,14,0,5
Write-In,,,,0,5
Total,119,1,108,0,5
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,6
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,6
Mary Gay Scanlon,12,0,55,0,6
Write-In,,0,0,0,6
Josh Shapiro,,,4,0,6
Write-In,,,,0,6
Total,67,0,59,0,6
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,7
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,7
Mary Gay Scanlon,22,0,96,0,7
Write-In,,0,0,0,7
Josh Shapiro,,,13,0,7
Write-In,,,,0,7
Total,118,0,109,0,7
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,8
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,8
Mary Gay Scanlon,14,0,51,0,8
Write-In,,0,0,0,8
Josh Shapiro,,,12,0,8
Write-In,,,,0,8
Total,65,0,63,0,8
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,9
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,9
Mary Gay Scanlon,16,0,84,0,9
Write-In,,0,0,0,9
Josh Shapiro,,,6,0,9
Write-In,,,,0,9
Total,100,0,90,0,9
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,10
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,10
Mary Gay Scanlon,10,0,44,0,10
Write-In,,0,0,0,10
Josh Shapiro,,,4,0,10
Write-In,,,,0,10
Total,54,0,48,0,10
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,11
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,11
Mary Gay Scanlon,11,0,55,1,11
Write-In,,0,0,0,11
Josh Shapiro,,,9,0,11
Write-In,,,,0,11
Total,67,0,64,1,11
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,12
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,12
Mary Gay Scanlon,8,0,61,0,12
Write-In,,0,0,0,12
Josh Shapiro,,,7,0,12
Write-In,,,,0,12
Total,69,0,68,0,12
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,13
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,13
Mary Gay Scanlon,11,0,98,0,13
Write-In,,0,0,0,13
Josh Shapiro,,,7,0,13
Write-In,,,,0,13
Total,109,0,105,0,13
,Representative In Congress 5th District - Democrat,,Attorney General - Democrat,,14
,Mary Gay Scanlon,Write-In,Josh Shapiro,Write-In,14
Mary Gay Scanlon,10,0,74,0,14
Write-In,,0,1,0,14
Josh Shapiro,,,6,0,14
Write-In,,,,0,14
Total,84,1,81,0,14
,Attorney General - Democrat,,Representative In Congress 5th District - Democrat,,15
