col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 2nd District,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,All
Tiffany Palmer,2,978,964,949,933,920,809,3,849,94,6,All
Anthony Kyriakakis,,3,949,948,920,915,796,3,831,93,6,All
Jennifer Schultz,,,1,916,926,916,803,3,820,84,6,All
James C Crumlish,,,,2,920,918,796,3,804,89,6,All
Carmella Jacquinto,,,,,3,913,808,1,804,83,6,All
Joshua Roberts,,,,,,1,795,2,790,79,6,All
Crystal B Powell,,,,,,,0,1,717,69,5,All
Write-In,,,,,,,,0,1,0,0,All
Kenyatta Johnson,,,,,,,,,55,0,0,All
Michael Bradley,,,,,,,,,,63,0,All
Write-In,,,,,,,,,,,2,All
Total,"1,023","1,002",980,964,953,930,826,3,931,170,8,All
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 2nd District,,,9
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,9
Tiffany Palmer,1,191,190,182,175,173,167,0,162,27,2,9
Jennifer Schultz,,0,187,181,174,174,166,0,154,25,2,9
Anthony Kyriakakis,,,0,178,178,175,163,0,154,27,2,9
Carmella Jacquinto,,,,1,176,176,169,0,150,25,2,9
James C Crumlish,,,,,1,174,161,0,144,24,2,9
Joshua Roberts,,,,,,0,161,0,144,24,2,9
Crystal B Powell,,,,,,,0,0,142,22,1,9
Write-In,,,,,,,,0,0,0,0,9
Kenyatta Johnson,,,,,,,,,10,0,0,9
Michael Bradley,,,,,,,,,,16,0,9
Write-In,,,,,,,,,,,1,9
Total,205,195,194,189,182,178,174,0,178,47,3,9
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 2nd District,,,19
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,19
Tiffany Palmer,0,208,201,201,195,190,146,0,178,23,2,19
Anthony Kyriakakis,,0,199,201,192,191,145,0,176,21,2,19
Jennifer Schultz,,,1,191,194,191,144,0,170,19,2,19
James C Crumlish,,,,1,192,190,144,0,169,21,2,19
Carmella Jacquinto,,,,,0,189,145,0,166,19,2,19
Joshua Roberts,,,,,,0,144,0,163,17,2,19
Crystal B Powell,,,,,,,0,0,126,15,2,19
Write-In,,,,,,,,0,0,0,0,19
Kenyatta Johnson,,,,,,,,,14,0,0,19
Michael Bradley,,,,,,,,,,13,0,19
Write-In,,,,,,,,,,,1,19
Total,216,212,205,203,197,192,149,0,197,36,3,19
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 2nd District,,,20
,Tiffany Palmer,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,20
Tiffany Palmer,0,129,128,127,127,127,111,0,113,10,1,20
James C Crumlish,,0,126,127,126,127,110,0,112,9,1,20
Jennifer Schultz,,,0,125,127,126,110,0,112,10,1,20
