col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Helen Gym,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,All
Jim Kenney,32,0,0,"2,128","2,044","2,080","2,052","2,051",89,30,41,21,20,161,99,21,18,24,7,8,1,All
Billy Ciancaglini,,15,0,103,139,98,102,102,488,487,469,442,436,31,24,22,23,8,12,7,9,All
Write-In,,,0,0,1,0,1,1,3,4,4,3,3,1,1,2,1,1,1,1,2,All
Isaiah Thomas,,,,5,"2,055","2,120","2,086","2,061",62,24,36,16,11,102,63,13,13,14,6,3,0,All
Allan Domb,,,,,2,"2,051","2,039","2,061",98,52,52,38,31,56,26,9,11,8,4,5,2,All
Derek S Green,,,,,,6,"2,072","2,054",61,18,34,24,15,83,52,11,13,8,2,2,0,All
Katherine Gilmore Richardson,,,,,,,0,"2,052",35,26,37,20,20,81,48,7,12,12,5,4,0,All
Helen Gym,,,,,,,,1,71,22,38,13,18,69,37,14,10,10,3,3,0,All
David Oh,,,,,,,,,6,440,445,404,403,27,15,13,12,13,3,3,3,All
Bill Heeney,,,,,,,,,,3,428,415,414,8,5,14,7,6,5,2,5,All
Al Taubenberger,,,,,,,,,,,0,412,400,10,7,12,10,6,0,2,3,All
Dan Tinney,,,,,,,,,,,,1,400,14,8,8,7,1,1,1,2,All
Matt Wolfe,,,,,,,,,,,,,0,8,1,13,6,0,6,1,1,All
Kendra Brooks,,,,,,,,,,,,,,2,112,20,17,19,9,9,2,All
Nicolas O'Rourke,,,,,,,,,,,,,,,0,5,13,7,4,5,1,All
Maj Toure,,,,,,,,,,,,,,,,1,9,7,5,8,0,All
Joe Cox,,,,,,,,,,,,,,,,,0,3,15,6,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,3,5,1,All
Clarc King,,,,,,,,,,,,,,,,,,,1,5,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,348",715,7,"2,264","2,212","2,211","2,180","2,175",595,531,519,474,463,211,132,47,46,37,25,17,14,All
,Council At Large,,,,,,,,,,,,,,,,,,Mayor,,,1
,Allan Domb,Derek S Green,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,David Oh,Bill Heeney,Dan Tinney,Al Taubenberger,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Clarc King,Steve Cherniavsky,Joe Cox,Maj Toure,Sherrie Cohen,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,1
Allan Domb,0,83,82,80,79,7,3,1,2,0,2,1,0,1,0,0,0,0,84,6,0,1
Derek S Green,,0,83,83,84,3,0,1,1,1,4,1,0,0,0,0,0,0,86,2,0,1
Helen Gym,,,0,81,81,4,0,1,1,1,3,0,1,0,0,0,0,0,81,5,0,1
Isaiah Thomas,,,,0,82,2,1,0,0,0,3,1,0,0,0,0,0,0,83,3,0,1
Katherine Gilmore Richardson,,,,,0,1,0,1,0,1,4,1,1,0,0,0,0,0,83,2,0,1
David Oh,,,,,,0,12,10,11,9,3,1,1,1,0,0,0,0,2,15,0,1
Bill Heeney,,,,,,,0,11,10,11,0,0,0,0,0,0,0,0,0,13,0,1
Dan Tinney,,,,,,,,0,11,11,0,0,0,0,0,0,0,0,0,13,0,1
Al Taubenberger,,,,,,,,,0,9,0,0,0,0,0,0,0,0,1,11,0,1
Matt Wolfe,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11,0,1
Kendra Brooks,,,,,,,,,,,0,2,1,1,0,0,0,0,4,2,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,0,1
Clarc King,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1
Steve Cherniavsky,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1
Joe Cox,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,1
Jim Kenney,,,,,,,,,,,,,,,,,,,1,0,0,1
Billy Ciancaglini,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,91,89,86,86,85,17,14,14,12,12,6,2,1,1,0,0,0,0,91,21,0,1
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Jim Kenney,Billy Ciancaglini,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Helen Gym,David Oh,Al Taubenberger,Dan Tinney,Bill Heeney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,2
Jim Kenney,1,0,0,81,78,75,77,74,2,0,1,1,1,5,3,1,1,0,0,0,0,2
Billy Ciancaglini,,0,0,3,5,4,2,3,13,13,12,11,11,0,1,0,0,0,0,0,0,2
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Isaiah Thomas,,,,0,80,78,78,74,3,1,1,1,0,3,3,0,1,0,0,0,0,2
Allan Domb,,,,,0,75,74,74,3,2,1,1,0,1,2,0,0,0,0,0,0,2
Derek S Green,,,,,,0,74,73,2,1,1,0,0,2,2,0,0,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,0,72,2,0,1,0,1,4,2,1,1,0,0,0,0,2
Helen Gym,,,,,,,,0,2,1,1,0,1,1,0,1,1,0,0,0,0,2
David Oh,,,,,,,,,0,11,11,11,11,0,0,0,1,0,0,0,0,2
Al Taubenberger,,,,,,,,,,0,12,11,11,0,1,0,0,0,0,0,0,2
Dan Tinney,,,,,,,,,,,0,11,11,1,0,0,0,0,0,0,0,2
Bill Heeney,,,,,,,,,,,,0,11,0,0,0,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,2
Kendra Brooks,,,,,,,,,,,,,,0,3,1,0,0,0,0,0,2
Nicolas O'Rourke,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,0,2
