col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,Crystal B Powell,James C Crumlish,Joshua Roberts,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Joe Cox,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Tiffany Palmer,12,"4,014","3,999","3,965","3,908","3,919","3,903",1,"3,744","3,641","3,556","3,448","3,252","1,023",777,225,170,120,52,45,38,38,68,62,27,8,All
Jennifer Schultz,,2,"3,910","3,901","3,824","3,839","3,865",2,"3,609","3,525","3,436","3,374","3,183",912,701,196,147,103,49,37,33,38,54,47,24,9,All
Anthony Kyriakakis,,,0,"3,855","3,761","3,885","3,853",1,"3,590","3,481","3,423","3,329","3,161",912,703,187,145,101,54,45,36,39,57,49,25,7,All
Carmella Jacquinto,,,,0,"3,838","3,843","3,858",1,"3,552","3,487","3,419","3,347","3,158",866,665,191,147,98,55,37,32,36,64,53,25,8,All
Crystal B Powell,,,,,5,"3,756","3,785",7,"3,489","3,469","3,411","3,306","3,150",808,617,199,129,98,46,35,35,35,64,57,22,7,All
James C Crumlish,,,,,,2,"3,854",0,"3,524","3,439","3,391","3,302","3,154",846,646,180,132,91,56,44,40,36,50,40,24,7,All
Joshua Roberts,,,,,,,0,1,"3,513","3,469","3,392","3,308","3,147",818,624,183,125,91,54,36,37,34,49,46,21,7,All
Write-In,,,,,,,,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,All
Helen Gym,,,,,,,,,7,"3,479","3,429","3,340","3,250",808,611,172,136,79,38,25,17,11,40,23,11,6,All
Isaiah Thomas,,,,,,,,,,7,"3,467","3,353","3,170",638,471,129,65,52,29,15,16,18,35,31,7,2,All
Derek S Green,,,,,,,,,,,7,"3,298","3,182",574,404,138,73,41,31,19,16,10,34,24,4,3,All
