col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 2nd District,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,All
Tiffany Palmer,9,"3,900","3,815","3,782","3,669","3,648","3,081",6,"3,146",453,130,All
Anthony Kyriakakis,,6,"3,763","3,791","3,615","3,636","3,016",3,"3,096",452,135,All
Jennifer Schultz,,,8,"3,636","3,657","3,639","3,070",2,"3,073",424,122,All
James C Crumlish,,,,2,"3,583","3,613","3,001",2,"3,008",440,121,All
Carmella Jacquinto,,,,,4,"3,591","3,058",5,"2,976",394,112,All
Joshua Roberts,,,,,,2,"3,022",1,"2,950",397,110,All
Crystal B Powell,,,,,,,5,0,"2,581",314,79,All
Write-In,,,,,,,,0,1,3,0,All
Kenyatta Johnson,,,,,,,,,138,0,0,All
Michael Bradley,,,,,,,,,,308,0,All
Write-In,,,,,,,,,,,5,All
Total,"4,076","4,010","3,906","3,856","3,722","3,697","3,134",18,"3,411",822,145,All
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 2nd District,,,1
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Joshua Roberts,Carmella Jacquinto,Crystal B Powell,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,1
Tiffany Palmer,0,329,324,318,315,312,274,1,270,34,6,1
Anthony Kyriakakis,,0,318,319,313,307,268,1,264,36,6,1
Jennifer Schultz,,,0,308,313,311,272,0,263,33,6,1
James C Crumlish,,,,0,310,304,267,0,256,34,6,1
Joshua Roberts,,,,,1,308,271,0,257,32,6,1
Carmella Jacquinto,,,,,,0,273,0,261,30,6,1
Crystal B Powell,,,,,,,0,0,234,25,4,1
Write-In,,,,,,,,0,1,0,0,1
Kenyatta Johnson,,,,,,,,,8,0,0,1
Michael Bradley,,,,,,,,,,22,0,1
Write-In,,,,,,,,,,,0,1
Total,341,335,328,323,319,316,277,1,286,59,6,1
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 2nd District,,,2
,Anthony Kyriakakis,Tiffany Palmer,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,2
Anthony Kyriakakis,0,220,217,214,210,210,177,0,192,20,6,2
Tiffany Palmer,,0,215,214,209,209,177,0,190,19,6,2
James C Crumlish,,,0,209,208,208,176,0,186,20,6,2
Jennifer Schultz,,,,0,210,208,177,0,187,17,4,2
Carmella Jacquinto,,,,,0,208,177,0,182,16,4,2
Joshua Roberts,,,,,,0,176,0,181,17,4,2
Crystal B Powell,,,,,,,1,0,160,14,2,2
Write-In,,,,,,,,0,0,0,0,2
Kenyatta Johnson,,,,,,,,,10,0,0,2
Michael Bradley,,,,,,,,,,23,0,2
Write-In,,,,,,,,,,,0,2
Total,226,223,219,216,210,210,179,4,206,47,6,2
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 2nd District,,,3
,Anthony Kyriakakis,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Joshua Roberts,Carmella Jacquinto,Crystal B Powell,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,3
