col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Court Of Common Pleas,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Tiffany Palmer,"3,895","211,862","211,264","207,339","207,506","204,998","200,774",186,All
Jennifer Schultz,,"2,422","207,804","204,108","205,697","204,381","198,390",155,All
Anthony Kyriakakis,,,"1,385","207,005","203,365","203,424","195,210",152,All
James C Crumlish,,,,"1,607","203,257","203,547","195,143",153,All
Carmella Jacquinto,,,,,"1,586","203,226","198,145",132,All
Joshua Roberts,,,,,,"1,087","195,931",139,All
Crystal B Powell,,,,,,,"1,714",118,All
Write-In,,,,,,,,99,All
Total,"224,998","218,078","216,237","212,655","212,204","209,429","205,170",778,All
