col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court,,,,,District Council 8th District,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Cindy Bass,Greg Paulmier,Write-In,All
Amanda Green-Hawkins,58,"4,064",25,27,0,"4,150",154,2,All
Daniel D Mccaffery,,25,18,10,0,"3,972",137,2,All
Megan Mccarthy King,,,6,77,1,46,18,0,All
Christylee Peck,,,,4,0,38,12,0,All
Write-In,,,,,0,0,1,0,All
Cindy Bass,,,,,,142,0,0,All
Greg Paulmier,,,,,,,19,0,All
Write-In,,,,,,,,0,All
Total,"4,451","4,219",140,122,1,"4,428",195,2,All
,District Council 8th District,,,Judge Of The Superior Court,,,,,1
,Cindy Bass,Greg Paulmier,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,1
Cindy Bass,8,0,0,140,138,1,1,0,1
Greg Paulmier,,0,0,6,7,1,0,0,1
Write-In,,,0,0,0,0,0,0,1
Daniel D Mccaffery,,,,1,138,1,1,0,1
Amanda Green-Hawkins,,,,,1,0,0,0,1
Megan Mccarthy King,,,,,,0,3,0,1
Christylee Peck,,,,,,,0,0,1
Write-In,,,,,,,,0,1
Total,155,8,0,148,147,5,4,0,1
,District Council 8th District,,,Judge Of The Superior Court,,,,,2
,Cindy Bass,Greg Paulmier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,2
Cindy Bass,5,0,0,166,159,1,1,0,2
Greg Paulmier,,1,0,3,1,1,0,0,2
Write-In,,,0,0,0,0,0,0,2
Amanda Green-Hawkins,,,,3,158,1,1,0,2
Daniel D Mccaffery,,,,,1,1,0,0,2
Megan Mccarthy King,,,,,,0,0,0,2
Christylee Peck,,,,,,,0,0,2
Write-In,,,,,,,,0,2
Total,176,4,0,175,164,2,1,0,2
,District Council 8th District,,,Judge Of The Superior Court,,,,,3
,Cindy Bass,Greg Paulmier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,3
Cindy Bass,7,0,0,166,165,2,1,0,3
Greg Paulmier,,0,0,9,5,2,1,0,3
Write-In,,,0,0,0,0,0,0,3
Amanda Green-Hawkins,,,,3,163,3,2,0,3
Daniel D Mccaffery,,,,,0,1,1,0,3
Christylee Peck,,,,,,0,1,0,3
Megan Mccarthy King,,,,,,,0,0,3
Write-In,,,,,,,,0,3
Total,183,9,0,182,173,5,4,0,3
,Judge Of The Superior Court,,,,,District Council 8th District,,,4
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Cindy Bass,Greg Paulmier,Write-In,4
Amanda Green-Hawkins,11,183,3,1,0,184,0,0,4
Daniel D Mccaffery,,8,2,0,0,179,0,0,4
Christylee Peck,,,4,15,0,4,0,0,4
Megan Mccarthy King,,,,4,0,3,0,0,4
Write-In,,,,,0,0,0,0,4
Cindy Bass,,,,,,4,0,0,4
Greg Paulmier,,,,,,,2,0,4
Write-In,,,,,,,,0,4
Total,204,195,25,21,0,194,2,0,4
,Judge Of The Superior Court,,,,,District Council 8th District,,,5
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Cindy Bass,Greg Paulmier,Write-In,5
