col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Allan Domb,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Dan Tinney,Bill Heeney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Maj Toure,Joe Cox,Clarc King,Steve Cherniavsky,Write-In,All
Daniel D Mccaffery,27,"3,064",80,26,0,"2,929","2,891","2,884","2,844","2,827",243,182,111,91,85,273,194,53,38,42,20,17,2,All
Amanda Green-Hawkins,,21,23,19,0,"2,990","2,908","2,915","2,845","2,869",184,97,56,38,44,266,168,44,40,40,23,8,1,All
Megan Mccarthy King,,,5,561,0,54,68,52,71,46,567,567,533,527,525,31,24,25,20,12,8,13,1,All
Christylee Peck,,,,2,0,34,36,23,52,35,523,533,506,501,499,15,15,12,23,8,6,9,1,All
Write-In,,,,,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,,,13,"2,937","2,981","2,865","2,918",134,62,24,21,13,186,111,30,24,21,10,6,2,All
Helen Gym,,,,,,,3,"2,897","2,899","2,880",145,77,34,28,21,171,106,45,15,25,9,10,2,All
Derek S Green,,,,,,,,8,"2,869","2,895",110,70,25,11,24,148,88,22,18,18,7,3,0,All
Allan Domb,,,,,,,,,10,"2,830",136,104,68,48,35,97,45,17,17,17,7,12,0,All
Katherine Gilmore Richardson,,,,,,,,,,5,59,53,34,18,29,142,82,20,14,13,9,3,0,All
David Oh,,,,,,,,,,,16,637,565,568,556,50,30,30,22,18,12,8,2,All
Al Taubenberger,,,,,,,,,,,,3,583,576,555,24,17,17,14,11,3,9,1,All
Dan Tinney,,,,,,,,,,,,,0,548,545,19,13,9,11,14,1,6,1,All
Bill Heeney,,,,,,,,,,,,,,3,552,9,11,5,16,7,4,3,1,All
Matt Wolfe,,,,,,,,,,,,,,,1,11,12,5,17,11,4,6,0,All
Kendra Brooks,,,,,,,,,,,,,,,,1,224,40,20,28,14,11,3,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,,1,24,11,15,4,3,3,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,12,18,8,8,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,6,10,7,6,0,All
Joe Cox,,,,,,,,,,,,,,,,,,,,0,18,8,2,All
Clarc King,,,,,,,,,,,,,,,,,,,,,0,4,2,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"3,383","3,339",712,639,1,"3,232","3,151","3,126","3,102","3,063",885,784,667,652,632,380,261,86,81,69,36,30,6,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Al Taubenberger,David Oh,Bill Heeney,Dan Tinney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,1
Daniel D Mccaffery,1,112,4,3,0,102,102,102,98,94,16,14,5,5,6,13,11,5,6,0,1,1,0,1
Amanda Green-Hawkins,,0,1,0,0,105,102,101,96,95,8,9,4,5,4,10,7,4,4,0,1,0,0,1
Megan Mccarthy King,,,0,37,0,2,2,2,3,2,36,33,32,31,30,1,1,3,1,3,1,2,1,1
Christylee Peck,,,,0,0,2,1,1,2,2,34,30,32,29,30,0,0,2,0,3,1,1,1,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,0,100,100,93,98,1,3,2,0,1,8,5,4,3,0,2,0,0,1
Helen Gym,,,,,,,0,98,96,95,5,5,0,1,1,9,7,4,3,0,0,0,0,1
Derek S Green,,,,,,,,0,94,97,5,6,2,1,2,5,3,1,2,0,1,0,0,1
Allan Domb,,,,,,,,,0,91,8,6,2,2,1,1,1,2,1,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,,0,0,1,2,0,1,4,3,1,1,0,1,0,0,1
Al Taubenberger,,,,,,,,,,,2,41,37,34,37,2,2,2,3,1,0,1,0,1
David Oh,,,,,,,,,,,,0,35,32,33,1,0,3,3,0,1,2,1,1
Bill Heeney,,,,,,,,,,,,,0,31,33,1,1,2,0,1,1,0,0,1
Dan Tinney,,,,,,,,,,,,,,0,32,1,0,2,0,0,0,1,1,1
Matt Wolfe,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,1
Kendra Brooks,,,,,,,,,,,,,,,,0,13,4,3,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,2,2,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,,,,0,2,0,1,1,1,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,1
