col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,All
,David H Conroy,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,All
David H Conroy,22,0,"3,809","3,084","3,228","3,164","3,164","1,676","1,199",393,216,210,165,110,245,223,101,98,60,3,All
Write-In,,0,2,1,1,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,All
Helen Gym,,,11,"3,048","3,143","3,031","3,064","1,645","1,145",277,116,141,62,26,224,173,77,74,30,2,All
Allan Domb,,,,23,"2,607","2,620","2,502",746,435,311,177,175,106,65,98,75,64,45,19,3,All
Katherine Gilmore Richardson,,,,,1,"2,759","2,759","1,014",661,136,73,107,38,19,92,82,36,36,23,2,All
Derek S Green,,,,,,4,"2,763",897,564,166,87,48,39,15,129,92,36,42,16,0,All
Isaiah Thomas,,,,,,,5,948,701,124,56,31,24,12,83,88,30,34,16,2,All
Kendra Brooks,,,,,,,,0,"1,421",114,40,92,21,11,208,157,83,51,29,2,All
Nicolas O'Rourke,,,,,,,,,0,70,14,21,13,13,111,96,42,22,19,2,All
David Oh,,,,,,,,,,10,470,414,435,393,24,31,22,29,14,2,All
Al Taubenberger,,,,,,,,,,,4,419,405,373,13,24,20,15,5,3,All
Dan Tinney,,,,,,,,,,,,6,398,370,16,20,20,20,7,0,All
Matt Wolfe,,,,,,,,,,,,,6,390,12,18,13,19,10,3,All
Bill Heeney,,,,,,,,,,,,,,2,5,12,9,12,4,0,All
Sherrie Cohen,,,,,,,,,,,,,,,1,52,40,24,13,1,All
Joe Cox,,,,,,,,,,,,,,,,0,48,24,51,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,19,14,0,All
Maj Toure,,,,,,,,,,,,,,,,,,4,12,4,All
Clarc King,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"4,498",2,"4,310","3,477","3,470","3,414","3,388","2,055","1,478",835,621,611,534,448,308,276,153,135,73,8,All
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,1
,David H Conroy,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,1
David H Conroy,0,0,274,228,229,220,210,113,73,29,14,12,10,7,25,16,11,8,3,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,0,214,211,213,206,106,66,21,10,11,5,2,20,14,7,4,2,0,1
Isaiah Thomas,,,,0,197,189,168,67,43,11,4,3,4,0,15,4,5,3,1,0,1
Derek S Green,,,,,1,189,174,61,33,10,5,4,6,1,10,9,5,3,1,0,1
Katherine Gilmore Richardson,,,,,,0,173,59,34,9,7,5,4,1,8,4,4,2,1,0,1
Allan Domb,,,,,,,1,43,25,21,13,10,2,4,6,7,5,2,1,0,1
Kendra Brooks,,,,,,,,0,82,9,2,5,1,0,16,15,8,6,3,0,1
Nicolas O'Rourke,,,,,,,,,0,8,0,1,0,0,9,7,3,3,2,0,1
David Oh,,,,,,,,,,1,31,23,23,25,5,3,2,0,2,0,1
Al Taubenberger,,,,,,,,,,,0,25,23,22,2,1,1,0,0,2,1
Dan Tinney,,,,,,,,,,,,1,21,23,1,1,1,1,0,0,1
Matt Wolfe,,,,,,,,,,,,,2,21,1,1,3,3,1,2,1
Bill Heeney,,,,,,,,,,,,,,0,1,0,1,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,0,4,3,4,2,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,1,3,5,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,0,3,2,2,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,2,0,1
Clarc King,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,0,1
Total,316,0,296,239,235,231,226,131,86,56,39,37,33,28,27,21,16,11,5,2,1
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,2
,David H Conroy,Write-In,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Allan Domb,Derek S Green,Kendra Brooks,Nicolas O'Rourke,David Oh,Dan Tinney,Al Taubenberger,Matt Wolfe,Bill Heeney,Steve Cherniavsky,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Write-In,2
David H Conroy,1,0,210,174,166,153,152,126,100,24,14,12,12,8,13,16,14,7,4,1,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Helen Gym,,,3,166,163,145,141,119,91,17,8,5,4,4,12,11,12,4,2,0,2
Katherine Gilmore Richardson,,,,0,141,124,131,75,53,7,5,3,3,1,9,7,4,3,1,1,2
Isaiah Thomas,,,,,0,116,129,71,59,6,2,5,0,0,4,5,6,0,0,0,2
Allan Domb,,,,,,0,127,49,36,20,11,10,6,5,11,2,2,0,0,1,2
Derek S Green,,,,,,,0,46,27,14,4,8,4,3,6,5,7,1,1,0,2
Kendra Brooks,,,,,,,,0,109,8,5,1,0,0,8,10,10,3,0,1,2
Nicolas O'Rourke,,,,,,,,,0,7,0,0,0,1,5,10,4,2,0,1,2
David Oh,,,,,,,,,,2,32,34,35,30,3,4,1,3,0,0,2
Dan Tinney,,,,,,,,,,,2,33,29,29,0,0,2,3,0,0,2
Al Taubenberger,,,,,,,,,,,,1,32,30,1,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,0,33,1,2,1,1,1,0,2
Bill Heeney,,,,,,,,,,,,,,2,1,1,0,1,1,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,0,6,2,2,3,0,2
Joe Cox,,,,,,,,,,,,,,,,0,4,3,4,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,0,2,2,0,2
Maj Toure,,,,,,,,,,,,,,,,,,0,1,1,2
Clarc King,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,0,2
Total,264,0,241,187,180,178,172,145,116,65,48,45,41,39,21,19,16,10,4,2,2
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,3
,David H Conroy,Write-In,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Steve Cherniavsky,Clarc King,Maj Toure,Write-In,3
David H Conroy,2,0,229,190,195,182,166,120,93,18,11,10,10,7,18,15,12,6,4,1,3
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Helen Gym,,,0,181,183,170,166,108,82,13,5,8,3,2,17,10,7,4,1,0,3
Derek S Green,,,,1,165,150,144,71,51,5,0,4,2,0,12,3,3,0,1,0,3
Katherine Gilmore Richardson,,,,,0,163,139,70,48,7,1,5,3,0,7,5,6,3,2,0,3
Isaiah Thomas,,,,,,0,130,61,48,3,1,1,0,0,3,8,2,2,0,0,3
Allan Domb,,,,,,,2,43,31,9,5,7,3,1,4,6,6,1,2,0,3
Kendra Brooks,,,,,,,,0,107,7,1,3,3,2,17,10,6,3,2,0,3
Nicolas O'Rourke,,,,,,,,,0,4,2,2,3,2,13,8,4,3,1,0,3
David Oh,,,,,,,,,,0,23,19,23,21,1,3,4,2,2,1,3
Al Taubenberger,,,,,,,,,,,0,22,21,19,0,3,2,0,3,1,3
Dan Tinney,,,,,,,,,,,,0,18,17,0,1,1,0,0,0,3
Matt Wolfe,,,,,,,,,,,,,0,20,0,2,0,2,2,1,3
Bill Heeney,,,,,,,,,,,,,,0,0,1,0,1,1,0,3
Sherrie Cohen,,,,,,,,,,,,,,,0,1,3,0,1,0,3
Joe Cox,,,,,,,,,,,,,,,,0,5,6,1,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,1,2,0,3
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,3
Maj Toure,,,,,,,,,,,,,,,,,,,0,1,3
Write-In,,,,,,,,,,,,,,,,,,,,0,3
Total,270,0,247,203,203,190,178,137,110,39,29,28,28,22,21,19,13,7,6,1,3
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,4
,David H Conroy,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,4
David H Conroy,0,0,163,140,148,146,138,47,32,9,8,10,7,5,12,11,6,2,1,0,4
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Helen Gym,,,0,136,140,137,131,44,26,5,5,7,4,2,9,8,4,2,0,0,4
Allan Domb,,,,2,126,128,122,20,12,6,5,6,3,2,2,3,2,1,0,0,4
Katherine Gilmore Richardson,,,,,0,131,126,28,14,2,4,6,2,1,6,4,1,0,0,0,4
Derek S Green,,,,,,0,129,25,16,5,3,1,1,0,6,5,1,1,0,0,4
Isaiah Thomas,,,,,,,0,19,12,5,3,1,0,0,3,3,2,0,0,0,4
Kendra Brooks,,,,,,,,0,33,2,0,3,0,0,6,6,3,2,1,0,4
Nicolas O'Rourke,,,,,,,,,0,1,0,0,0,0,3,4,2,2,1,0,4
David Oh,,,,,,,,,,0,19,17,17,17,1,1,0,0,0,0,4
Al Taubenberger,,,,,,,,,,,0,19,17,19,2,0,0,0,0,0,4
Dan Tinney,,,,,,,,,,,,0,17,17,2,0,2,0,0,0,4
Matt Wolfe,,,,,,,,,,,,,0,18,0,1,0,0,0,0,4
Bill Heeney,,,,,,,,,,,,,,0,1,1,0,0,0,0,4
Joe Cox,,,,,,,,,,,,,,,0,4,2,1,1,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,0,1,1,1,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,2,0,0,4
Maj Toure,,,,,,,,,,,,,,,,,,0,0,0,4
Clarc King,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,0,4
Total,187,0,172,152,151,150,142,51,33,26,25,25,21,20,14,12,6,3,1,0,4
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,5
