col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Helen Gym,Kendra Brooks,Nicolas O'Rourke,Dan Tinney,David Oh,Al Taubenberger,Maj Toure,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Clarc King,Steve Cherniavsky,Write-In,All
Amanda Green-Hawkins,37,"4,959",36,32,0,"5,216","4,921","4,718","4,660","4,249",570,370,291,185,46,61,22,18,51,36,27,12,10,All
Daniel D Mccaffery,,19,30,6,0,"4,781","4,665","4,504","4,454","4,084",474,317,251,150,37,42,24,21,42,34,19,9,10,All
Megan Mccarthy King,,,1,50,0,65,60,48,46,46,23,14,51,66,44,7,47,45,7,5,8,0,0,All
Christylee Peck,,,,1,1,35,27,21,25,20,13,8,40,48,40,5,39,39,3,6,7,2,0,All
Write-In,,,,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,,,16,"5,006","4,804","4,700","4,292",446,279,242,155,37,50,20,12,39,28,23,7,6,All
Derek S Green,,,,,,,11,"4,772","4,673","4,232",365,220,214,119,32,34,15,8,27,19,13,2,5,All
Katherine Gilmore Richardson,,,,,,,,2,"4,547","4,119",262,154,186,69,24,25,14,8,20,10,8,1,5,All
Allan Domb,,,,,,,,,9,"4,124",207,100,196,98,16,21,10,8,19,9,5,3,2,All
Helen Gym,,,,,,,,,,1,218,147,26,93,26,10,11,6,25,10,6,1,1,All
Kendra Brooks,,,,,,,,,,,7,402,25,68,9,29,3,4,26,23,15,6,0,All
Nicolas O'Rourke,,,,,,,,,,,,0,14,39,4,18,1,4,17,12,5,2,1,All
Dan Tinney,,,,,,,,,,,,,8,65,46,7,47,43,5,3,2,1,1,All
David Oh,,,,,,,,,,,,,,4,68,11,55,52,16,5,8,1,1,All
Al Taubenberger,,,,,,,,,,,,,,,0,5,50,47,2,0,0,0,0,All
Maj Toure,,,,,,,,,,,,,,,,2,7,6,13,8,7,2,0,All
