col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court,,All
,Bill Heeney,David Oh,Dan Tinney,Al Taubenberger,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Steve Cherniavsky,Sherrie Cohen,Clarc King,Write-In,David H Conroy,Write-In,All
Bill Heeney,88,"1,311","1,356","1,328","1,309",212,68,89,32,37,25,25,31,26,23,11,9,0,355,0,All
David Oh,,10,"1,209","1,219","1,181",201,107,59,74,62,31,29,22,26,20,19,11,2,325,0,All
Dan Tinney,,,13,"1,255","1,213",131,45,74,55,46,22,17,19,15,19,7,9,0,270,0,All
Al Taubenberger,,,,13,"1,190",131,57,68,56,39,21,16,24,15,15,15,8,0,268,0,All
Matt Wolfe,,,,,10,97,34,53,33,6,11,13,24,19,21,6,6,0,210,0,All
Allan Domb,,,,,,17,"1,057","1,006","1,016",992,65,37,11,19,16,15,6,1,"1,166",0,All
Helen Gym,,,,,,,4,"1,054","1,025","1,038",123,88,15,21,11,28,5,0,"1,153",0,All
Katherine Gilmore Richardson,,,,,,,,4,"1,011","1,025",96,61,10,14,6,16,7,0,"1,122",0,All
Derek S Green,,,,,,,,,2,"1,030",76,50,14,10,11,15,3,0,"1,096",0,All
Isaiah Thomas,,,,,,,,,,3,91,63,13,11,7,12,5,0,"1,095",0,All
Kendra Brooks,,,,,,,,,,,1,132,20,30,22,30,12,1,177,1,All
Nicolas O'Rourke,,,,,,,,,,,,0,6,20,16,13,7,0,126,0,All
Maj Toure,,,,,,,,,,,,,6,20,18,13,10,0,43,1,All
Joe Cox,,,,,,,,,,,,,,0,17,16,19,1,62,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,1,13,4,0,42,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,1,5,1,50,2,All
Clarc King,,,,,,,,,,,,,,,,,0,0,25,0,All
Write-In,,,,,,,,,,,,,,,,,,0,0,0,All
David H Conroy,,,,,,,,,,,,,,,,,,,15,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,766","1,503","1,495","1,485","1,389","1,358","1,253","1,209","1,162","1,151",221,166,89,86,70,66,35,8,"1,695",3,All
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court,,1
,Bill Heeney,Dan Tinney,David Oh,Al Taubenberger,Matt Wolfe,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Helen Gym,Isaiah Thomas,Maj Toure,Kendra Brooks,Joe Cox,Nicolas O'Rourke,Clarc King,Sherrie Cohen,Steve Cherniavsky,Write-In,David H Conroy,Write-In,1
Bill Heeney,2,89,83,82,89,16,10,6,5,2,6,2,2,3,0,1,1,0,31,0,1
Dan Tinney,,4,75,76,73,8,5,4,1,2,2,2,0,1,0,0,0,0,23,0,1
David Oh,,,1,77,74,12,3,5,7,2,5,2,3,0,0,0,1,0,24,0,1
Al Taubenberger,,,,0,74,9,2,4,5,1,5,2,1,0,1,0,0,0,20,0,1
Matt Wolfe,,,,,1,5,6,4,2,0,6,0,3,2,0,1,0,0,19,0,1
Allan Domb,,,,,,1,38,39,36,36,0,2,2,2,0,0,1,0,49,0,1
Katherine Gilmore Richardson,,,,,,,0,40,37,37,2,4,0,2,1,1,0,0,45,0,1
Derek S Green,,,,,,,,0,36,35,2,3,0,2,0,1,0,0,43,0,1
Helen Gym,,,,,,,,,0,32,2,5,1,2,0,1,0,0,42,0,1
Isaiah Thomas,,,,,,,,,,0,2,2,0,0,1,0,0,0,38,0,1
