col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 8th District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Cindy Bass,Greg Paulmier,Write-In,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Helen Gym,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Joe Cox,Maj Toure,Sherrie Cohen,Write-In,Clarc King,Steve Cherniavsky,All
Cindy Bass,1,0,0,408,391,379,367,361,52,44,17,3,4,2,2,5,4,3,1,1,1,All
Greg Paulmier,,0,0,7,9,6,7,5,5,4,3,3,3,3,1,3,0,1,0,1,1,All
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,2,390,381,368,362,40,31,12,2,2,1,0,3,2,0,3,1,1,All
Derek S Green,,,,,3,372,358,358,32,25,10,1,2,0,0,4,2,2,1,1,2,All
Katherine Gilmore Richardson,,,,,,1,356,349,28,22,4,1,2,1,0,2,0,0,2,0,1,All
Helen Gym,,,,,,,1,342,22,17,9,0,1,1,1,3,2,3,2,0,0,All
Allan Domb,,,,,,,,0,11,6,12,1,2,2,0,1,0,0,0,0,0,All
Kendra Brooks,,,,,,,,,1,57,4,2,0,1,0,2,0,2,0,0,2,All
Nicolas O'Rourke,,,,,,,,,,1,2,1,0,0,0,2,0,2,0,0,1,All
David Oh,,,,,,,,,,,3,24,22,22,20,1,0,0,0,0,0,All
Matt Wolfe,,,,,,,,,,,,0,20,22,20,2,0,0,0,0,0,All
Al Taubenberger,,,,,,,,,,,,,0,20,19,2,1,1,0,0,0,All
Bill Heeney,,,,,,,,,,,,,,0,20,1,0,0,0,0,0,All
Dan Tinney,,,,,,,,,,,,,,,2,1,1,1,0,0,0,All
Joe Cox,,,,,,,,,,,,,,,,0,3,2,1,1,0,All
Maj Toure,,,,,,,,,,,,,,,,,0,2,1,1,0,All
