col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Daniel D Mccaffery,13,"6,920",322,167,1,"7,096","6,078","6,204","6,042","5,893","2,573","1,677",587,391,327,198,115,451,252,158,120,72,11,All
Amanda Green-Hawkins,,6,68,69,0,"6,506","5,541","5,863","5,583","5,581","2,253","1,547",406,252,210,124,67,372,225,131,84,81,8,All
Megan Mccarthy King,,,6,"1,043",0,342,539,249,250,189,129,48,"1,046",958,915,969,829,59,68,104,62,33,3,All
Christylee Peck,,,,7,0,231,414,153,168,123,115,59,968,901,847,905,788,45,49,96,55,24,3,All
Write-In,,,,,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,All
Helen Gym,,,,,,11,"6,022","6,172","5,846","5,774","2,333","1,422",457,281,305,117,47,405,194,98,88,48,7,All
Allan Domb,,,,,,,38,"5,358","5,264","5,007","1,215",572,670,457,458,291,159,176,96,90,80,32,6,All
Katherine Gilmore Richardson,,,,,,,,1,"5,529","5,455","1,640",929,213,167,244,68,34,198,126,83,49,45,5,All
Derek S Green,,,,,,,,,1,"5,404","1,289",730,301,198,128,83,27,209,122,90,61,35,3,All
Isaiah Thomas,,,,,,,,,,1,"1,295",845,213,129,79,38,32,147,123,72,43,34,8,All
Kendra Brooks,,,,,,,,,,,0,"1,800",137,70,179,33,8,312,164,75,75,31,7,All
Nicolas O'Rourke,,,,,,,,,,,,0,63,26,14,16,4,159,74,30,28,20,8,All
David Oh,,,,,,,,,,,,,16,"1,046",900,982,850,64,56,90,46,23,1,All
Al Taubenberger,,,,,,,,,,,,,,4,867,916,815,52,22,54,26,6,0,All
Dan Tinney,,,,,,,,,,,,,,,2,871,796,25,22,44,18,9,0,All
Matt Wolfe,,,,,,,,,,,,,,,,2,855,24,23,61,31,13,0,All
Bill Heeney,,,,,,,,,,,,,,,,,1,15,14,37,16,10,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,73,45,39,13,1,All
Joe Cox,,,,,,,,,,,,,,,,,,,0,62,52,84,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,,9,40,27,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,19,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"8,199","7,434","1,501","1,316",1,"7,810","7,003","6,762","6,497","6,321","2,908","1,855","1,698","1,394","1,293","1,182",956,539,345,283,191,122,15,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,1
Daniel D Mccaffery,0,216,11,2,0,216,195,193,182,172,112,65,13,9,7,4,3,12,13,4,5,3,0,1
Amanda Green-Hawkins,,0,4,0,0,192,175,171,159,157,96,58,11,8,4,3,3,9,14,5,5,2,0,1
Megan Mccarthy King,,,0,21,0,11,10,7,14,5,6,2,25,20,21,22,15,4,3,6,1,3,0,1
Christylee Peck,,,,0,0,2,2,1,3,0,1,1,21,17,18,20,15,1,0,5,1,1,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,0,183,174,165,162,97,56,8,4,5,2,0,9,13,3,0,2,0,1
Katherine Gilmore Richardson,,,,,,,0,170,155,152,75,38,4,4,6,3,1,6,5,4,1,2,0,1
Derek S Green,,,,,,,,0,159,149,63,26,9,7,2,2,1,6,8,1,2,2,0,1
Allan Domb,,,,,,,,,0,129,60,24,14,5,9,3,3,6,3,4,2,3,0,1
Isaiah Thomas,,,,,,,,,,0,50,33,4,4,0,0,1,8,4,1,1,2,0,1
Kendra Brooks,,,,,,,,,,,0,71,3,1,5,0,0,10,14,4,3,2,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,1,1,1,1,1,5,8,2,1,0,0,1
David Oh,,,,,,,,,,,,,0,25,19,23,16,1,2,5,1,1,0,1
Al Taubenberger,,,,,,,,,,,,,,0,16,20,15,0,1,3,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,0,18,16,0,0,3,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,,0,17,0,0,3,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,,,,0,1,3,7,2,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,2,1,2,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,0,2,1,0,1
Clarc King,,,,,,,,,,,,,,,,,,,,,0,2,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,255,224,38,23,0,232,205,199,195,181,121,72,38,29,25,25,18,18,16,11,7,6,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,David Oh,Dan Tinney,Al Taubenberger,Matt Wolfe,Bill Heeney,Sherrie Cohen,Steve Cherniavsky,Joe Cox,Clarc King,Maj Toure,Write-In,2
Daniel D Mccaffery,0,165,11,5,0,167,130,138,132,126,73,52,15,7,12,4,4,8,6,6,4,1,0,2
