col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 2nd District,,,City Commissioners,,,,All
,Michael Bradley,Kenyatta Johnson,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,All
Michael Bradley,27,0,0,297,38,4,0,All
Kenyatta Johnson,,23,0,19,126,112,0,All
Write-In,,,0,0,0,0,0,All
Al Schmidt,,,,10,35,1,0,All
Lisa Deeley,,,,,3,114,0,All
Omar Sabir,,,,,,2,0,All
Write-In,,,,,,,0,All
Total,340,162,0,329,173,121,0,All
,District Council 2nd District,,,City Commissioners,,,,14
,Michael Bradley,Kenyatta Johnson,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,14
Michael Bradley,10,0,0,87,11,0,0,14
Kenyatta Johnson,,3,0,1,37,33,0,14
Write-In,,,0,0,0,0,0,14
Al Schmidt,,,,2,7,0,0,14
Lisa Deeley,,,,,1,33,0,14
Omar Sabir,,,,,,0,0,14
Write-In,,,,,,,0,14
Total,103,40,0,91,50,33,0,14
,City Commissioners,,,,District Council 2nd District,,,36
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Michael Bradley,Kenyatta Johnson,Write-In,36
Al Schmidt,2,13,1,0,106,9,0,36
Lisa Deeley,,2,41,0,12,45,0,36
Omar Sabir,,,2,0,0,42,0,36
Write-In,,,,0,0,0,0,36
Michael Bradley,,,,,7,0,0,36
Kenyatta Johnson,,,,,,9,0,36
Write-In,,,,,,,0,36
Total,118,62,46,0,117,61,0,36
,City Commissioners,,,,District Council 2nd District,,,41
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Michael Bradley,Kenyatta Johnson,Write-In,41
Al Schmidt,6,15,0,0,104,9,0,41
Lisa Deeley,,0,40,0,15,44,0,41
Omar Sabir,,,0,0,4,37,0,41
Write-In,,,,0,0,0,0,41
Michael Bradley,,,,,10,0,0,41
Kenyatta Johnson,,,,,,11,0,41
Write-In,,,,,,,0,41
Total,120,61,42,0,120,61,0,41
