col_1,col_2,col_3,col_4,division
,District Council 2nd District,,,All
,Kenyatta Johnson,Michael Bradley,Write-In,All
Kenyatta Johnson,"3,411",0,0,All
Michael Bradley,,822,0,All
Write-In,,,145,All
Total,"3,411",822,145,All
,District Council 2nd District,,,1
,Kenyatta Johnson,Michael Bradley,Write-In,1
Kenyatta Johnson,286,0,0,1
Michael Bradley,,59,0,1
Write-In,,,6,1
Total,286,59,6,1
,District Council 2nd District,,,2
,Kenyatta Johnson,Michael Bradley,Write-In,2
Kenyatta Johnson,206,0,0,2
Michael Bradley,,47,0,2
Write-In,,,6,2
Total,206,47,6,2
,District Council 2nd District,,,3
,Kenyatta Johnson,Michael Bradley,Write-In,3
Kenyatta Johnson,191,0,0,3
Michael Bradley,,38,0,3
Write-In,,,2,3
Total,191,38,2,3
,District Council 2nd District,,,4
,Kenyatta Johnson,Michael Bradley,Write-In,4
Kenyatta Johnson,97,0,0,4
Michael Bradley,,21,0,4
Write-In,,,9,4
Total,97,21,9,4
,District Council 2nd District,,,5
,Kenyatta Johnson,Michael Bradley,Write-In,5
Kenyatta Johnson,164,0,0,5
Michael Bradley,,39,0,5
Write-In,,,11,5
Total,164,39,11,5
,District Council 2nd District,,,6
,Kenyatta Johnson,Michael Bradley,Write-In,6
Kenyatta Johnson,216,0,0,6
Michael Bradley,,46,0,6
Write-In,,,14,6
Total,216,46,14,6
,District Council 2nd District,,,7
,Kenyatta Johnson,Michael Bradley,Write-In,7
Kenyatta Johnson,305,0,0,7
Michael Bradley,,70,0,7
Write-In,,,2,7
Total,305,70,2,7
,District Council 2nd District,,,8
,Kenyatta Johnson,Michael Bradley,Write-In,8
Kenyatta Johnson,227,0,0,8
Michael Bradley,,54,0,8
Write-In,,,5,8
Total,227,54,5,8
,District Council 2nd District,,,9
,Kenyatta Johnson,Michael Bradley,Write-In,9
Kenyatta Johnson,205,0,0,9
Michael Bradley,,43,0,9
Write-In,,,24,9
Total,205,43,24,9
,District Council 2nd District,,,10
,Kenyatta Johnson,Michael Bradley,Write-In,10
Kenyatta Johnson,152,0,0,10
Michael Bradley,,42,0,10
Write-In,,,9,10
Total,152,42,9,10
,District Council 2nd District,,,11
,Kenyatta Johnson,Michael Bradley,Write-In,11
Kenyatta Johnson,150,0,0,11
Michael Bradley,,35,0,11
Write-In,,,10,11
Total,150,35,10,11
,District Council 2nd District,,,12
,Kenyatta Johnson,Michael Bradley,Write-In,12
Kenyatta Johnson,169,0,0,12
Michael Bradley,,39,0,12
Write-In,,,12,12
Total,169,39,12,12
,District Council 2nd District,,,13
,Kenyatta Johnson,Michael Bradley,Write-In,13
Kenyatta Johnson,191,0,0,13
Michael Bradley,,48,0,13
Write-In,,,6,13
Total,191,48,6,13
,District Council 2nd District,,,14
,Kenyatta Johnson,Michael Bradley,Write-In,14
Kenyatta Johnson,183,0,0,14
Michael Bradley,,41,0,14
Write-In,,,7,14
Total,183,41,7,14
,District Council 2nd District,,,15
,Kenyatta Johnson,Michael Bradley,Write-In,15
Kenyatta Johnson,185,0,0,15
Michael Bradley,,31,0,15
Write-In,,,7,15
Total,185,31,7,15
,District Council 2nd District,,,16
,Kenyatta Johnson,Michael Bradley,Write-In,16
Kenyatta Johnson,206,0,0,16
Michael Bradley,,88,0,16
Write-In,,,3,16
Total,206,88,3,16
,District Council 2nd District,,,17
,Kenyatta Johnson,Michael Bradley,Write-In,17
Kenyatta Johnson,278,0,0,17
Michael Bradley,,81,0,17
Write-In,,,12,17
Total,278,81,12,17
