col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 5th District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Write-In,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Matt Wolfe,Dan Tinney,Bill Heeney,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Darrell L Clarke,9,0,906,808,801,778,698,458,338,71,47,27,28,19,62,54,31,20,18,1,All
Write-In,,0,5,3,2,5,6,8,3,5,4,5,3,3,1,4,3,3,0,0,All
Helen Gym,,,2,765,749,718,678,436,316,47,22,8,17,4,70,53,19,14,7,1,All
Katherine Gilmore Richardson,,,,3,706,682,600,309,220,17,13,3,13,3,27,33,14,7,8,0,All
Isaiah Thomas,,,,,2,688,592,287,207,27,11,4,8,3,36,28,15,7,11,0,All
Derek S Green,,,,,,0,614,261,161,23,18,11,8,1,35,32,13,9,6,0,All
Allan Domb,,,,,,,1,181,105,54,30,18,18,7,17,12,13,8,5,1,All
Kendra Brooks,,,,,,,,2,415,23,7,5,8,5,57,55,13,18,7,1,All
Nicolas O'Rourke,,,,,,,,,1,20,3,4,2,5,36,26,4,11,5,0,All
David Oh,,,,,,,,,,2,99,103,88,91,8,3,20,5,1,0,All
Al Taubenberger,,,,,,,,,,,1,92,92,89,3,3,13,3,0,0,All
Matt Wolfe,,,,,,,,,,,,0,86,93,6,2,18,2,1,0,All
Dan Tinney,,,,,,,,,,,,,0,82,3,3,6,2,0,0,All
Bill Heeney,,,,,,,,,,,,,,1,4,3,13,0,0,0,All
Joe Cox,,,,,,,,,,,,,,,0,14,10,5,8,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,6,3,3,0,All
Maj Toure,,,,,,,,,,,,,,,,,1,7,5,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,2,0,All
Clarc King,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
