col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,City Commissioners,,,,Mayor,,,All
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,All
Lisa Deeley,10,"2,184",100,0,"2,183",190,1,All
Omar Sabir,,15,17,0,"2,187",102,0,All
Al Schmidt,,,3,3,44,511,5,All
Write-In,,,,0,0,2,1,All
Jim Kenney,,,,,61,0,0,All
Billy Ciancaglini,,,,,,63,0,All
Write-In,,,,,,,1,All
Total,"2,407","2,325",565,3,"2,348",715,7,All
,City Commissioners,,,,Mayor,,,1
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,1
Omar Sabir,1,85,1,0,86,5,0,1
Lisa Deeley,,0,1,0,86,5,0,1
Al Schmidt,,,0,0,1,14,0,1
Write-In,,,,0,0,0,0,1
Jim Kenney,,,,,1,0,0,1
Billy Ciancaglini,,,,,,1,0,1
Write-In,,,,,,,0,1
Total,92,91,15,0,91,21,0,1
,Mayor,,,City Commissioners,,,,2
,Jim Kenney,Billy Ciancaglini,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,2
Jim Kenney,1,0,0,79,79,1,0,2
Billy Ciancaglini,,0,0,3,3,13,0,2
Write-In,,,0,0,0,0,0,2
Lisa Deeley,,,,0,75,2,0,2
Omar Sabir,,,,,0,0,0,2
Al Schmidt,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,85,17,0,82,82,14,0,2
,Mayor,,,City Commissioners,,,,3
,Jim Kenney,Billy Ciancaglini,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,3
Jim Kenney,6,0,0,70,70,1,0,3
Billy Ciancaglini,,5,0,5,1,17,0,3
Write-In,,,1,0,0,0,0,3
Lisa Deeley,,,,0,68,5,0,3
Omar Sabir,,,,,0,0,0,3
Al Schmidt,,,,,,1,0,3
Write-In,,,,,,,0,3
Total,81,23,1,77,73,19,0,3
,Mayor,,,City Commissioners,,,,4
,Jim Kenney,Billy Ciancaglini,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,4
Jim Kenney,8,0,0,95,95,3,0,4
Billy Ciancaglini,,0,0,5,3,14,0,4
Write-In,,,0,0,0,0,0,4
Lisa Deeley,,,,3,90,3,0,4
Omar Sabir,,,,,1,2,0,4
Al Schmidt,,,,,,0,0,4
Write-In,,,,,,,0,4
Total,110,18,0,103,99,17,0,4
,City Commissioners,,,,Mayor,,,5
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,5
Lisa Deeley,1,63,2,0,63,4,0,5
Omar Sabir,,0,1,0,65,1,0,5
Al Schmidt,,,0,0,1,20,0,5
Write-In,,,,0,0,0,0,5
Jim Kenney,,,,,0,0,0,5
Billy Ciancaglini,,,,,,2,0,5
Write-In,,,,,,,0,5
Total,69,67,21,0,67,24,0,5
,City Commissioners,,,,Mayor,,,6
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,6
Lisa Deeley,0,99,2,0,99,4,0,6
Omar Sabir,,1,0,0,98,4,0,6
Al Schmidt,,,0,0,1,17,1,6
Write-In,,,,0,0,0,0,6
Jim Kenney,,,,,2,0,0,6
Billy Ciancaglini,,,,,,2,0,6
Write-In,,,,,,,0,6
Total,104,104,19,0,103,24,1,6
,City Commissioners,,,,Mayor,,,7
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,7
Lisa Deeley,0,118,2,0,115,6,0,7
Omar Sabir,,0,0,0,117,4,0,7
Al Schmidt,,,1,0,1,13,0,7
