col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,District Council 4th District,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Helen Gym,Kendra Brooks,David Oh,Nicolas O'Rourke,Sherrie Cohen,Al Taubenberger,Dan Tinney,Joe Cox,Matt Wolfe,Bill Heeney,Maj Toure,Write-In,Clarc King,Steve Cherniavsky,All
Curtis Jones Jr,4,0,0,0,419,413,408,397,380,28,9,12,5,3,4,5,2,1,3,2,0,0,All
Karla Cruel,,0,0,0,4,3,1,2,3,5,4,2,1,0,0,2,1,0,1,0,1,0,All
Matt Baltsar,,,0,0,2,2,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,All
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,,0,411,402,394,378,18,5,11,4,2,3,3,1,0,3,2,0,0,All
Derek S Green,,,,,,0,400,395,378,19,7,8,7,4,3,3,0,0,2,1,0,0,All
Allan Domb,,,,,,,0,389,372,11,5,3,4,3,2,2,1,0,2,1,0,0,All
Katherine Gilmore Richardson,,,,,,,,1,365,9,3,6,3,2,1,2,0,0,0,1,0,0,All
Helen Gym,,,,,,,,,2,18,4,7,5,4,2,2,1,0,5,0,0,1,All
Kendra Brooks,,,,,,,,,,0,4,10,5,1,0,4,1,0,2,0,0,0,All
David Oh,,,,,,,,,,,0,2,2,5,5,0,6,5,0,0,0,0,All
Nicolas O'Rourke,,,,,,,,,,,,1,2,0,0,0,0,0,1,1,0,0,All
Sherrie Cohen,,,,,,,,,,,,,0,0,1,1,1,0,2,0,0,1,All
Al Taubenberger,,,,,,,,,,,,,,0,5,0,5,5,0,0,0,0,All
Dan Tinney,,,,,,,,,,,,,,,0,0,5,5,1,0,0,1,All
Joe Cox,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,All
Matt Wolfe,,,,,,,,,,,,,,,,,0,5,1,0,0,0,All
Bill Heeney,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,0,0,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,All
Total,453,8,2,0,432,424,414,403,392,35,17,16,10,9,9,8,7,5,5,2,1,1,All
,District Council 4th District,,,,Council At Large,,,,,,,,,,,,,,,,,,9
,Curtis Jones Jr,Matt Baltsar,Karla Cruel,Write-In,Derek S Green,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Helen Gym,David Oh,Dan Tinney,Kendra Brooks,Al Taubenberger,Nicolas O'Rourke,Sherrie Cohen,Matt Wolfe,Bill Heeney,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,9
Curtis Jones Jr,0,0,0,0,128,128,123,120,104,6,2,4,0,3,2,1,0,1,0,0,0,0,9
Matt Baltsar,,0,0,0,2,2,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,9
Karla Cruel,,,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,9
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Derek S Green,,,,,0,125,121,120,106,4,2,4,2,4,3,0,0,1,0,0,0,0,9
Isaiah Thomas,,,,,,0,120,118,103,2,2,1,2,2,2,1,0,1,0,0,0,0,9
Allan Domb,,,,,,,0,116,103,4,1,1,1,1,2,1,0,1,0,0,0,0,9
Katherine Gilmore Richardson,,,,,,,,1,103,1,1,2,1,3,1,0,0,0,0,0,0,0,9
Helen Gym,,,,,,,,,1,3,1,3,2,2,1,0,0,1,1,1,0,0,9
David Oh,,,,,,,,,,0,2,2,2,1,1,3,2,0,0,0,0,0,9
Dan Tinney,,,,,,,,,,,0,0,2,0,1,2,2,0,1,1,0,0,9
Kendra Brooks,,,,,,,,,,,,0,0,2,1,0,0,1,0,0,0,0,9
Al Taubenberger,,,,,,,,,,,,,0,0,0,2,2,0,0,0,0,0,9
Nicolas O'Rourke,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,9
Sherrie Cohen,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,9
Matt Wolfe,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,9
Bill Heeney,,,,,,,,,,,,,,,,,0,0,0,0,0,0,9
Joe Cox,,,,,,,,,,,,,,,,,,0,0,0,0,0,9
Maj Toure,,,,,,,,,,,,,,,,,,,0,1,0,0,9
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,0,9
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,,0,9
Total,140,2,1,0,132,132,126,123,110,9,5,5,4,4,4,3,2,2,1,1,0,0,9
,District Council 4th District,,,,Council At Large,,,,,,,,,,,,,,,,,,16
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Helen Gym,Kendra Brooks,David Oh,Nicolas O'Rourke,Al Taubenberger,Maj Toure,Matt Wolfe,Bill Heeney,Dan Tinney,Sherrie Cohen,Clarc King,Joe Cox,Steve Cherniavsky,Write-In,16
Curtis Jones Jr,3,0,0,0,98,96,95,93,89,5,1,1,1,1,0,0,0,0,0,0,0,0,16
Karla Cruel,,0,0,0,1,0,0,0,1,2,1,1,0,1,1,0,0,1,0,0,0,0,16
Matt Baltsar,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Isaiah Thomas,,,,,0,95,94,93,88,4,2,2,0,1,0,0,0,0,0,0,0,0,16
Derek S Green,,,,,,0,93,92,88,3,1,0,1,0,0,0,0,0,0,0,0,0,16
Allan Domb,,,,,,,0,93,86,2,0,0,1,0,0,0,0,0,0,0,0,0,16
Katherine Gilmore Richardson,,,,,,,,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,16
Helen Gym,,,,,,,,,0,4,1,1,1,2,1,0,0,1,0,0,0,0,16
Kendra Brooks,,,,,,,,,,0,1,2,1,2,1,0,0,1,0,0,0,0,16
David Oh,,,,,,,,,,,0,1,1,0,1,1,1,0,0,0,0,0,16
Nicolas O'Rourke,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,16
Al Taubenberger,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,16
Maj Toure,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,16
Matt Wolfe,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,16
Bill Heeney,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,16
Dan Tinney,,,,,,,,,,,,,,,,,0,0,0,0,0,0,16
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,0,0,16
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,0,16
Joe Cox,,,,,,,,,,,,,,,,,,,,0,0,0,16
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,0,16
