col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Tiffany Palmer,Crystal B Powell,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,James C Crumlish,Anthony Kyriakakis,Write-In,All
Omar Sabir,39,"3,283",15,0,"3,302","3,285","3,257","3,266","3,241","3,230","3,213",1,All
Lisa Deeley,,6,15,0,"3,231","3,216","3,207","3,203","3,195","3,171","3,158",3,All
Al Schmidt,,,32,0,29,28,29,29,28,26,27,3,All
Write-In,,,,0,0,0,0,0,0,0,0,3,All
Tiffany Palmer,,,,,11,"3,320","3,287","3,287","3,269","3,244","3,239",4,All
Crystal B Powell,,,,,,7,"3,270","3,284","3,263","3,244","3,218",3,All
Jennifer Schultz,,,,,,,3,"3,266","3,249","3,231","3,236",1,All
Carmella Jacquinto,,,,,,,,6,"3,260","3,251","3,223",0,All
Joshua Roberts,,,,,,,,,4,"3,247","3,220",4,All
James C Crumlish,,,,,,,,,,4,"3,217",1,All
Anthony Kyriakakis,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,0,All
Total,"3,526","3,379",78,2,"3,423","3,390","3,348","3,344","3,317","3,288","3,273",9,All
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Carmella Jacquinto,Jennifer Schultz,Tiffany Palmer,Crystal B Powell,Joshua Roberts,James C Crumlish,Anthony Kyriakakis,Write-In,1
Omar Sabir,2,134,1,0,140,138,139,138,138,137,137,0,1
Lisa Deeley,,0,0,0,135,134,134,132,134,133,131,0,1
Al Schmidt,,,2,0,2,3,1,2,2,1,1,0,1
Write-In,,,,0,0,0,0,0,0,0,0,0,1
Carmella Jacquinto,,,,,1,141,138,139,139,139,138,0,1
Jennifer Schultz,,,,,,0,139,138,138,139,139,0,1
Tiffany Palmer,,,,,,,1,136,135,136,137,0,1
Crystal B Powell,,,,,,,,1,137,137,137,0,1
Joshua Roberts,,,,,,,,,1,138,136,0,1
James C Crumlish,,,,,,,,,,0,138,0,1
Anthony Kyriakakis,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,0,1
Total,148,138,5,0,146,144,143,142,142,140,139,0,1
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,2
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Tiffany Palmer,Carmella Jacquinto,Crystal B Powell,James C Crumlish,Anthony Kyriakakis,Joshua Roberts,Jennifer Schultz,Write-In,2
Lisa Deeley,0,168,1,0,166,166,163,165,163,165,164,0,2
Omar Sabir,,0,1,0,164,163,162,163,161,162,161,0,2
Al Schmidt,,,0,0,2,2,2,2,2,2,2,0,2
Write-In,,,,0,0,0,0,0,0,0,0,0,2
Tiffany Palmer,,,,,0,165,165,163,164,162,164,0,2
Carmella Jacquinto,,,,,,0,164,165,163,164,164,0,2
Crystal B Powell,,,,,,,1,163,162,162,162,0,2
James C Crumlish,,,,,,,,0,162,165,162,0,2
Anthony Kyriakakis,,,,,,,,,1,162,163,0,2
Joshua Roberts,,,,,,,,,,0,162,0,2
Jennifer Schultz,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,0,2
Total,174,173,2,0,170,168,167,167,166,166,165,0,2
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,3
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Tiffany Palmer,Crystal B Powell,Carmella Jacquinto,Joshua Roberts,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Write-In,3
Omar Sabir,2,173,2,0,168,169,168,168,167,165,167,0,3
Lisa Deeley,,0,2,0,168,166,166,168,165,166,164,3,3
Al Schmidt,,,5,0,3,3,2,3,2,2,2,3,3
Write-In,,,,0,0,0,0,0,0,0,0,0,3
Tiffany Palmer,,,,,0,172,170,171,170,170,168,3,3
Crystal B Powell,,,,,,0,168,169,169,170,167,3,3
Carmella Jacquinto,,,,,,,1,170,168,167,169,0,3
Joshua Roberts,,,,,,,,1,170,169,169,3,3
Anthony Kyriakakis,,,,,,,,,0,170,167,0,3
Jennifer Schultz,,,,,,,,,,0,166,0,3
James C Crumlish,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,0,3
Total,184,179,10,0,177,176,175,175,172,172,170,3,3
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,4
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Tiffany Palmer,Crystal B Powell,Carmella Jacquinto,James C Crumlish,Jennifer Schultz,Joshua Roberts,Anthony Kyriakakis,Write-In,4
Omar Sabir,0,94,0,0,97,95,94,95,93,95,93,0,4
Lisa Deeley,,0,1,0,94,92,90,91,91,91,89,0,4
Al Schmidt,,,1,0,1,1,1,0,1,0,0,0,4
Write-In,,,,0,0,0,0,0,0,0,0,0,4
Tiffany Palmer,,,,,0,97,94,94,94,95,93,0,4
Crystal B Powell,,,,,,0,94,94,95,94,92,0,4
Carmella Jacquinto,,,,,,,1,93,92,94,92,0,4
James C Crumlish,,,,,,,,0,93,94,93,0,4
Jennifer Schultz,,,,,,,,,0,92,91,0,4
Joshua Roberts,,,,,,,,,,0,92,0,4
Anthony Kyriakakis,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,0,4
Total,101,97,2,0,100,98,96,96,96,96,93,0,4
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,5
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Tiffany Palmer,Carmella Jacquinto,Jennifer Schultz,Crystal B Powell,Joshua Roberts,James C Crumlish,Anthony Kyriakakis,Write-In,5
Omar Sabir,5,146,2,0,149,150,149,145,143,142,141,0,5
Lisa Deeley,,0,0,0,145,146,142,144,142,139,137,0,5
Al Schmidt,,,1,0,2,2,3,0,2,0,2,0,5
Write-In,,,,0,0,0,0,0,0,0,0,0,5
Tiffany Palmer,,,,,2,153,149,150,147,142,142,0,5
Carmella Jacquinto,,,,,,1,150,150,148,143,143,0,5
Jennifer Schultz,,,,,,,0,147,146,143,142,0,5
Crystal B Powell,,,,,,,,0,145,142,141,0,5
Joshua Roberts,,,,,,,,,0,143,142,0,5
James C Crumlish,,,,,,,,,,0,140,0,5
Anthony Kyriakakis,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,0,5
Total,165,152,4,0,159,157,155,152,149,145,143,0,5
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,6
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Crystal B Powell,Tiffany Palmer,Carmella Jacquinto,Jennifer Schultz,Joshua Roberts,James C Crumlish,Anthony Kyriakakis,Write-In,6
Omar Sabir,3,161,1,0,157,158,155,155,155,154,151,0,6
Lisa Deeley,,0,0,0,153,154,153,154,154,150,148,0,6
Al Schmidt,,,1,0,3,1,1,1,1,2,1,0,6
Write-In,,,,0,0,0,0,0,0,0,0,0,6
Crystal B Powell,,,,,0,159,155,156,155,153,151,0,6
Tiffany Palmer,,,,,,0,157,157,156,153,151,0,6
Carmella Jacquinto,,,,,,,1,155,156,154,151,0,6
Jennifer Schultz,,,,,,,,0,157,152,152,0,6
Joshua Roberts,,,,,,,,,0,153,152,0,6
James C Crumlish,,,,,,,,,,0,151,0,6
Anthony Kyriakakis,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,0,6
Total,172,163,5,0,162,162,159,158,158,155,152,2,6
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,7
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Crystal B Powell,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Write-In,7
Omar Sabir,1,185,0,0,182,183,181,183,183,181,182,0,7
Lisa Deeley,,0,1,0,182,182,181,180,182,180,181,0,7
Al Schmidt,,,4,0,1,1,1,1,1,3,1,0,7
Write-In,,,,0,0,0,0,0,0,0,0,0,7
Crystal B Powell,,,,,0,183,182,180,181,180,181,0,7
Jennifer Schultz,,,,,,0,183,182,183,183,183,0,7
Tiffany Palmer,,,,,,,1,182,182,182,183,0,7
Anthony Kyriakakis,,,,,,,,0,182,182,182,0,7
Carmella Jacquinto,,,,,,,,,0,183,183,0,7
James C Crumlish,,,,,,,,,,0,183,0,7
Joshua Roberts,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,0,7
Total,194,192,7,0,188,187,186,185,185,185,185,0,7
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,8
,Tiffany Palmer,Crystal B Powell,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Jennifer Schultz,Joshua Roberts,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,8
Tiffany Palmer,0,205,202,204,203,203,201,0,205,197,0,0,8
Crystal B Powell,,1,199,203,200,201,200,0,203,197,0,0,8
Anthony Kyriakakis,,,0,199,201,201,200,0,202,196,1,0,8
Carmella Jacquinto,,,,0,200,201,200,0,202,196,0,0,8
James C Crumlish,,,,,0,200,199,0,203,195,0,0,8
Jennifer Schultz,,,,,,0,200,0,201,197,0,0,8
Joshua Roberts,,,,,,,0,0,199,196,0,0,8
Write-In,,,,,,,,0,0,0,0,0,8
Omar Sabir,,,,,,,,,0,196,0,0,8
Lisa Deeley,,,,,,,,,,0,0,0,8
Al Schmidt,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,0,8
Total,208,207,204,204,203,203,201,0,207,197,1,0,8
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,9
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Tiffany Palmer,Crystal B Powell,Carmella Jacquinto,Jennifer Schultz,Joshua Roberts,James C Crumlish,Anthony Kyriakakis,Write-In,9
Omar Sabir,3,174,0,0,178,179,177,176,174,173,173,0,9
Lisa Deeley,,2,2,0,175,172,172,172,173,170,169,0,9
Al Schmidt,,,1,0,2,2,2,2,2,2,2,0,9
