col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor,,,Sheriff,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,All
Jim Kenney,217,0,0,"3,545",1,All
Billy Ciancaglini,,91,0,58,0,All
Write-In,,,5,8,1,All
Rochelle Bilal,,,,51,0,All
Write-In,,,,,0,All
Total,"3,763",149,14,"3,662",2,All
,Mayor,,,Sheriff,,1
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,1
Jim Kenney,12,0,0,173,0,1
Billy Ciancaglini,,5,0,7,0,1
Write-In,,,0,0,0,1
Rochelle Bilal,,,,5,0,1
Write-In,,,,,0,1
Total,185,12,0,185,0,1
,Mayor,,,Sheriff,,2
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,2
Jim Kenney,7,0,0,127,0,2
Billy Ciancaglini,,2,0,2,0,2
Write-In,,,0,0,0,2
Rochelle Bilal,,,,3,0,2
Write-In,,,,,0,2
Total,134,4,0,132,0,2
,Mayor,,,Sheriff,,3
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,3
Jim Kenney,7,0,0,140,0,3
Billy Ciancaglini,,2,0,1,0,3
Write-In,,,0,0,0,3
Rochelle Bilal,,,,1,0,3
Write-In,,,,,0,3
Total,147,3,0,142,0,3
,Mayor,,,Sheriff,,4
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,4
Jim Kenney,19,0,0,221,0,4
Billy Ciancaglini,,11,0,3,0,4
Write-In,,,0,3,0,4
Rochelle Bilal,,,,3,0,4
Write-In,,,,,0,4
Total,240,14,3,230,0,4
,Mayor,,,Sheriff,,5
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,5
Jim Kenney,13,0,0,172,0,5
Billy Ciancaglini,,10,0,6,0,5
Write-In,,,1,0,0,5
Rochelle Bilal,,,,2,0,5
Write-In,,,,,0,5
Total,185,16,1,180,0,5
,Mayor,,,Sheriff,,6
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,6
Jim Kenney,5,0,0,183,0,6
Billy Ciancaglini,,4,0,0,0,6
Write-In,,,0,0,0,6
Rochelle Bilal,,,,2,0,6
Write-In,,,,,0,6
Total,188,4,0,185,0,6
,Mayor,,,Sheriff,,7
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,7
Jim Kenney,8,0,0,101,0,7
Billy Ciancaglini,,2,0,0,0,7
Write-In,,,0,0,0,7
Rochelle Bilal,,,,1,0,7
Write-In,,,,,0,7
Total,109,2,0,102,0,7
,Mayor,,,Sheriff,,8
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,8
Jim Kenney,4,0,0,111,0,8
Billy Ciancaglini,,2,0,2,0,8
Write-In,,,0,0,0,8
Rochelle Bilal,,,,0,0,8
Write-In,,,,,0,8
Total,115,4,0,113,0,8
,Mayor,,,Sheriff,,9
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,9
Jim Kenney,15,0,0,137,0,9
Billy Ciancaglini,,0,0,5,0,9
Write-In,,,0,3,0,9
Rochelle Bilal,,,,5,0,9
Write-In,,,,,0,9
Total,152,5,3,150,0,9
,Mayor,,,Sheriff,,10
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,10
Jim Kenney,12,0,0,119,0,10
Billy Ciancaglini,,5,0,4,0,10
Write-In,,,0,0,0,10
Rochelle Bilal,,,,2,0,10
Write-In,,,,,0,10
Total,131,9,0,125,0,10
,Mayor,,,Sheriff,,11
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,11
Jim Kenney,11,0,0,117,0,11
Billy Ciancaglini,,4,0,2,0,11
Write-In,,,0,0,0,11
Rochelle Bilal,,,,2,0,11
Write-In,,,,,0,11
Total,128,6,0,121,0,11
,Mayor,,,Sheriff,,12
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,12
Jim Kenney,9,0,0,138,0,12
Billy Ciancaglini,,1,0,3,0,12
Write-In,,,0,0,0,12
Rochelle Bilal,,,,4,0,12
Write-In,,,,,0,12
Total,147,4,0,145,0,12
,Mayor,,,Sheriff,,13
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,13
Jim Kenney,12,0,0,116,0,13
Billy Ciancaglini,,2,0,1,0,13
Write-In,,,0,0,1,13
Rochelle Bilal,,,,2,0,13
Write-In,,,,,0,13
Total,128,3,1,119,1,13
,Mayor,,,Sheriff,,14
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,14
Jim Kenney,10,0,0,159,0,14
Billy Ciancaglini,,3,0,4,0,14
Write-In,,,0,2,0,14
Rochelle Bilal,,,,3,0,14
Write-In,,,,,0,14
Total,169,7,2,168,0,14
,Mayor,,,Sheriff,,15
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,15
Jim Kenney,9,0,0,114,0,15
Billy Ciancaglini,,1,0,2,0,15
Write-In,,,0,0,0,15
Rochelle Bilal,,,,3,0,15
Write-In,,,,,0,15
Total,123,3,0,119,0,15
,Mayor,,,Sheriff,,16
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,16
Jim Kenney,14,0,0,133,0,16
Billy Ciancaglini,,2,0,3,0,16
Write-In,,,1,0,0,16
Rochelle Bilal,,,,0,0,16
Write-In,,,,,0,16
Total,147,5,1,136,0,16
,Mayor,,,Sheriff,,17
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,17
Jim Kenney,8,0,0,161,0,17
Billy Ciancaglini,,2,0,1,0,17
Write-In,,,0,0,0,17
Rochelle Bilal,,,,3,0,17
Write-In,,,,,0,17
Total,169,3,0,165,0,17
,Mayor,,,Sheriff,,18
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,18
Jim Kenney,5,0,0,228,0,18
Billy Ciancaglini,,5,0,3,0,18
Write-In,,,0,0,0,18
Rochelle Bilal,,,,0,0,18
Write-In,,,,,0,18
Total,233,8,0,231,0,18
,Mayor,,,Sheriff,,19
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,19
Jim Kenney,11,0,0,152,0,19
Billy Ciancaglini,,4,0,0,0,19
Write-In,,,1,0,0,19
Rochelle Bilal,,,,2,0,19
Write-In,,,,,0,19
Total,163,4,1,154,0,19
,Sheriff,,Mayor,,,20
,Rochelle Bilal,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,20
Rochelle Bilal,2,0,136,5,0,20
Write-In,,0,0,0,0,20
Jim Kenney,,,5,0,0,20
Billy Ciancaglini,,,,2,0,20
Write-In,,,,,0,20
Total,143,0,141,7,0,20
,Mayor,,,Sheriff,,21
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,21
Jim Kenney,5,0,0,108,1,21
Billy Ciancaglini,,6,0,0,0,21
Write-In,,,2,0,0,21
Rochelle Bilal,,,,0,0,21
Write-In,,,,,0,21
Total,114,6,2,108,1,21
,Mayor,,,Sheriff,,22
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,22
Jim Kenney,4,0,0,180,0,22
Billy Ciancaglini,,7,0,1,0,22
Write-In,,,0,0,0,22
Rochelle Bilal,,,,2,0,22
Write-In,,,,,0,22
Total,184,8,0,183,0,22
,Mayor,,,Sheriff,,23
,Jim Kenney,Billy Ciancaglini,Write-In,Rochelle Bilal,Write-In,23
Jim Kenney,6,0,0,115,0,23
Billy Ciancaglini,,5,0,2,0,23
Write-In,,,0,0,0,23
Rochelle Bilal,,,,2,0,23
Write-In,,,,,0,23
Total,121,7,0,119,0,23
,Mayor,,,Sheriff,,24
