col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,District Council 7th District,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Maria Quiñones Sánchez,Write-In,Tiffany Palmer,Jennifer Schultz,Crystal B Powell,Carmella Jacquinto,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Write-In,All
Maria Quiñones Sánchez,16,0,408,404,403,394,390,388,387,0,All
Write-In,,0,0,0,0,0,0,0,0,0,All
Tiffany Palmer,,,5,410,410,403,397,400,398,0,All
Jennifer Schultz,,,,4,404,402,397,398,397,0,All
Crystal B Powell,,,,,0,397,395,393,391,0,All
Carmella Jacquinto,,,,,,0,393,397,393,0,All
Joshua Roberts,,,,,,,2,396,396,0,All
Anthony Kyriakakis,,,,,,,,0,397,0,All
James C Crumlish,,,,,,,,,0,0,All
Write-In,,,,,,,,,,0,All
Total,445,0,433,427,420,409,409,406,405,0,All
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 7th District,,1
,Tiffany Palmer,Crystal B Powell,Jennifer Schultz,Joshua Roberts,James C Crumlish,Carmella Jacquinto,Anthony Kyriakakis,Write-In,Maria Quiñones Sánchez,Write-In,1
Tiffany Palmer,1,73,72,70,71,71,71,0,73,0,1
Crystal B Powell,,0,71,71,70,69,70,0,70,0,1
Jennifer Schultz,,,0,71,71,71,70,0,73,0,1
Joshua Roberts,,,,1,72,70,70,0,70,0,1
James C Crumlish,,,,,0,70,70,0,71,0,1
Carmella Jacquinto,,,,,,0,70,0,71,0,1
Anthony Kyriakakis,,,,,,,0,0,70,0,1
Write-In,,,,,,,,0,0,0,1
Maria Quiñones Sánchez,,,,,,,,,0,0,1
Write-In,,,,,,,,,,0,1
Total,77,76,75,74,73,72,71,0,76,0,1
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 7th District,,2
,Tiffany Palmer,Crystal B Powell,Jennifer Schultz,Carmella Jacquinto,Anthony Kyriakakis,James C Crumlish,Joshua Roberts,Write-In,Maria Quiñones Sánchez,Write-In,2
Tiffany Palmer,2,80,78,77,76,75,75,0,74,0,2
Crystal B Powell,,0,79,78,76,75,75,0,75,0,2
Jennifer Schultz,,,0,77,75,75,74,0,73,0,2
Carmella Jacquinto,,,,0,76,75,74,0,72,0,2
Anthony Kyriakakis,,,,,0,75,74,0,70,0,2
James C Crumlish,,,,,,0,73,0,69,0,2
Joshua Roberts,,,,,,,0,0,70,0,2
Write-In,,,,,,,,0,0,0,2
Maria Quiñones Sánchez,,,,,,,,,3,0,2
Write-In,,,,,,,,,,0,2
Total,83,82,80,78,76,75,75,0,80,0,2
,District Council 7th District,,Judge Of The Court Of Common Pleas,,,,,,,,3
,Maria Quiñones Sánchez,Write-In,Tiffany Palmer,Jennifer Schultz,Crystal B Powell,Joshua Roberts,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Write-In,3
Maria Quiñones Sánchez,3,0,72,72,71,70,70,70,70,0,3
Write-In,,0,0,0,0,0,0,0,0,0,3
Tiffany Palmer,,,2,71,70,69,70,69,70,0,3
Jennifer Schultz,,,,0,71,70,70,69,70,0,3
Crystal B Powell,,,,,0,70,70,69,69,0,3
Joshua Roberts,,,,,,1,70,69,69,0,3
James C Crumlish,,,,,,,0,69,69,0,3
Anthony Kyriakakis,,,,,,,,0,69,0,3
Carmella Jacquinto,,,,,,,,,0,0,3
Write-In,,,,,,,,,,0,3
Total,79,0,74,73,72,72,71,70,70,0,3
,District Council 7th District,,Judge Of The Court Of Common Pleas,,,,,,,,4
,Maria Quiñones Sánchez,Write-In,Tiffany Palmer,Jennifer Schultz,Crystal B Powell,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,James C Crumlish,Write-In,4
Maria Quiñones Sánchez,5,0,75,73,75,70,71,72,70,0,4
Write-In,,0,0,0,0,0,0,0,0,0,4
Tiffany Palmer,,,0,74,74,74,73,74,73,0,4
Jennifer Schultz,,,,1,72,72,72,72,72,0,4
Crystal B Powell,,,,,0,70,70,72,70,0,4
Anthony Kyriakakis,,,,,,0,73,72,73,0,4
Carmella Jacquinto,,,,,,,0,72,72,0,4
Joshua Roberts,,,,,,,,0,71,0,4
James C Crumlish,,,,,,,,,0,0,4
Write-In,,,,,,,,,,0,4
Total,83,0,79,76,75,74,74,74,73,0,4
,District Council 7th District,,Judge Of The Court Of Common Pleas,,,,,,,,5
,Maria Quiñones Sánchez,Write-In,Jennifer Schultz,Tiffany Palmer,Crystal B Powell,Joshua Roberts,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Write-In,5
Maria Quiñones Sánchez,4,0,55,55,55,52,50,53,50,0,5
Write-In,,0,0,0,0,0,0,0,0,0,5
Jennifer Schultz,,,2,56,55,53,53,54,52,0,5
