col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 2nd District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Michael Bradley,Kenyatta Johnson,Write-In,Matt Wolfe,Bill Heeney,Dan Tinney,David Oh,Al Taubenberger,Allan Domb,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Steve Cherniavsky,Sherrie Cohen,Joe Cox,Clarc King,Write-In,All
Michael Bradley,3,0,0,288,288,265,262,258,25,9,15,6,10,6,9,6,5,4,4,4,0,All
Kenyatta Johnson,,4,0,14,13,30,28,23,110,109,102,108,101,18,13,3,3,2,2,0,3,All
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Matt Wolfe,,,,1,281,258,256,247,17,2,3,3,6,2,5,3,1,2,2,1,0,All
Bill Heeney,,,,,4,256,252,249,17,2,5,3,5,2,7,2,0,0,1,1,0,All
Dan Tinney,,,,,,4,249,261,23,16,7,12,12,2,3,3,3,1,1,1,0,All
David Oh,,,,,,,3,247,34,10,14,10,5,4,5,2,1,3,1,0,3,All
Al Taubenberger,,,,,,,,1,22,13,10,10,11,2,3,3,3,2,0,2,0,All
Allan Domb,,,,,,,,,2,97,97,98,93,5,4,3,1,2,1,0,0,All
Isaiah Thomas,,,,,,,,,,1,96,103,100,10,8,1,0,0,2,0,0,All
Helen Gym,,,,,,,,,,,0,97,96,15,12,2,2,2,2,2,0,All
Derek S Green,,,,,,,,,,,,0,99,9,7,1,0,1,1,0,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,0,11,9,0,2,0,1,1,0,All
Kendra Brooks,,,,,,,,,,,,,,0,18,3,4,4,3,2,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,0,1,1,2,1,0,0,All
Maj Toure,,,,,,,,,,,,,,,,4,3,0,2,1,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,1,2,2,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,1,1,0,All
Joe Cox,,,,,,,,,,,,,,,,,,,0,1,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,340,162,0,312,310,307,304,291,148,123,122,118,117,26,25,13,8,7,6,4,3,All
,District Council 2nd District,,,Council At Large,,,,,,,,,,,,,,,,,,14
,Michael Bradley,Kenyatta Johnson,Write-In,Matt Wolfe,Bill Heeney,David Oh,Al Taubenberger,Dan Tinney,Allan Domb,Derek S Green,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Nicolas O'Rourke,Kendra Brooks,Maj Toure,Write-In,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,14
Michael Bradley,2,0,0,90,88,69,64,65,7,3,5,2,4,3,1,3,0,1,1,1,0,14
Kenyatta Johnson,,0,0,1,2,5,4,3,33,34,30,31,28,3,3,0,3,0,0,0,0,14
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Matt Wolfe,,,,0,83,67,63,63,5,1,1,1,3,2,2,2,0,1,1,0,0,14
Bill Heeney,,,,,1,65,61,63,2,1,2,0,3,4,2,1,0,0,0,0,0,14
David Oh,,,,,,0,62,60,10,4,5,3,1,1,1,1,3,0,0,0,0,14
Al Taubenberger,,,,,,,0,61,6,3,3,2,4,0,0,2,0,0,0,1,0,14
Dan Tinney,,,,,,,,0,2,2,2,1,2,1,0,1,0,0,0,1,0,14
Allan Domb,,,,,,,,,0,31,30,31,28,1,1,2,0,1,1,1,0,14
Derek S Green,,,,,,,,,,0,32,32,29,2,2,0,0,0,0,0,0,14
Helen Gym,,,,,,,,,,,0,29,27,3,2,0,0,0,0,0,0,14
Isaiah Thomas,,,,,,,,,,,,0,27,1,1,1,0,1,0,0,0,14
Katherine Gilmore Richardson,,,,,,,,,,,,,0,2,1,0,0,0,0,0,0,14
Nicolas O'Rourke,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,14
