col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Council At Large,,,,,,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Sherrie Cohen,Maj Toure,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,Steve Cherniavsky,Clarc King,Write-In,All
Helen Gym,3,"2,724","2,570","2,498","2,383",764,636,77,80,86,36,14,27,8,6,14,11,8,All
Isaiah Thomas,,36,"2,620","2,578","2,329",694,591,66,58,31,29,5,22,7,9,6,5,5,All
Katherine Gilmore Richardson,,,15,"2,457","2,274",509,399,47,25,42,25,12,17,7,7,6,8,6,All
Derek S Green,,,,18,"2,313",447,340,58,31,43,30,15,23,5,6,5,7,5,All
Allan Domb,,,,,19,244,158,60,7,19,16,13,14,10,8,9,2,4,All
Kendra Brooks,,,,,,18,"1,041",59,92,97,44,15,10,6,6,17,14,14,All
Nicolas O'Rourke,,,,,,,5,40,65,60,27,8,5,3,3,9,11,10,All
David Oh,,,,,,,,9,6,7,18,49,38,36,39,7,4,2,All
Joe Cox,,,,,,,,,3,24,13,4,1,3,0,7,9,2,All
Sherrie Cohen,,,,,,,,,,3,14,4,3,1,1,6,5,1,All
Maj Toure,,,,,,,,,,,5,6,2,5,4,8,5,0,All
Matt Wolfe,,,,,,,,,,,,3,38,39,38,2,2,1,All
Al Taubenberger,,,,,,,,,,,,,1,35,34,2,2,1,All
Dan Tinney,,,,,,,,,,,,,,4,34,1,2,0,All
Bill Heeney,,,,,,,,,,,,,,,1,0,2,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,1,3,0,All
Clarc King,,,,,,,,,,,,,,,,,0,3,All
Write-In,,,,,,,,,,,,,,,,,,0,All
Total,"3,075","3,062","2,820","2,792","2,530","1,262","1,064",180,122,118,81,76,74,59,53,28,27,26,All
,Council At Large,,,,,,,,,,,,,,,,,,1
,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Dan Tinney,Al Taubenberger,Matt Wolfe,Joe Cox,Bill Heeney,Maj Toure,Write-In,Clarc King,Steve Cherniavsky,1
Helen Gym,0,96,96,91,83,37,30,4,9,1,1,0,4,0,2,0,0,0,1
Isaiah Thomas,,2,98,94,81,30,23,0,1,0,1,0,2,0,0,0,0,0,1
Katherine Gilmore Richardson,,,0,90,79,27,20,0,4,0,2,0,2,0,1,0,0,0,1
Derek S Green,,,,0,79,21,14,1,6,0,2,0,3,0,2,0,0,0,1
Allan Domb,,,,,1,9,5,3,1,1,2,0,1,0,0,0,0,0,1
Kendra Brooks,,,,,,0,44,3,7,0,0,1,6,1,1,3,0,0,1
Nicolas O'Rourke,,,,,,,0,2,5,0,0,1,3,1,1,3,0,0,1
David Oh,,,,,,,,1,1,6,5,6,0,5,2,0,1,0,1
Sherrie Cohen,,,,,,,,,0,0,1,0,2,0,2,0,0,0,1
Dan Tinney,,,,,,,,,,1,5,6,0,4,0,0,1,0,1
Al Taubenberger,,,,,,,,,,,0,4,0,4,1,0,0,0,1
Matt Wolfe,,,,,,,,,,,,0,0,5,0,0,1,0,1
Joe Cox,,,,,,,,,,,,,0,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,0,0,0,0,1
Write-In,,,,,,,,,,,,,,,,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,1
Total,117,113,106,105,88,54,44,12,10,8,7,7,6,5,4,3,1,0,1
,Council At Large,,,,,,,,,,,,,,,,,,2
,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,Maj Toure,David Oh,Sherrie Cohen,Joe Cox,Dan Tinney,Steve Cherniavsky,Al Taubenberger,Matt Wolfe,Clarc King,Bill Heeney,Write-In,2
Helen Gym,0,139,129,126,124,64,54,6,7,11,6,2,4,2,2,2,1,0,2
Isaiah Thomas,,4,129,125,107,45,40,6,3,4,3,0,1,1,0,0,0,0,2
Katherine Gilmore Richardson,,,1,120,110,38,33,4,6,2,0,1,3,0,2,0,0,1,2
Derek S Green,,,,0,114,33,28,7,6,3,1,1,1,2,1,0,0,0,2
Allan Domb,,,,,2,23,13,5,6,3,1,2,2,1,3,1,1,0,2
Kendra Brooks,,,,,,1,66,8,5,10,6,3,2,0,1,1,1,0,2
Nicolas O'Rourke,,,,,,,0,6,3,7,5,1,2,0,0,0,1,0,2
Maj Toure,,,,,,,,1,2,1,0,2,0,0,0,0,0,0,2
David Oh,,,,,,,,,0,0,1,0,0,0,1,1,0,1,2
Sherrie Cohen,,,,,,,,,,0,1,0,0,0,0,0,0,0,2
Joe Cox,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Dan Tinney,,,,,,,,,,,,1,0,0,0,0,0,0,2
