col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,Helen Gym,Al Taubenberger,Bill Heeney,Dan Tinney,David Oh,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Daniel D Mccaffery,23,"1,461",174,61,0,"1,376","1,329",322,290,293,350,"1,260","1,272","1,270",175,171,123,84,66,31,24,14,3,All
Amanda Green-Hawkins,,12,29,22,1,"1,289","1,326",150,122,111,186,"1,252","1,274","1,260",69,159,97,64,49,27,12,11,2,All
Megan Mccarthy King,,,9,"1,069",0,134,72,"1,084","1,084","1,092","1,020",76,55,54,"1,020",28,29,31,29,54,18,13,2,All
Christylee Peck,,,,2,1,88,44,988,988,"1,012",937,57,32,41,951,21,17,24,19,46,12,12,1,All
Write-In,,,,,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,All
Allan Domb,,,,,,4,"1,297",173,162,154,191,"1,220","1,232","1,231",79,62,40,29,17,12,12,5,1,All
Helen Gym,,,,,,,2,103,64,69,132,"1,251","1,249","1,265",47,107,58,50,25,18,6,4,2,All
Al Taubenberger,,,,,,,,8,"1,165","1,176","1,143",85,55,67,"1,050",17,13,24,26,39,15,2,0,All
Bill Heeney,,,,,,,,,16,"1,164","1,117",60,37,29,"1,087",15,20,28,19,31,11,10,1,All
Dan Tinney,,,,,,,,,,9,"1,086",83,44,55,"1,071",30,19,34,24,24,16,9,1,All
David Oh,,,,,,,,,,,24,48,89,86,"1,037",40,34,29,25,41,17,13,1,All
Katherine Gilmore Richardson,,,,,,,,,,,,3,"1,233","1,234",56,76,43,30,24,13,5,3,1,All
Isaiah Thomas,,,,,,,,,,,,,4,"1,264",15,92,56,25,22,14,5,3,1,All
Derek S Green,,,,,,,,,,,,,,5,34,73,43,25,18,10,4,5,2,All
Matt Wolfe,,,,,,,,,,,,,,,5,15,16,18,19,33,6,11,1,All
Kendra Brooks,,,,,,,,,,,,,,,,3,125,60,34,14,8,10,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,29,22,13,12,5,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,29,20,13,8,1,All
Joe Cox,,,,,,,,,,,,,,,,,,,0,16,16,20,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,,3,8,7,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,1,6,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,960","1,652","1,372","1,196",2,"1,583","1,500","1,444","1,440","1,439","1,432","1,423","1,417","1,406","1,249",231,160,134,100,93,44,35,5,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Al Taubenberger,David Oh,Bill Heeney,Dan Tinney,Matt Wolfe,Maj Toure,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,1
Daniel D Mccaffery,1,63,3,2,0,60,56,57,57,54,7,12,4,4,2,2,4,4,1,2,1,0,0,1
