col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Helen Gym,Kendra Brooks,Nicolas O'Rourke,David Oh,Write-In,Matt Wolfe,Bill Heeney,Dan Tinney,Al Taubenberger,Maj Toure,Sherrie Cohen,Joe Cox,Clarc King,Steve Cherniavsky,All
Jim Kenney,24,0,0,"1,621","1,582","1,546","1,543","1,522",108,71,47,53,11,9,11,7,17,17,14,7,2,All
Billy Ciancaglini,,1,0,19,15,15,13,15,5,2,28,0,21,24,19,22,7,3,2,3,0,All
Write-In,,,0,4,3,2,0,4,5,4,2,1,1,0,0,0,2,0,3,1,0,All
Isaiah Thomas,,,,4,"1,567","1,525","1,532","1,500",65,37,37,47,4,3,5,1,11,6,7,5,0,All
Derek S Green,,,,,0,"1,519","1,523","1,484",56,27,35,43,6,4,5,4,9,7,6,4,0,All
Allan Domb,,,,,,2,"1,499","1,469",29,13,30,42,3,6,4,3,4,5,2,2,0,All
Katherine Gilmore Richardson,,,,,,,0,"1,468",46,25,15,43,6,0,2,2,9,3,3,2,0,All
Helen Gym,,,,,,,,0,52,33,26,6,5,7,5,3,5,8,7,5,0,All
Kendra Brooks,,,,,,,,,0,81,18,6,2,1,1,2,7,9,16,6,3,All
Nicolas O'Rourke,,,,,,,,,,0,14,5,1,0,0,0,4,5,8,3,3,All
David Oh,,,,,,,,,,,3,0,24,25,22,22,4,6,2,6,0,All
Write-In,,,,,,,,,,,,0,0,0,0,0,1,0,1,1,0,All
Matt Wolfe,,,,,,,,,,,,,0,24,20,21,3,4,3,1,0,All
Bill Heeney,,,,,,,,,,,,,,0,20,22,2,2,1,2,0,All
Dan Tinney,,,,,,,,,,,,,,,0,20,1,1,1,0,0,All
Al Taubenberger,,,,,,,,,,,,,,,,0,4,3,2,0,0,All
Maj Toure,,,,,,,,,,,,,,,,,0,3,4,2,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,5,3,2,All
Joe Cox,,,,,,,,,,,,,,,,,,,0,4,3,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,781",53,7,"1,666","1,614","1,575","1,567","1,552",131,89,82,55,34,33,30,29,28,22,21,12,4,All
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Jim Kenney,Billy Ciancaglini,Write-In,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Helen Gym,Kendra Brooks,Nicolas O'Rourke,Write-In,Maj Toure,David Oh,Bill Heeney,Clarc King,Sherrie Cohen,Al Taubenberger,Dan Tinney,Joe Cox,Matt Wolfe,Steve Cherniavsky,1
Jim Kenney,2,0,0,78,75,72,71,71,8,6,4,2,2,1,1,1,0,0,0,0,0,1
Billy Ciancaglini,,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
