col_1,col_2,col_3,col_4,col_5,col_6,division
,Sheriff,,District Council 6th District,,,All
,Rochelle Bilal,Write-In,Bobby Henon,Pete Smith,Write-In,All
Rochelle Bilal,7,0,417,23,0,All
Write-In,,0,0,1,0,All
Bobby Henon,,,26,0,0,All
Pete Smith,,,,126,0,All
Write-In,,,,,0,All
Total,447,1,443,150,0,All
,Sheriff,,District Council 6th District,,,17
,Rochelle Bilal,Write-In,Bobby Henon,Pete Smith,Write-In,17
Rochelle Bilal,1,0,102,3,0,17
Write-In,,0,0,0,0,17
Bobby Henon,,,2,0,0,17
Pete Smith,,,,21,0,17
Write-In,,,,,0,17
Total,106,0,104,24,0,17
,District Council 6th District,,,Sheriff,,21
,Bobby Henon,Pete Smith,Write-In,Rochelle Bilal,Write-In,21
Bobby Henon,5,0,0,54,0,21
Pete Smith,,14,0,2,0,21
Write-In,,,0,0,0,21
Rochelle Bilal,,,,1,0,21
Write-In,,,,,0,21
Total,59,16,0,57,0,21
,Sheriff,,District Council 6th District,,,22
,Rochelle Bilal,Write-In,Bobby Henon,Pete Smith,Write-In,22
Rochelle Bilal,2,0,77,6,0,22
Write-In,,0,0,0,0,22
Bobby Henon,,,3,0,0,22
Pete Smith,,,,17,0,22
Write-In,,,,,0,22
Total,85,0,80,23,0,22
,Sheriff,,District Council 6th District,,,24
,Rochelle Bilal,Write-In,Bobby Henon,Pete Smith,Write-In,24
Rochelle Bilal,3,0,68,3,0,24
Write-In,,0,0,0,0,24
Bobby Henon,,,5,0,0,24
Pete Smith,,,,18,0,24
Write-In,,,,,0,24
Total,74,0,73,21,0,24
,Sheriff,,District Council 6th District,,,25
,Rochelle Bilal,Write-In,Bobby Henon,Pete Smith,Write-In,25
Rochelle Bilal,0,0,50,5,0,25
Write-In,,0,0,0,0,25
Bobby Henon,,,4,0,0,25
Pete Smith,,,,28,0,25
Write-In,,,,,0,25
Total,55,0,54,33,0,25
,District Council 6th District,,,Sheriff,,26
,Bobby Henon,Pete Smith,Write-In,Rochelle Bilal,Write-In,26
Bobby Henon,7,0,0,66,0,26
Pete Smith,,28,0,4,1,26
Write-In,,,0,0,0,26
Rochelle Bilal,,,,0,0,26
Write-In,,,,,0,26
Total,73,33,0,70,1,26
