col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,All
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Derek S Green,Nicolas O'Rourke,Allan Domb,David Oh,Joe Cox,Sherrie Cohen,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Rochelle Bilal,12,0,"4,513","3,919","3,562","2,956","3,161","2,650","2,534",236,264,278,90,67,54,25,68,45,28,10,All
Write-In,,0,5,3,3,7,2,6,1,3,5,1,1,2,0,1,1,0,0,5,All
Helen Gym,,,3,"3,739","3,352","2,746","2,885","2,455","2,484",175,243,273,57,46,36,16,38,31,13,6,All
Isaiah Thomas,,,,11,"3,123","2,024","2,740","1,825","2,224",121,121,121,24,30,15,9,29,14,10,5,All
Katherine Gilmore Richardson,,,,,3,"1,638","2,547","1,439","2,143",76,60,93,33,26,22,7,24,14,10,4,All
Kendra Brooks,,,,,,6,"1,161","3,040",589,124,278,284,41,19,19,7,52,34,25,6,All
Derek S Green,,,,,,,3,944,"2,182",126,73,82,33,37,20,6,23,18,7,2,All
Nicolas O'Rourke,,,,,,,,1,447,87,231,229,29,10,8,8,39,26,18,7,All
Allan Domb,,,,,,,,,12,124,32,25,61,36,33,10,22,16,6,0,All
David Oh,,,,,,,,,,6,17,16,137,129,108,100,19,11,6,1,All
Joe Cox,,,,,,,,,,,2,77,12,1,3,3,23,19,22,4,All
Sherrie Cohen,,,,,,,,,,,,0,5,0,4,1,16,20,6,3,All
Matt Wolfe,,,,,,,,,,,,,5,108,103,99,14,5,4,0,All
Al Taubenberger,,,,,,,,,,,,,,0,101,94,4,1,0,0,All
Dan Tinney,,,,,,,,,,,,,,,0,92,4,6,1,0,All
Bill Heeney,,,,,,,,,,,,,,,,0,5,4,3,0,All
Maj Toure,,,,,,,,,,,,,,,,,2,12,8,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,4,0,All
Clarc King,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"5,265",10,"4,918","4,195","3,752","3,431","3,300","3,081","2,687",386,326,326,215,168,148,119,96,64,39,17,All
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,1
,Rochelle Bilal,Write-In,Helen Gym,Kendra Brooks,Isaiah Thomas,Nicolas O'Rourke,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Joe Cox,Sherrie Cohen,David Oh,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,Maj Toure,Steve Cherniavsky,Write-In,Clarc King,1
Rochelle Bilal,1,0,285,234,215,206,202,167,99,19,20,11,9,5,6,2,6,5,1,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,1,222,208,192,192,152,99,18,17,6,8,3,4,1,5,4,1,0,1
Kendra Brooks,,,,0,156,221,136,98,39,18,19,4,3,1,1,0,6,3,0,0,1
Isaiah Thomas,,,,,0,132,163,130,81,6,5,3,2,2,1,0,3,2,0,0,1
Nicolas O'Rourke,,,,,,0,116,75,29,16,17,5,4,0,0,0,4,3,0,0,1
Katherine Gilmore Richardson,,,,,,,0,122,75,6,7,4,5,1,0,0,4,4,0,0,1
Derek S Green,,,,,,,,0,78,3,3,5,1,3,1,0,2,4,0,0,1
Allan Domb,,,,,,,,,1,0,0,5,5,3,5,1,1,1,0,0,1
Joe Cox,,,,,,,,,,0,10,1,0,0,0,0,0,0,1,0,1
Sherrie Cohen,,,,,,,,,,,0,1,0,0,0,0,1,3,0,0,1
David Oh,,,,,,,,,,,,0,11,10,12,8,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,0,11,10,7,1,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,,0,9,7,1,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,0,8,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,0,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,,,0,1
Total,322,0,309,257,229,224,213,174,110,23,23,20,18,13,13,8,7,7,1,0,1
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,2
,Rochelle Bilal,Write-In,Helen Gym,Kendra Brooks,Isaiah Thomas,Nicolas O'Rourke,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Joe Cox,David Oh,Sherrie Cohen,Dan Tinney,Al Taubenberger,Matt Wolfe,Bill Heeney,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,2
Rochelle Bilal,2,0,237,208,199,190,171,159,87,18,12,19,1,2,0,0,3,4,2,0,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Helen Gym,,,0,199,184,182,160,134,94,19,11,17,1,1,0,0,2,3,0,0,2
Kendra Brooks,,,,0,150,216,119,100,38,22,11,20,0,1,0,1,4,4,3,0,2
Isaiah Thomas,,,,,0,141,141,121,70,8,9,9,0,1,0,1,1,1,3,0,2
Nicolas O'Rourke,,,,,,0,110,84,27,16,7,17,0,0,0,1,2,2,2,0,2
Katherine Gilmore Richardson,,,,,,,0,103,73,4,4,5,1,0,0,0,0,0,1,0,2
Derek S Green,,,,,,,,0,77,7,7,5,0,1,0,1,2,2,0,0,2
Allan Domb,,,,,,,,,0,4,3,1,1,1,0,0,2,2,0,0,2
Joe Cox,,,,,,,,,,0,1,2,1,0,1,0,2,1,2,0,2
David Oh,,,,,,,,,,,0,0,5,6,5,4,1,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,2
Dan Tinney,,,,,,,,,,,,,0,4,6,4,1,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,0,4,4,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,0,4,1,0,0,0,2
Bill Heeney,,,,,,,,,,,,,,,,0,0,0,0,0,2
