col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 3rd District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Jamie Gauthier,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Helen Gym,Katherine Gilmore Richardson,David Oh,Dan Tinney,Matt Wolfe,Al Taubenberger,Kendra Brooks,Bill Heeney,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Clarc King,Steve Cherniavsky,Maj Toure,Write-In,All
Jamie Gauthier,1,0,420,414,407,409,409,11,5,6,4,24,4,15,4,2,3,2,1,0,All
Write-In,,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,All
Isaiah Thomas,,,3,423,416,414,416,6,1,2,2,20,2,14,3,3,2,1,0,0,All
Derek S Green,,,,0,412,408,412,7,3,3,2,12,0,7,3,2,1,1,0,0,All
Allan Domb,,,,,0,406,409,8,4,3,2,10,2,4,2,2,0,1,0,0,All
Helen Gym,,,,,,1,404,4,3,1,4,12,1,9,1,1,1,1,0,0,All
Katherine Gilmore Richardson,,,,,,,0,5,2,2,2,7,2,3,3,2,2,0,1,0,All
David Oh,,,,,,,,2,35,35,31,4,32,1,2,1,2,0,1,0,All
Dan Tinney,,,,,,,,,0,34,33,1,32,0,1,1,1,1,0,0,All
Matt Wolfe,,,,,,,,,,1,32,1,32,0,1,1,1,0,0,0,All
Al Taubenberger,,,,,,,,,,,0,1,31,0,0,0,0,0,0,0,All
Kendra Brooks,,,,,,,,,,,,2,1,22,1,2,1,2,1,0,All
Bill Heeney,,,,,,,,,,,,,0,0,0,0,1,0,0,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,0,0,1,0,0,0,0,All
Joe Cox,,,,,,,,,,,,,,,0,1,3,1,2,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,2,1,0,All
Clarc King,,,,,,,,,,,,,,,,,0,0,1,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,1,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,446,1,444,431,425,424,423,46,38,38,35,35,34,22,6,5,4,4,2,0,All
,Council At Large,,,,,,,,,,,,,,,,,,District Council 3rd District,,4
,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Helen Gym,Kendra Brooks,David Oh,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,Jamie Gauthier,Write-In,4
Isaiah Thomas,1,133,135,133,131,7,4,1,0,1,0,3,1,1,1,0,0,0,130,0,4
Allan Domb,,0,133,133,129,2,3,1,1,0,1,0,1,1,0,0,0,0,126,0,4
Derek S Green,,,0,132,129,3,3,1,0,0,0,1,0,1,0,0,0,0,127,0,4
Katherine Gilmore Richardson,,,,0,127,2,3,2,1,2,1,0,1,1,1,0,0,0,126,0,4
Helen Gym,,,,,0,4,0,0,1,0,1,3,1,0,0,0,0,0,123,0,4
Kendra Brooks,,,,,,1,2,1,1,1,1,3,2,1,1,1,1,0,5,0,4
David Oh,,,,,,,0,5,3,3,3,0,1,0,0,0,0,0,4,0,4
Matt Wolfe,,,,,,,,1,4,4,4,0,1,0,0,0,0,0,2,0,4
Al Taubenberger,,,,,,,,,0,4,5,0,0,0,0,0,0,0,1,0,4
Bill Heeney,,,,,,,,,,0,4,0,0,0,1,0,0,0,2,0,4
Dan Tinney,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,4
Nicolas O'Rourke,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,4
Sherrie Cohen,,,,,,,,,,,,,0,1,0,1,1,0,1,0,4
Joe Cox,,,,,,,,,,,,,,0,0,1,1,0,1,0,4
Clarc King,,,,,,,,,,,,,,,0,0,0,0,1,0,4
Maj Toure,,,,,,,,,,,,,,,,0,1,0,0,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,4
Write-In,,,,,,,,,,,,,,,,,,0,0,0,4
Jamie Gauthier,,,,,,,,,,,,,,,,,,,1,0,4
Write-In,,,,,,,,,,,,,,,,,,,,0,4
Total,141,136,136,135,133,10,8,7,5,5,5,3,3,2,1,1,1,0,135,0,4
,District Council 3rd District,,Council At Large,,,,,,,,,,,,,,,,,,14
,Jamie Gauthier,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,David Oh,Dan Tinney,Matt Wolfe,Al Taubenberger,Bill Heeney,Steve Cherniavsky,Clarc King,Joe Cox,Sherrie Cohen,Maj Toure,Write-In,14
Jamie Gauthier,0,0,111,109,108,105,105,13,8,4,2,1,1,0,2,1,1,0,0,0,14
Write-In,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,14
Isaiah Thomas,,,1,108,106,104,104,9,7,2,1,0,1,1,1,1,1,1,0,0,14
Derek S Green,,,,0,103,102,103,6,3,4,3,1,1,0,1,1,1,1,0,0,14
Helen Gym,,,,,1,102,102,4,2,3,1,0,1,1,1,1,1,0,0,0,14
Allan Domb,,,,,,0,100,7,3,3,1,1,0,1,1,0,0,0,0,0,14
Katherine Gilmore Richardson,,,,,,,0,2,0,1,1,0,1,0,0,0,0,0,0,0,14
