col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 10th District,,,City Commissioners,,,,All
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,All
Brian O'Neill,"1,664",0,0,"12,741","3,033","1,072",15,All
Judy Moore,,982,0,"2,007","10,693","9,308",15,All
Write-In,,,5,6,4,2,1,All
Al Schmidt,,,,226,"2,382",345,13,All
Lisa Deeley,,,,,119,"9,741",3,All
Omar Sabir,,,,,,57,2,All
Write-In,,,,,,,1,All
Total,"16,023","13,161",15,"15,031","13,975","10,540",32,All
