col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Council At Large,,,,,,,,,,,,,,,,,,District Council 6th District,,,All
,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,Bobby Henon,Pete Smith,Write-In,All
Al Taubenberger,11,"1,102","1,071","1,062",999,172,88,87,62,52,16,20,16,17,24,15,7,2,304,981,1,All
Bill Heeney,,9,"1,036","1,066","1,012",130,50,56,17,33,15,21,16,11,16,14,7,1,239,977,1,All
David Oh,,,12,979,961,193,113,44,54,61,23,19,9,15,18,13,10,0,280,932,0,All
Dan Tinney,,,,4,974,139,56,61,42,43,18,13,14,12,19,13,6,1,224,949,1,All
Matt Wolfe,,,,,2,74,28,50,26,17,12,14,13,12,25,12,9,1,150,942,1,All
Allan Domb,,,,,,2,783,741,732,724,55,32,12,13,9,10,6,0,860,128,0,All
Helen Gym,,,,,,,1,758,742,728,90,56,20,31,12,8,8,0,839,52,0,All
Katherine Gilmore Richardson,,,,,,,,3,730,714,60,35,13,18,6,6,5,0,789,65,0,All
Derek S Green,,,,,,,,,1,731,55,34,14,14,3,3,4,0,771,36,0,All
Isaiah Thomas,,,,,,,,,,1,46,33,9,3,4,6,5,0,760,38,0,All
Kendra Brooks,,,,,,,,,,,0,87,19,24,5,15,8,0,106,20,0,All
Nicolas O'Rourke,,,,,,,,,,,,1,18,14,4,11,6,0,78,20,0,All
Joe Cox,,,,,,,,,,,,,0,8,9,10,15,0,30,29,0,All
Sherrie Cohen,,,,,,,,,,,,,,2,6,8,4,0,32,20,0,All
Maj Toure,,,,,,,,,,,,,,,1,6,8,0,17,34,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,0,5,0,13,24,0,All
Clarc King,,,,,,,,,,,,,,,,,0,0,9,17,0,All
Write-In,,,,,,,,,,,,,,,,,,0,1,1,0,All
Bobby Henon,,,,,,,,,,,,,,,,,,,32,0,0,All
Pete Smith,,,,,,,,,,,,,,,,,,,,12,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,368","1,287","1,266","1,234","1,139","1,036",943,889,842,829,153,121,63,63,55,42,31,2,"1,296","1,185",1,All
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Bobby Henon,Pete Smith,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Al Taubenberger,David Oh,Dan Tinney,Matt Wolfe,Bill Heeney,Kendra Brooks,Nicolas O'Rourke,Clarc King,Joe Cox,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Write-In,1
Bobby Henon,3,0,0,80,73,74,69,71,16,17,16,11,15,6,6,0,0,0,0,0,0,1
Pete Smith,,0,0,3,7,4,3,2,43,43,40,47,41,1,1,2,1,2,1,2,0,1
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,0,73,74,72,71,4,6,3,1,3,7,4,0,1,0,0,0,0,1
Allan Domb,,,,,0,70,69,67,4,10,6,5,10,4,2,0,0,0,1,0,0,1
Katherine Gilmore Richardson,,,,,,0,68,73,3,2,4,4,4,7,3,0,0,0,1,0,0,1
Isaiah Thomas,,,,,,,0,66,2,5,1,2,3,3,2,0,1,0,0,0,0,1
Derek S Green,,,,,,,,0,2,0,1,1,0,6,3,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,0,51,48,48,46,2,3,1,0,1,0,1,0,1
David Oh,,,,,,,,,,1,47,49,51,0,2,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,0,48,49,1,1,1,0,1,0,0,0,1
Matt Wolfe,,,,,,,,,,,,0,49,1,3,1,0,1,1,1,0,1
Bill Heeney,,,,,,,,,,,,,0,1,3,0,0,0,1,0,0,1
Kendra Brooks,,,,,,,,,,,,,,0,6,0,1,0,0,1,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1
Clarc King,,,,,,,,,,,,,,,,0,1,2,0,1,0,1
Joe Cox,,,,,,,,,,,,,,,,,0,1,0,1,0,1
Maj Toure,,,,,,,,,,,,,,,,,,0,0,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,1,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,103,56,0,86,84,81,76,74,62,62,60,59,58,10,9,2,2,2,2,2,0,1
,Council At Large,,,,,,,,,,,,,,,,,,District Council 6th District,,,2
,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Sherrie Cohen,Write-In,Bobby Henon,Pete Smith,Write-In,2
Al Taubenberger,2,128,121,117,119,16,11,9,8,5,1,1,3,3,1,0,1,0,33,114,0,2
Bill Heeney,,1,116,125,122,16,9,9,2,3,2,2,1,1,0,2,0,0,32,115,0,2
David Oh,,,0,112,112,19,15,2,9,10,1,0,2,1,2,2,0,0,32,107,0,2
Dan Tinney,,,,0,112,14,7,4,1,2,1,1,2,2,0,2,1,0,20,109,0,2
Matt Wolfe,,,,,0,10,3,8,2,0,2,1,4,2,2,2,1,0,20,111,0,2
Allan Domb,,,,,,0,86,71,73,71,6,4,1,0,0,1,1,0,90,11,0,2
Helen Gym,,,,,,,0,71,75,75,8,4,2,1,1,1,1,0,88,7,0,2
Katherine Gilmore Richardson,,,,,,,,0,71,67,4,3,0,1,0,1,0,0,79,7,0,2
Derek S Green,,,,,,,,,0,75,8,3,0,0,1,1,0,0,83,2,0,2
Isaiah Thomas,,,,,,,,,,0,7,4,0,0,1,1,0,0,80,2,0,2
Kendra Brooks,,,,,,,,,,,0,8,2,0,2,1,1,0,13,0,0,2
Nicolas O'Rourke,,,,,,,,,,,,0,3,1,1,0,1,0,8,2,0,2
Joe Cox,,,,,,,,,,,,,0,2,4,2,3,0,2,7,0,2
Maj Toure,,,,,,,,,,,,,,0,2,1,1,0,2,5,0,2
Clarc King,,,,,,,,,,,,,,,0,1,1,0,2,3,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,0,1,0,1,4,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,2,2,0,2
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,2
Bobby Henon,,,,,,,,,,,,,,,,,,,3,0,0,2
Pete Smith,,,,,,,,,,,,,,,,,,,,1,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,0,2
Total,155,155,140,135,135,104,97,86,85,83,14,11,9,8,5,5,4,0,139,137,0,2
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,3
,Bobby Henon,Pete Smith,Write-In,Allan Domb,David Oh,Al Taubenberger,Helen Gym,Katherine Gilmore Richardson,Bill Heeney,Dan Tinney,Isaiah Thomas,Matt Wolfe,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Clarc King,Joe Cox,Write-In,3
Bobby Henon,3,0,0,55,13,11,56,53,8,6,49,5,46,10,8,3,6,1,0,1,0,3
Pete Smith,,0,0,8,46,42,0,3,44,43,1,43,0,2,2,4,0,2,3,2,1,3
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Allan Domb,,,,0,15,10,45,48,9,5,45,2,43,6,5,1,1,3,0,1,0,3
David Oh,,,,,1,48,5,5,46,44,2,43,0,6,4,4,3,2,3,2,0,3
Al Taubenberger,,,,,,1,1,7,48,46,3,42,1,0,0,2,1,0,1,1,1,3
Helen Gym,,,,,,,0,49,1,0,45,2,43,7,5,3,4,0,0,1,0,3
Katherine Gilmore Richardson,,,,,,,,0,6,4,48,4,43,5,3,0,1,1,0,0,0,3
Bill Heeney,,,,,,,,,0,45,2,43,0,0,0,2,1,0,1,0,1,3
Dan Tinney,,,,,,,,,,0,1,43,1,0,0,1,0,1,1,0,1,3
Isaiah Thomas,,,,,,,,,,,0,0,42,5,4,0,0,1,0,0,0,3
Matt Wolfe,,,,,,,,,,,,0,1,1,0,3,1,0,2,1,1,3
Derek S Green,,,,,,,,,,,,,0,2,2,1,1,0,0,1,0,3
Kendra Brooks,,,,,,,,,,,,,,0,10,0,3,3,0,0,0,3
Nicolas O'Rourke,,,,,,,,,,,,,,,0,0,2,2,0,0,0,3
Maj Toure,,,,,,,,,,,,,,,,0,1,0,2,3,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,,0,2,0,3
Joe Cox,,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,0,3
Total,79,56,0,64,63,58,58,58,56,52,52,51,46,13,11,7,6,4,3,3,1,3
,Council At Large,,,,,,,,,,,,,,,,,,District Council 6th District,,,4
,Bill Heeney,Al Taubenberger,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Katherine Gilmore Richardson,Helen Gym,Isaiah Thomas,Derek S Green,Kendra Brooks,Steve Cherniavsky,Maj Toure,Nicolas O'Rourke,Sherrie Cohen,Clarc King,Joe Cox,Write-In,Pete Smith,Bobby Henon,Write-In,4
Bill Heeney,2,68,62,62,58,9,4,2,4,2,3,3,1,2,2,1,1,0,59,21,0,4
Al Taubenberger,,0,61,57,55,13,5,3,4,4,2,3,2,1,2,1,1,0,54,21,0,4
David Oh,,,0,55,58,12,5,5,3,3,1,1,2,1,1,1,1,0,52,19,0,4
Dan Tinney,,,,0,55,10,5,3,5,2,1,2,2,0,3,0,0,0,58,14,0,4
Matt Wolfe,,,,,0,6,5,0,5,1,2,2,2,2,1,1,1,0,56,8,0,4
Allan Domb,,,,,,0,31,29,28,29,2,1,1,2,0,1,1,0,7,39,0,4
Katherine Gilmore Richardson,,,,,,,0,26,24,25,2,1,0,2,1,0,1,0,5,33,0,4
Helen Gym,,,,,,,,0,24,23,1,1,2,0,0,1,0,0,1,30,0,4
Isaiah Thomas,,,,,,,,,0,24,1,0,1,1,1,0,0,0,4,28,0,4
Derek S Green,,,,,,,,,,0,1,0,0,1,0,0,1,0,1,28,0,4
Kendra Brooks,,,,,,,,,,,0,0,0,1,0,1,0,0,0,3,0,4
Steve Cherniavsky,,,,,,,,,,,,0,2,2,0,0,0,0,3,2,0,4
Maj Toure,,,,,,,,,,,,,0,0,0,1,0,0,2,1,0,4
Nicolas O'Rourke,,,,,,,,,,,,,,0,0,0,1,0,2,2,0,4
Sherrie Cohen,,,,,,,,,,,,,,,1,0,0,0,2,0,0,4
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Joe Cox,,,,,,,,,,,,,,,,,0,0,1,1,0,4
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,4
Pete Smith,,,,,,,,,,,,,,,,,,,1,0,0,4
Bobby Henon,,,,,,,,,,,,,,,,,,,,1,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,0,4
Total,87,79,76,73,70,48,38,32,32,29,5,5,4,4,4,2,2,0,71,62,0,4
,Council At Large,,,,,,,,,,,,,,,,,,District Council 6th District,,,5
,Al Taubenberger,Bill Heeney,David Oh,Matt Wolfe,Dan Tinney,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Pete Smith,Bobby Henon,Write-In,5
Al Taubenberger,0,75,77,71,68,10,6,8,4,5,1,2,2,0,1,1,0,0,71,19,0,5
Bill Heeney,,2,76,74,71,6,6,3,0,2,1,2,2,0,1,0,1,0,72,14,0,5
David Oh,,,0,68,67,11,10,4,2,4,1,2,2,0,1,2,0,0,68,20,0,5
Matt Wolfe,,,,0,66,6,3,3,2,0,1,0,3,0,1,0,0,0,67,10,0,5
Dan Tinney,,,,,1,9,4,3,4,4,1,0,0,0,1,0,1,0,64,13,0,5
Allan Domb,,,,,,0,44,44,46,43,2,2,0,0,0,0,0,0,9,52,0,5
Helen Gym,,,,,,,0,47,46,44,5,2,1,3,2,2,2,0,6,53,0,5
Katherine Gilmore Richardson,,,,,,,,0,47,44,5,3,2,1,0,1,1,0,5,50,0,5
Derek S Green,,,,,,,,,0,45,4,1,1,1,0,1,0,0,4,49,0,5
Isaiah Thomas,,,,,,,,,,0,2,2,1,0,0,1,1,0,2,49,0,5
Kendra Brooks,,,,,,,,,,,0,5,1,3,1,1,1,0,2,6,0,5
Nicolas O'Rourke,,,,,,,,,,,,0,0,1,1,0,0,0,1,4,0,5
Maj Toure,,,,,,,,,,,,,0,0,0,0,0,0,2,2,0,5
Joe Cox,,,,,,,,,,,,,,0,1,1,1,0,0,2,0,5
Sherrie Cohen,,,,,,,,,,,,,,,0,1,0,0,1,1,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,0,0,0,0,2,0,5
Clarc King,,,,,,,,,,,,,,,,,0,0,0,2,0,5
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,5
Pete Smith,,,,,,,,,,,,,,,,,,,3,0,0,5
Bobby Henon,,,,,,,,,,,,,,,,,,,,2,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,0,5
Total,92,91,90,80,79,61,60,56,53,52,9,6,5,3,3,3,2,0,88,83,0,5
,Council At Large,,,,,,,,,,,,,,,,,,District Council 6th District,,,6
,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Kendra Brooks,Joe Cox,Nicolas O'Rourke,Maj Toure,Clarc King,Sherrie Cohen,Steve Cherniavsky,Write-In,Bobby Henon,Pete Smith,Write-In,6
Al Taubenberger,0,70,70,63,59,13,7,6,6,3,2,2,0,1,0,0,1,0,32,53,0,6
Bill Heeney,,0,66,67,61,10,5,5,4,1,0,2,0,1,1,0,1,0,26,54,0,6
David Oh,,,0,61,57,10,8,2,7,4,0,2,0,0,1,0,0,0,27,49,0,6
Dan Tinney,,,,1,57,9,7,3,3,2,1,2,0,3,0,0,0,0,22,50,0,6
Matt Wolfe,,,,,0,2,5,2,3,2,1,0,1,1,0,0,0,0,17,47,0,6
Allan Domb,,,,,,1,38,34,30,30,4,1,1,1,0,0,0,0,42,5,0,6
Helen Gym,,,,,,,0,35,35,31,6,3,3,1,0,0,0,0,40,3,0,6
Katherine Gilmore Richardson,,,,,,,,0,31,29,4,1,1,0,0,1,0,0,33,6,0,6
Isaiah Thomas,,,,,,,,,0,30,3,3,2,1,0,0,0,0,37,4,0,6
Derek S Green,,,,,,,,,,0,0,1,0,0,0,0,0,0,32,1,0,6
Kendra Brooks,,,,,,,,,,,0,2,5,0,0,1,0,0,7,1,0,6
Joe Cox,,,,,,,,,,,,0,1,1,1,0,1,0,5,2,0,6
