col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,All
,David H Conroy,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
David H Conroy,73,0,"7,051","6,342",498,367,4,All
Write-In,,0,1,2,4,5,4,All
Daniel D Mccaffery,,,161,"6,252",287,139,1,All
Amanda Green-Hawkins,,,,76,65,72,0,All
Megan Mccarthy King,,,,,32,887,0,All
Christylee Peck,,,,,,18,0,All
Write-In,,,,,,,0,All
Total,"7,724",9,"7,580","6,736","1,292","1,125",8,All
,Judge Of The Superior Court,,,,,Judge Of The Municipal Court,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,David H Conroy,Write-In,1
Daniel D Mccaffery,7,209,11,4,0,235,0,1
Amanda Green-Hawkins,,1,1,3,0,210,0,1
Megan Mccarthy King,,,0,40,0,11,0,1
Christylee Peck,,,,1,0,11,0,1
Write-In,,,,,0,0,0,1
David H Conroy,,,,,,4,0,1
Write-In,,,,,,,0,1
Total,260,224,52,48,0,257,0,1
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,2
,David H Conroy,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,2
David H Conroy,3,0,218,184,25,13,0,2
Write-In,,0,0,0,0,0,2,2
Daniel D Mccaffery,,,8,184,15,4,0,2
Amanda Green-Hawkins,,,,0,3,1,0,2
Megan Mccarthy King,,,,,2,48,0,2
Christylee Peck,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,238,1,235,192,69,54,2,2
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,3
,David H Conroy,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,3
David H Conroy,5,0,259,209,21,14,0,3
Write-In,,0,0,0,0,0,0,3
Daniel D Mccaffery,,,7,206,13,9,0,3
Amanda Green-Hawkins,,,,6,5,1,0,3
Megan Mccarthy King,,,,,0,43,0,3
Christylee Peck,,,,,,1,0,3
Write-In,,,,,,,0,3
Total,283,0,280,224,63,54,0,3
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,4
,David H Conroy,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,4
David H Conroy,1,0,303,261,26,24,0,4
Write-In,,0,0,0,0,0,0,4
Daniel D Mccaffery,,,6,260,13,10,0,4
Amanda Green-Hawkins,,,,2,3,2,0,4
Megan Mccarthy King,,,,,1,41,0,4
Christylee Peck,,,,,,1,0,4
Write-In,,,,,,,0,4
Total,339,0,333,284,58,55,0,4
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,5
,David H Conroy,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,5
David H Conroy,6,0,215,181,20,15,0,5
Write-In,,0,0,0,0,0,0,5
Daniel D Mccaffery,,,6,174,10,3,0,5
Amanda Green-Hawkins,,,,0,4,7,0,5
Megan Mccarthy King,,,,,3,34,0,5
Christylee Peck,,,,,,1,0,5
Write-In,,,,,,,0,5
Total,243,0,230,191,51,45,0,5
,Judge Of The Superior Court,,,,,Judge Of The Municipal Court,,6
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,David H Conroy,Write-In,6
Daniel D Mccaffery,5,235,8,10,0,261,0,6
Amanda Green-Hawkins,,1,3,1,0,231,0,6
Christylee Peck,,,1,13,0,10,0,6
Megan Mccarthy King,,,,1,0,10,0,6
Write-In,,,,,0,0,0,6
David H Conroy,,,,,,1,0,6
Write-In,,,,,,,0,6
Total,283,247,25,25,0,273,0,6
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,7
,David H Conroy,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,7
David H Conroy,2,0,223,201,14,10,0,7
Write-In,,0,0,1,0,0,0,7
Daniel D Mccaffery,,,4,198,7,6,0,7
Amanda Green-Hawkins,,,,2,2,2,0,7
Megan Mccarthy King,,,,,1,18,0,7
Christylee Peck,,,,,,0,0,7
Write-In,,,,,,,0,7
