col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 7th District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,David Oh,Bill Heeney,Al Taubenberger,Matt Wolfe,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Maria Quiñones Sánchez,249,0,"10,951","10,905","10,756","10,698","10,591",661,304,354,271,255,"1,108",837,206,207,143,73,79,13,All
Write-In,,2,21,22,17,17,19,12,16,11,11,12,16,14,5,3,3,2,2,15,All
Isaiah Thomas,,,63,"10,583","10,594","10,514","10,326",247,79,94,43,55,686,508,87,86,66,35,23,8,All
Helen Gym,,,,14,"10,444","10,422","10,331",287,71,117,59,50,767,582,114,134,61,30,28,10,All
Derek S Green,,,,,32,"10,398","10,298",247,52,96,51,60,531,364,81,87,57,29,18,8,All
Katherine Gilmore Richardson,,,,,,22,"10,205",138,79,107,69,66,543,406,70,72,40,22,17,5,All
Allan Domb,,,,,,,40,353,141,153,89,121,276,162,61,58,37,14,27,7,All
David Oh,,,,,,,,62,"1,246","1,279","1,189","1,181",122,68,44,55,55,25,26,5,All
Bill Heeney,,,,,,,,,51,"1,246","1,214","1,207",33,23,21,28,30,13,19,6,All
Al Taubenberger,,,,,,,,,,16,"1,185","1,206",42,25,14,28,24,4,21,3,All
Matt Wolfe,,,,,,,,,,,12,"1,171",29,20,23,16,27,14,16,0,All
Dan Tinney,,,,,,,,,,,,11,29,21,18,17,16,4,18,5,All
Kendra Brooks,,,,,,,,,,,,,12,944,164,149,73,45,44,6,All
Nicolas O'Rourke,,,,,,,,,,,,,,0,123,75,34,34,32,5,All
Joe Cox,,,,,,,,,,,,,,,4,56,43,68,32,6,All
Sherrie Cohen,,,,,,,,,,,,,,,,4,30,10,30,7,All
Maj Toure,,,,,,,,,,,,,,,,,16,21,25,0,All
Clarc King,,,,,,,,,,,,,,,,,,3,15,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,3,3,All
Write-In,,,,,,,,,,,,,,,,,,,,1,All
Total,"12,647",53,"11,372","11,266","11,090","10,992","10,946","1,896","1,526","1,513","1,392","1,390","1,353","1,021",295,274,209,116,111,35,All
