col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court,,,,,District Council 2nd District,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,All
Daniel D Mccaffery,71,"3,560",127,60,0,"3,097",431,137,All
Amanda Green-Hawkins,,29,37,21,0,"3,038",344,122,All
Megan Mccarthy King,,,0,312,0,103,363,5,All
Christylee Peck,,,,2,0,58,325,0,All
Write-In,,,,,0,0,0,0,All
Kenyatta Johnson,,,,,,99,0,0,All
Michael Bradley,,,,,,,51,0,All
Write-In,,,,,,,,3,All
Total,"4,037","3,822",500,404,0,"3,411",822,145,All
,Judge Of The Superior Court,,,,,District Council 2nd District,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,1
Daniel D Mccaffery,5,306,8,6,0,268,34,5,1
Amanda Green-Hawkins,,2,4,0,0,260,28,6,1
Megan Mccarthy King,,,0,25,0,8,27,1,1
Christylee Peck,,,,1,0,3,24,0,1
Write-In,,,,,0,0,0,0,1
Kenyatta Johnson,,,,,,7,0,0,1
Michael Bradley,,,,,,,1,0,1
Write-In,,,,,,,,0,1
Total,338,319,39,32,0,286,59,6,1
,Judge Of The Superior Court,,,,,District Council 2nd District,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,2
Daniel D Mccaffery,2,194,10,2,0,189,17,6,2
Amanda Green-Hawkins,,1,2,0,0,182,11,4,2
Megan Mccarthy King,,,0,25,0,8,31,0,2
Christylee Peck,,,,0,0,1,25,0,2
Write-In,,,,,0,0,0,0,2
Kenyatta Johnson,,,,,,6,0,0,2
Michael Bradley,,,,,,,4,0,2
Write-In,,,,,,,,0,2
Total,221,204,41,27,0,206,47,6,2
,Judge Of The Superior Court,,,,,District Council 2nd District,,,3
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,3
Daniel D Mccaffery,2,193,5,3,0,178,18,2,3
Amanda Green-Hawkins,,4,3,2,0,177,14,2,3
Christylee Peck,,,0,13,0,3,18,0,3
Megan Mccarthy King,,,,0,0,5,12,0,3
Write-In,,,,,0,0,0,0,3
Kenyatta Johnson,,,,,,2,0,0,3
Michael Bradley,,,,,,,4,0,3
Write-In,,,,,,,,0,3
Total,214,211,22,18,0,191,38,2,3
,Judge Of The Superior Court,,,,,District Council 2nd District,,,4
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,4
Daniel D Mccaffery,2,105,1,1,0,85,9,9,4
Amanda Green-Hawkins,,0,1,0,0,87,8,7,4
Megan Mccarthy King,,,0,10,0,2,11,0,4
Christylee Peck,,,,0,0,1,10,0,4
Write-In,,,,,0,0,0,0,4
Kenyatta Johnson,,,,,,4,0,0,4
Michael Bradley,,,,,,,1,0,4
Write-In,,,,,,,,0,4
Total,115,112,14,12,0,97,21,9,4
,Judge Of The Superior Court,,,,,District Council 2nd District,,,5
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,5
Amanda Green-Hawkins,4,171,3,2,0,148,23,9,5
Daniel D Mccaffery,,5,4,2,0,146,22,9,5
Megan Mccarthy King,,,0,10,0,4,13,1,5
Christylee Peck,,,,0,0,1,14,0,5
Write-In,,,,,0,0,0,0,5
Kenyatta Johnson,,,,,,6,0,0,5
Michael Bradley,,,,,,,1,0,5
Write-In,,,,,,,,1,5
Total,190,190,20,15,0,164,39,11,5
,Judge Of The Superior Court,,,,,District Council 2nd District,,,6
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,6
Daniel D Mccaffery,6,228,13,5,0,190,35,14,6
Amanda Green-Hawkins,,3,4,2,0,196,22,11,6
Megan Mccarthy King,,,0,8,0,8,19,0,6
Christylee Peck,,,,0,0,6,9,0,6
Write-In,,,,,0,0,0,0,6
Kenyatta Johnson,,,,,,4,0,0,6
Michael Bradley,,,,,,,2,0,6
Write-In,,,,,,,,0,6
Total,264,252,28,15,0,216,46,14,6
,Judge Of The Superior Court,,,,,District Council 2nd District,,,7
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,7
Daniel D Mccaffery,10,314,6,3,0,278,34,1,7
Amanda Green-Hawkins,,0,2,3,0,276,28,1,7
Megan Mccarthy King,,,0,31,0,5,33,0,7
Christylee Peck,,,,0,0,6,30,0,7
Write-In,,,,,0,0,0,0,7
Kenyatta Johnson,,,,,,10,0,0,7
Michael Bradley,,,,,,,4,0,7
Write-In,,,,,,,,1,7
Total,351,332,40,37,0,305,70,2,7
,Judge Of The Superior Court,,,,,District Council 2nd District,,,8
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,8
Daniel D Mccaffery,3,234,10,6,0,210,23,5,8
Amanda Green-Hawkins,,4,1,0,0,203,14,4,8
Megan Mccarthy King,,,0,23,0,7,26,0,8
Christylee Peck,,,,0,0,3,25,0,8
Write-In,,,,,0,0,0,0,8
Kenyatta Johnson,,,,,,4,0,0,8
Michael Bradley,,,,,,,8,0,8
Write-In,,,,,,,,0,8
Total,267,251,35,30,0,227,54,5,8
,Judge Of The Superior Court,,,,,District Council 2nd District,,,9
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,9
Daniel D Mccaffery,4,227,10,2,0,190,18,23,9
Amanda Green-Hawkins,,2,1,0,0,184,13,21,9
Megan Mccarthy King,,,0,18,0,7,22,1,9
Christylee Peck,,,,0,0,4,17,0,9
Write-In,,,,,0,0,0,0,9
Kenyatta Johnson,,,,,,3,0,0,9
Michael Bradley,,,,,,,5,0,9
Write-In,,,,,,,,0,9
Total,257,242,30,21,0,205,43,24,9
,Judge Of The Superior Court,,,,,District Council 2nd District,,,10
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,10
Daniel D Mccaffery,4,158,7,3,0,141,24,9,10
Amanda Green-Hawkins,,1,1,0,0,122,22,9,10
Megan Mccarthy King,,,0,13,0,8,13,0,10
Christylee Peck,,,,1,0,4,14,0,10
Write-In,,,,,0,0,0,0,10
Kenyatta Johnson,,,,,,5,0,0,10
Michael Bradley,,,,,,,3,0,10
Write-In,,,,,,,,0,10
Total,189,165,21,19,0,152,42,9,10
,Judge Of The Superior Court,,,,,District Council 2nd District,,,11
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,11
Daniel D Mccaffery,1,159,4,0,0,140,17,10,11
Amanda Green-Hawkins,,1,0,1,0,139,15,7,11
Megan Mccarthy King,,,0,12,0,2,14,0,11
Christylee Peck,,,,0,0,0,14,0,11
Write-In,,,,,0,0,0,0,11
Kenyatta Johnson,,,,,,1,0,0,11
Michael Bradley,,,,,,,2,0,11
Write-In,,,,,,,,0,11
Total,178,170,18,14,0,150,35,10,11
,Judge Of The Superior Court,,,,,District Council 2nd District,,,12
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,12
Daniel D Mccaffery,3,182,5,0,0,155,19,11,12
Amanda Green-Hawkins,,0,3,1,0,156,14,8,12
Megan Mccarthy King,,,0,20,0,7,19,2,12
Christylee Peck,,,,0,0,2,18,0,12
