col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,All
,David H Conroy,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Sherrie Cohen,Maj Toure,Joe Cox,Clarc King,Steve Cherniavsky,Write-In,All
David H Conroy,14,0,"3,123","3,013","2,881","2,888","2,860",674,512,136,43,26,25,28,57,47,44,28,8,5,All
Write-In,,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,1,0,1,0,All
Isaiah Thomas,,,25,"2,997","2,841","2,887","2,840",451,328,104,30,14,13,15,31,32,22,15,6,10,All
Derek S Green,,,,7,"2,768","2,831","2,807",348,255,85,28,11,12,11,39,24,16,7,4,5,All
Helen Gym,,,,,3,"2,678","2,699",390,296,86,19,10,13,8,49,21,26,12,6,7,All
Katherine Gilmore Richardson,,,,,,7,"2,724",269,187,42,16,8,7,10,14,9,12,10,1,4,All
Allan Domb,,,,,,,11,219,135,73,18,9,10,10,15,11,10,4,6,1,All
Kendra Brooks,,,,,,,,15,645,78,10,6,5,7,60,35,35,20,11,3,All
Nicolas O'Rourke,,,,,,,,,0,39,4,5,2,1,42,22,18,12,5,2,All
David Oh,,,,,,,,,,10,87,74,79,75,9,12,9,5,3,0,All
Al Taubenberger,,,,,,,,,,,1,79,71,76,2,5,0,0,3,0,All
Bill Heeney,,,,,,,,,,,,0,69,70,2,3,0,0,1,2,All
Matt Wolfe,,,,,,,,,,,,,1,71,2,8,1,0,1,0,All
Dan Tinney,,,,,,,,,,,,,,1,0,6,0,2,2,0,All
Sherrie Cohen,,,,,,,,,,,,,,,3,3,7,2,2,1,All
Maj Toure,,,,,,,,,,,,,,,,5,6,6,2,0,All
Joe Cox,,,,,,,,,,,,,,,,,0,18,4,1,All
Clarc King,,,,,,,,,,,,,,,,,,0,2,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,556",3,"3,340","3,175","3,064","3,017","3,001",886,658,254,123,102,101,100,79,70,53,33,17,12,All
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,1
,David H Conroy,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Al Taubenberger,Maj Toure,Matt Wolfe,Clarc King,Dan Tinney,Sherrie Cohen,Steve Cherniavsky,Bill Heeney,Write-In,1
David H Conroy,0,0,151,145,139,137,132,46,34,8,7,4,3,2,4,3,3,2,0,1,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,3,137,134,132,124,30,19,5,3,4,4,1,1,2,3,2,0,0,1
Derek S Green,,,,0,127,132,122,24,17,4,2,2,2,1,1,2,1,1,0,1,1
Helen Gym,,,,,0,121,125,28,17,7,6,1,2,2,1,1,2,3,1,0,1
Katherine Gilmore Richardson,,,,,,0,119,20,14,2,2,2,0,1,2,2,1,0,0,0,1
Allan Domb,,,,,,,0,14,8,3,1,4,0,1,0,2,0,2,1,1,1
Kendra Brooks,,,,,,,,1,43,4,7,1,4,0,3,1,3,3,0,0,1
Nicolas O'Rourke,,,,,,,,,0,1,4,1,3,0,2,0,0,2,0,0,1
David Oh,,,,,,,,,,1,2,3,1,4,1,2,1,0,2,0,1
Joe Cox,,,,,,,,,,,0,0,0,0,3,0,1,1,0,0,1
Al Taubenberger,,,,,,,,,,,,0,0,2,0,1,0,0,2,0,1
Maj Toure,,,,,,,,,,,,,0,1,0,1,1,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,0,0,1,1,0,3,0,1
Clarc King,,,,,,,,,,,,,,,0,0,1,1,0,0,1
Dan Tinney,,,,,,,,,,,,,,,,0,0,0,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,0,1
Total,179,0,161,150,150,140,136,60,43,13,8,7,6,6,4,4,4,4,3,1,1
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,2
,David H Conroy,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Joe Cox,Al Taubenberger,Bill Heeney,Clarc King,Dan Tinney,Matt Wolfe,Maj Toure,Steve Cherniavsky,Write-In,2
David H Conroy,0,0,104,105,99,94,97,24,20,8,7,7,2,1,3,0,0,2,1,0,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Helen Gym,,,1,97,101,95,95,14,13,5,5,2,1,2,0,0,0,1,0,0,2
Isaiah Thomas,,,,0,102,96,97,14,12,6,3,3,1,0,1,1,1,1,0,0,2
Derek S Green,,,,,0,97,97,12,10,3,2,2,0,1,1,0,0,0,0,0,2
Allan Domb,,,,,,0,92,7,6,3,1,1,0,0,0,1,1,0,0,0,2
Katherine Gilmore Richardson,,,,,,,0,7,5,4,2,2,1,0,1,0,0,0,0,0,2
Kendra Brooks,,,,,,,,0,28,2,8,4,0,0,1,0,0,0,1,0,2
Nicolas O'Rourke,,,,,,,,,0,1,8,4,0,0,1,0,0,0,1,0,2
David Oh,,,,,,,,,,0,0,0,4,3,0,3,3,0,0,0,2
Sherrie Cohen,,,,,,,,,,,0,2,0,0,0,0,0,1,0,0,2
Joe Cox,,,,,,,,,,,,0,0,0,3,0,0,1,1,0,2
Al Taubenberger,,,,,,,,,,,,,0,3,0,2,2,0,0,0,2
Bill Heeney,,,,,,,,,,,,,,0,0,2,2,0,0,0,2
Clarc King,,,,,,,,,,,,,,,0,0,0,0,1,0,2
Dan Tinney,,,,,,,,,,,,,,,,0,3,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,,,0,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,,,,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,2
