col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,All
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Sherrie Cohen,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Rochelle Bilal,4,0,"1,483","1,437","1,418","1,393","1,340",278,208,60,62,58,23,21,19,9,26,19,11,0,All
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Helen Gym,,,4,"1,384","1,367","1,353","1,303",232,171,39,46,44,12,8,7,4,11,7,7,0,All
Isaiah Thomas,,,,7,"1,359","1,351","1,277",189,136,29,21,22,4,4,3,2,10,4,2,1,All
Derek S Green,,,,,4,"1,316","1,299",159,107,33,25,23,8,8,5,1,10,4,2,1,All
Katherine Gilmore Richardson,,,,,,3,"1,248",161,126,7,16,21,3,6,1,1,5,2,1,0,All
Allan Domb,,,,,,,7,79,43,31,17,16,12,8,10,3,6,7,3,0,All
Kendra Brooks,,,,,,,,1,244,15,47,51,3,9,4,1,13,12,8,1,All
Nicolas O'Rourke,,,,,,,,,0,10,26,31,1,8,2,2,9,6,5,1,All
David Oh,,,,,,,,,,8,12,6,48,43,44,39,11,4,6,0,All
Joe Cox,,,,,,,,,,,0,16,3,1,5,1,7,13,13,0,All
Sherrie Cohen,,,,,,,,,,,,0,3,6,2,1,10,6,1,0,All
Al Taubenberger,,,,,,,,,,,,,0,41,44,40,8,1,1,0,All
Dan Tinney,,,,,,,,,,,,,,1,42,39,4,0,2,0,All
Matt Wolfe,,,,,,,,,,,,,,,2,39,5,1,2,0,All
Bill Heeney,,,,,,,,,,,,,,,,1,3,2,2,0,All
Maj Toure,,,,,,,,,,,,,,,,,3,6,3,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,2,0,All
Clarc King,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,634",0,"1,535","1,488","1,457","1,422","1,370",337,256,113,74,66,61,61,60,47,38,22,17,1,All
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,1
,Rochelle Bilal,Write-In,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Al Taubenberger,Joe Cox,Dan Tinney,Matt Wolfe,Bill Heeney,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,1
Rochelle Bilal,1,0,216,181,182,176,156,86,67,24,15,9,13,7,6,4,3,3,1,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,2,174,173,167,147,84,63,18,13,4,11,4,2,3,3,1,1,0,1
Derek S Green,,,,1,151,145,141,50,35,12,9,3,5,3,1,0,1,0,0,0,1
Isaiah Thomas,,,,,0,158,132,53,39,9,5,1,3,2,0,1,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,0,125,53,43,2,5,0,7,1,0,0,0,0,0,0,1
Allan Domb,,,,,,,1,26,17,14,6,6,4,5,4,2,1,0,1,0,1
Kendra Brooks,,,,,,,,0,73,3,10,0,9,1,1,0,0,1,1,0,1
Nicolas O'Rourke,,,,,,,,,0,1,11,1,4,1,0,0,0,1,1,0,1
David Oh,,,,,,,,,,2,3,15,5,10,10,10,4,5,1,0,1
Sherrie Cohen,,,,,,,,,,,0,1,2,0,1,0,1,2,0,0,1
Al Taubenberger,,,,,,,,,,,,0,1,9,9,9,1,2,0,0,1
Joe Cox,,,,,,,,,,,,,0,0,1,0,2,3,1,0,1
Dan Tinney,,,,,,,,,,,,,,0,8,8,2,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,0,8,1,2,1,0,1
Bill Heeney,,,,,,,,,,,,,,,,0,2,1,1,0,1
Clarc King,,,,,,,,,,,,,,,,,0,1,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,0,1,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,0,1
Total,248,0,231,192,188,181,162,97,79,37,18,16,16,14,13,12,5,5,3,0,1
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,2
,Rochelle Bilal,Write-In,Helen Gym,Derek S Green,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,David Oh,Maj Toure,Dan Tinney,Sherrie Cohen,Al Taubenberger,Matt Wolfe,Bill Heeney,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,2
Rochelle Bilal,0,0,157,159,157,152,153,20,19,5,6,3,3,1,0,0,0,1,0,0,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Helen Gym,,,1,154,150,154,147,14,13,3,4,0,2,1,1,0,0,1,0,0,2
Derek S Green,,,,0,155,151,150,14,12,5,3,1,1,1,0,0,1,0,0,0,2
Isaiah Thomas,,,,,1,148,148,13,10,4,3,1,1,0,0,0,1,0,0,0,2
Allan Domb,,,,,,0,147,7,6,3,1,0,0,1,1,0,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,0,7,7,0,1,2,2,0,0,0,0,0,0,0,2
Kendra Brooks,,,,,,,,0,26,4,5,3,4,0,0,0,1,1,0,0,2
Nicolas O'Rourke,,,,,,,,,0,3,5,3,3,0,0,0,0,1,0,0,2
David Oh,,,,,,,,,,1,0,2,0,3,3,2,1,0,0,0,2
Maj Toure,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,2
Dan Tinney,,,,,,,,,,,,0,2,2,2,2,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,0,2,2,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,0,2,0,0,0,0,2
Bill Heeney,,,,,,,,,,,,,,,,0,0,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,,,0,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,0,2
Total,170,0,165,163,160,156,153,30,27,10,9,6,4,3,3,2,1,1,0,0,2
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,3
,Rochelle Bilal,Write-In,Derek S Green,Isaiah Thomas,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,David Oh,Joe Cox,Dan Tinney,Al Taubenberger,Bill Heeney,Maj Toure,Steve Cherniavsky,Matt Wolfe,Clarc King,Write-In,3
Rochelle Bilal,2,0,133,131,127,126,124,16,8,8,3,5,1,2,2,3,3,1,0,0,3
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Derek S Green,,,1,127,125,126,122,10,4,3,2,1,1,2,0,2,0,0,0,0,3
Isaiah Thomas,,,,0,122,121,123,11,4,5,2,3,0,1,1,2,2,0,0,0,3
Helen Gym,,,,,0,121,118,10,6,4,2,1,0,2,0,1,0,1,0,0,3
Allan Domb,,,,,,0,118,8,4,1,2,1,0,1,1,0,0,0,0,0,3
Katherine Gilmore Richardson,,,,,,,0,8,3,2,0,0,0,1,0,0,0,0,0,0,3
Kendra Brooks,,,,,,,,0,11,6,1,2,1,1,1,0,2,1,0,0,3
Nicolas O'Rourke,,,,,,,,,0,2,1,1,1,0,2,0,1,1,0,0,3
Sherrie Cohen,,,,,,,,,,0,0,3,0,0,1,1,3,1,0,0,3
David Oh,,,,,,,,,,,0,0,2,1,1,1,0,1,0,0,3
Joe Cox,,,,,,,,,,,,0,0,0,1,0,3,0,0,0,3
Dan Tinney,,,,,,,,,,,,,1,1,1,0,0,1,0,0,3
Al Taubenberger,,,,,,,,,,,,,,0,1,0,0,1,0,0,3
Bill Heeney,,,,,,,,,,,,,,,0,0,1,1,0,0,3
Maj Toure,,,,,,,,,,,,,,,,0,0,0,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,3
Matt Wolfe,,,,,,,,,,,,,,,,,,0,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,0,3
Total,145,0,136,134,131,129,126,20,12,8,5,5,4,3,3,3,3,2,0,0,3
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,4
,Rochelle Bilal,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,David Oh,Matt Wolfe,Joe Cox,Dan Tinney,Sherrie Cohen,Al Taubenberger,Bill Heeney,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,4
Rochelle Bilal,1,0,254,253,250,249,246,16,10,3,3,5,1,2,0,0,2,3,1,0,4
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Isaiah Thomas,,,2,253,245,246,245,12,6,3,2,3,1,3,0,0,2,1,1,0,4
Derek S Green,,,,1,248,248,245,14,6,1,1,3,0,2,0,0,0,0,0,0,4
Allan Domb,,,,,1,244,238,7,3,1,1,1,0,3,0,0,1,1,0,0,4
Helen Gym,,,,,,0,242,10,5,1,1,3,1,1,0,0,0,0,0,0,4
Katherine Gilmore Richardson,,,,,,,0,9,6,1,0,2,0,0,0,0,0,0,0,0,4
Kendra Brooks,,,,,,,,0,10,0,0,3,1,3,0,0,0,1,0,0,4
Nicolas O'Rourke,,,,,,,,,0,1,0,2,1,1,0,0,1,1,1,0,4
David Oh,,,,,,,,,,0,4,0,3,0,3,3,2,0,1,0,4
Matt Wolfe,,,,,,,,,,,0,0,3,0,3,3,1,0,0,0,4
Joe Cox,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,4
Dan Tinney,,,,,,,,,,,,,0,1,2,2,0,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,0,0,0,1,1,0,0,4
Al Taubenberger,,,,,,,,,,,,,,,0,3,1,0,0,0,4
Bill Heeney,,,,,,,,,,,,,,,,0,1,0,0,0,4
Maj Toure,,,,,,,,,,,,,,,,,0,1,1,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,4
Clarc King,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,0,4
Total,269,0,260,258,255,252,248,20,12,7,6,5,4,4,3,3,3,3,1,0,4
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,5
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Dan Tinney,Joe Cox,Matt Wolfe,Sherrie Cohen,Clarc King,Steve Cherniavsky,Maj Toure,Write-In,5
Rochelle Bilal,0,0,88,86,88,80,82,19,15,2,2,1,1,4,1,4,1,1,0,0,5
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Helen Gym,,,0,83,83,77,79,14,12,1,1,0,0,4,0,3,0,0,0,0,5
Isaiah Thomas,,,,1,84,77,81,12,10,1,0,0,0,1,0,1,0,0,0,0,5
Katherine Gilmore Richardson,,,,,1,77,80,13,10,0,0,0,0,1,0,2,0,0,0,0,5
Allan Domb,,,,,,3,77,4,1,1,1,0,0,0,0,1,0,0,0,0,5
Derek S Green,,,,,,,0,8,6,1,0,0,0,0,0,0,0,0,0,0,5
Kendra Brooks,,,,,,,,0,19,0,1,0,0,5,0,4,1,1,0,0,5
Nicolas O'Rourke,,,,,,,,,0,0,0,0,0,4,0,2,1,1,0,0,5
David Oh,,,,,,,,,,4,5,5,5,0,5,0,0,0,0,0,5
Al Taubenberger,,,,,,,,,,,0,5,5,0,5,1,0,0,0,0,5
Bill Heeney,,,,,,,,,,,,0,5,0,5,0,0,0,0,0,5
Dan Tinney,,,,,,,,,,,,,0,0,5,0,0,0,0,0,5
Joe Cox,,,,,,,,,,,,,,0,0,2,1,1,0,0,5
Matt Wolfe,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,0,5
Clarc King,,,,,,,,,,,,,,,,,0,1,0,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,5
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,0,5
Total,97,0,90,89,89,83,83,23,19,10,6,5,5,5,5,4,1,1,0,0,5
,Council At Large,,,,,,,,,,,,,,,,,,Sheriff,,6
,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Clarc King,Joe Cox,Kendra Brooks,Al Taubenberger,Bill Heeney,Dan Tinney,David Oh,Maj Toure,Matt Wolfe,Nicolas O'Rourke,Sherrie Cohen,Steve Cherniavsky,Write-In,Rochelle Bilal,Write-In,6
Isaiah Thomas,1,113,111,112,112,1,1,2,0,0,0,0,0,0,0,0,0,0,113,0,6
Derek S Green,,0,111,112,111,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,6
Helen Gym,,,0,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,6
Katherine Gilmore Richardson,,,,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,6
Allan Domb,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112,0,6
Clarc King,,,,,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Joe Cox,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Kendra Brooks,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,6
Al Taubenberger,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6
Bill Heeney,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,6
Dan Tinney,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6
David Oh,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6
Maj Toure,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6
Matt Wolfe,,,,,,,,,,,,,,0,0,0,0,0,0,0,6
Nicolas O'Rourke,,,,,,,,,,,,,,,0,0,0,0,0,0,6
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,0,6
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,6
Write-In,,,,,,,,,,,,,,,,,,0,0,0,6
Rochelle Bilal,,,,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,,0,6
Total,117,113,113,113,112,2,2,2,0,0,0,0,0,0,0,0,0,0,115,0,6
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,7
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,Joe Cox,David Oh,Matt Wolfe,Sherrie Cohen,Dan Tinney,Maj Toure,Steve Cherniavsky,Al Taubenberger,Bill Heeney,Clarc King,Write-In,7
Rochelle Bilal,0,0,89,77,77,80,68,40,31,11,5,5,6,4,4,4,2,1,1,0,7
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Helen Gym,,,0,77,77,72,62,37,29,5,2,2,4,2,3,1,1,1,0,0,7
Isaiah Thomas,,,,1,70,68,57,28,23,1,0,1,1,0,0,0,0,0,0,0,7
Katherine Gilmore Richardson,,,,,0,65,56,27,24,2,1,1,3,2,1,0,1,1,0,0,7
Derek S Green,,,,,,0,60,21,15,7,3,3,2,2,1,2,0,1,0,0,7
Allan Domb,,,,,,,0,10,6,4,3,3,0,0,1,3,1,0,1,0,7
Kendra Brooks,,,,,,,,1,39,6,2,2,7,2,2,2,1,0,1,0,7
Nicolas O'Rourke,,,,,,,,,0,3,2,1,3,2,0,0,0,0,0,0,7
Joe Cox,,,,,,,,,,0,4,4,1,1,2,3,0,0,1,0,7
David Oh,,,,,,,,,,,1,3,1,3,1,3,2,2,0,0,7
Matt Wolfe,,,,,,,,,,,,0,0,3,0,0,2,2,1,0,7
Sherrie Cohen,,,,,,,,,,,,,0,2,2,1,0,0,0,0,7
Dan Tinney,,,,,,,,,,,,,,0,0,0,2,3,0,0,7
Maj Toure,,,,,,,,,,,,,,,1,2,1,0,0,0,7
Steve Cherniavsky,,,,,,,,,,,,,,,,0,0,0,0,0,7
Al Taubenberger,,,,,,,,,,,,,,,,,0,2,0,0,7
Bill Heeney,,,,,,,,,,,,,,,,,,0,0,0,7
Clarc King,,,,,,,,,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,,,,,,,,,0,7
Total,106,0,96,84,83,81,68,51,39,12,9,7,7,6,6,5,4,3,1,0,7
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,8
,Rochelle Bilal,Write-In,Allan Domb,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Al Taubenberger,Bill Heeney,Clarc King,Dan Tinney,David Oh,Joe Cox,Maj Toure,Matt Wolfe,Sherrie Cohen,Steve Cherniavsky,Write-In,8
Rochelle Bilal,0,0,42,42,42,40,41,3,2,0,0,0,0,0,0,0,0,0,0,0,8
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Allan Domb,,,0,42,42,40,41,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Helen Gym,,,,0,42,40,41,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Isaiah Thomas,,,,,0,40,41,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Derek S Green,,,,,,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Katherine Gilmore Richardson,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Kendra Brooks,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,8
Nicolas O'Rourke,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8
Al Taubenberger,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8
Bill Heeney,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8
Clarc King,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8
Dan Tinney,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8
David Oh,,,,,,,,,,,,,,0,0,0,0,0,0,0,8
Joe Cox,,,,,,,,,,,,,,,0,0,0,0,0,0,8
Maj Toure,,,,,,,,,,,,,,,,0,0,0,0,0,8
Matt Wolfe,,,,,,,,,,,,,,,,,0,0,0,0,8
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,8
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,,,,,,,,,0,8
Total,44,0,42,42,42,41,41,3,2,0,0,0,0,0,0,0,0,0,0,0,8
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,9
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Kendra Brooks,David Oh,Dan Tinney,Nicolas O'Rourke,Matt Wolfe,Sherrie Cohen,Al Taubenberger,Joe Cox,Bill Heeney,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,9
Rochelle Bilal,0,0,117,114,110,111,110,14,4,2,7,0,6,0,5,0,2,2,0,0,9
