col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Council 6th District,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Bobby Henon,Pete Smith,Write-In,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Crystal B Powell,Carmella Jacquinto,Joshua Roberts,James C Crumlish,Write-In,All
Bobby Henon,27,0,0,397,401,390,396,396,392,387,0,All
Pete Smith,,114,0,24,16,21,15,16,16,16,8,All
Write-In,,,0,0,0,0,0,0,0,0,0,All
Jennifer Schultz,,,,2,414,414,410,410,411,406,0,All
Tiffany Palmer,,,,,3,407,409,406,407,403,0,All
Anthony Kyriakakis,,,,,,0,404,404,406,407,0,All
Crystal B Powell,,,,,,,2,404,405,401,0,All
Carmella Jacquinto,,,,,,,,0,407,403,0,All
Joshua Roberts,,,,,,,,,1,403,0,All
James C Crumlish,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,0,All
Total,443,150,0,434,428,421,421,419,416,411,8,All
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 6th District,,,17
,Jennifer Schultz,Crystal B Powell,Tiffany Palmer,Carmella Jacquinto,James C Crumlish,Anthony Kyriakakis,Joshua Roberts,Write-In,Bobby Henon,Pete Smith,Write-In,17
Jennifer Schultz,0,99,99,100,99,99,98,0,97,6,0,17
Crystal B Powell,,1,98,97,97,97,97,0,97,5,0,17
Tiffany Palmer,,,0,99,97,97,97,0,98,4,0,17
Carmella Jacquinto,,,,0,98,97,98,0,96,4,0,17
James C Crumlish,,,,,0,98,97,0,95,4,0,17
Anthony Kyriakakis,,,,,,0,97,0,95,4,0,17
Joshua Roberts,,,,,,,0,0,94,4,0,17
Write-In,,,,,,,,0,0,0,0,17
Bobby Henon,,,,,,,,,2,0,0,17
Pete Smith,,,,,,,,,,16,0,17
Write-In,,,,,,,,,,,0,17
Total,105,104,102,101,100,99,98,0,104,24,0,17
,District Council 6th District,,,Judge Of The Court Of Common Pleas,,,,,,,,21
,Bobby Henon,Pete Smith,Write-In,Anthony Kyriakakis,Carmella Jacquinto,Tiffany Palmer,Jennifer Schultz,Joshua Roberts,Crystal B Powell,James C Crumlish,Write-In,21
Bobby Henon,5,0,0,51,53,53,52,51,52,51,0,21
Pete Smith,,12,0,2,1,0,1,2,0,0,0,21
Write-In,,,0,0,0,0,0,0,0,0,0,21
Anthony Kyriakakis,,,,0,51,51,51,51,51,52,0,21
Carmella Jacquinto,,,,,0,52,52,52,52,51,0,21
Tiffany Palmer,,,,,,1,52,51,52,51,0,21
Jennifer Schultz,,,,,,,0,52,52,51,0,21
Joshua Roberts,,,,,,,,0,51,51,0,21
Crystal B Powell,,,,,,,,,0,51,0,21
James C Crumlish,,,,,,,,,,0,0,21
Write-In,,,,,,,,,,,0,21
Total,59,16,0,54,54,54,53,53,52,52,0,21
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 6th District,,,22
,Jennifer Schultz,Anthony Kyriakakis,Crystal B Powell,Joshua Roberts,Tiffany Palmer,Carmella Jacquinto,James C Crumlish,Write-In,Bobby Henon,Pete Smith,Write-In,22
Jennifer Schultz,1,79,77,77,78,77,76,0,73,7,0,22
Anthony Kyriakakis,,0,77,77,77,77,76,0,72,5,0,22
Crystal B Powell,,,0,77,77,77,76,0,73,3,0,22
Joshua Roberts,,,,1,77,77,76,0,72,3,0,22
Tiffany Palmer,,,,,0,77,76,0,72,4,0,22
Carmella Jacquinto,,,,,,0,76,0,72,3,0,22
James C Crumlish,,,,,,,0,0,71,3,0,22
Write-In,,,,,,,,0,0,1,0,22
Bobby Henon,,,,,,,,,6,0,0,22
Pete Smith,,,,,,,,,,15,0,22
Write-In,,,,,,,,,,,0,22
Total,83,79,78,78,78,77,76,1,80,23,0,22
,District Council 6th District,,,Judge Of The Court Of Common Pleas,,,,,,,,24
,Bobby Henon,Pete Smith,Write-In,Tiffany Palmer,Jennifer Schultz,Crystal B Powell,Anthony Kyriakakis,Joshua Roberts,Carmella Jacquinto,James C Crumlish,Write-In,24
Bobby Henon,3,0,0,68,66,65,64,65,65,63,0,24
Pete Smith,,17,0,2,4,3,3,3,2,2,0,24
Write-In,,,0,0,0,0,0,0,0,0,0,24
Tiffany Palmer,,,,1,69,69,67,68,66,66,0,24
Jennifer Schultz,,,,,0,68,69,68,66,66,0,24
Crystal B Powell,,,,,,0,67,67,66,66,0,24
Anthony Kyriakakis,,,,,,,0,66,66,66,0,24
Joshua Roberts,,,,,,,,0,66,66,0,24
Carmella Jacquinto,,,,,,,,,0,66,0,24
James C Crumlish,,,,,,,,,,0,0,24
Write-In,,,,,,,,,,,0,24
Total,73,21,0,73,72,70,69,69,68,66,0,24
