col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 10th District,,,Judge Of The Superior Court,,,,,All
,Brian O'Neill,Judy Moore,Write-In,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,All
Brian O'Neill,"1,512",0,0,"3,667","11,513","10,604","1,385",4,All
Judy Moore,,808,0,"10,662","1,549","1,088","9,617",1,All
Write-In,,,6,1,7,7,1,1,All
Daniel D Mccaffery,,,,161,"1,534",680,"10,206",1,All
Megan Mccarthy King,,,,,94,"10,760",168,0,All
Christylee Peck,,,,,,31,165,0,All
Amanda Green-Hawkins,,,,,,,86,0,All
Write-In,,,,,,,,0,All
Total,"16,116","13,196",15,"14,706","13,384","11,937","11,266",6,All
