col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 1st District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,All
Mark F Squilla,32,0,0,"4,247","3,481","3,447","3,146","3,008","2,684","2,166",464,224,218,141,141,403,285,118,95,79,11,All
Daniel Orsino,,1,0,113,78,61,71,115,97,73,555,515,511,527,498,43,32,39,39,28,3,All
Write-In,,,0,15,10,8,5,4,14,12,0,0,0,0,0,3,2,2,1,1,0,All
Helen Gym,,,,5,"3,200","3,181","2,778","2,759","2,425","1,922",300,89,123,47,27,335,240,94,50,47,5,All
Katherine Gilmore Richardson,,,,,2,"2,813","2,594","2,301","1,625","1,244",127,59,115,39,25,149,107,47,28,30,5,All
Isaiah Thomas,,,,,,4,"2,599","2,233","1,607","1,316",155,54,45,20,18,150,93,26,44,23,4,All
Derek S Green,,,,,,,1,"2,199","1,186",877,165,73,59,30,13,119,121,43,47,26,3,All
Allan Domb,,,,,,,,11,922,623,354,162,184,102,93,123,90,59,45,39,6,All
Kendra Brooks,,,,,,,,,0,"2,454",159,37,83,19,14,344,249,85,61,29,1,All
Nicolas O'Rourke,,,,,,,,,,0,119,24,16,16,12,253,150,68,39,25,1,All
David Oh,,,,,,,,,,,14,608,564,585,545,52,42,33,37,39,2,All
Al Taubenberger,,,,,,,,,,,,0,568,557,542,11,13,16,27,16,2,All
Dan Tinney,,,,,,,,,,,,,1,552,532,8,11,15,13,10,4,All
Matt Wolfe,,,,,,,,,,,,,,4,562,11,6,17,21,20,1,All
Bill Heeney,,,,,,,,,,,,,,,2,6,5,5,14,10,5,All
Joe Cox,,,,,,,,,,,,,,,,4,83,65,47,63,4,All
Sherrie Cohen,,,,,,,,,,,,,,,,,1,34,28,16,3,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,26,23,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,9,17,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"5,275",739,17,"4,645","3,713","3,679","3,315","3,261","3,089","2,514","1,086",769,758,700,656,504,344,170,158,125,15,All
,District Council 1st District,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Mark F Squilla,Daniel Orsino,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Kendra Brooks,David Oh,Nicolas O'Rourke,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,Clarc King,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Write-In,1
Mark F Squilla,3,0,0,217,180,187,178,169,122,40,94,23,24,23,26,20,20,15,5,4,0,1
Daniel Orsino,,0,0,7,10,4,2,7,3,53,1,50,47,49,46,10,3,2,5,4,0,1
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,1,154,171,158,150,98,15,71,5,5,4,7,10,13,13,3,4,0,1
Allan Domb,,,,,0,124,127,126,54,31,34,15,13,13,16,14,7,5,1,1,0,1
Katherine Gilmore Richardson,,,,,,0,148,145,74,3,55,3,1,2,8,4,9,7,2,1,0,1
Isaiah Thomas,,,,,,,0,139,63,6,52,3,0,1,2,3,7,1,2,1,0,1
Derek S Green,,,,,,,,0,51,12,34,5,2,1,3,4,9,9,5,3,0,1
Kendra Brooks,,,,,,,,,0,4,97,5,3,3,4,6,14,13,2,2,0,1
David Oh,,,,,,,,,,1,2,62,65,62,57,18,3,3,2,1,0,1
Nicolas O'Rourke,,,,,,,,,,,0,1,2,2,0,5,10,3,1,1,0,1
Al Taubenberger,,,,,,,,,,,,0,63,57,57,12,2,0,2,1,0,1
Matt Wolfe,,,,,,,,,,,,,0,64,58,12,0,0,2,0,0,1
Bill Heeney,,,,,,,,,,,,,,0,54,8,0,0,2,0,0,1
Dan Tinney,,,,,,,,,,,,,,,0,7,2,0,1,0,0,1
Clarc King,,,,,,,,,,,,,,,,0,5,2,3,5,0,1
Joe Cox,,,,,,,,,,,,,,,,,0,4,5,4,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,4,3,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,0,3,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,295,65,0,231,196,193,182,178,131,100,100,80,78,74,73,37,25,17,10,8,0,1
,District Council 1st District,,,Council At Large,,,,,,,,,,,,,,,,,,2
