col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 8th District,,,Judge Of The Superior Court,,,,,All
,Cindy Bass,Greg Paulmier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,All
Cindy Bass,42,0,0,"1,467","1,414",24,11,0,All
Greg Paulmier,,1,0,19,15,3,3,0,All
Write-In,,,0,0,0,0,0,0,All
Amanda Green-Hawkins,,,,21,"1,408",11,6,0,All
Daniel D Mccaffery,,,,,11,4,2,0,All
Megan Mccarthy King,,,,,,2,31,0,All
Christylee Peck,,,,,,,1,0,All
Write-In,,,,,,,,0,All
Total,"1,558",22,0,"1,526","1,456",55,40,0,All
,District Council 8th District,,,Judge Of The Superior Court,,,,,4
,Cindy Bass,Greg Paulmier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,4
Cindy Bass,6,0,0,115,105,4,0,0,4
Greg Paulmier,,0,0,2,2,0,0,0,4
Write-In,,,0,0,0,0,0,0,4
Amanda Green-Hawkins,,,,1,107,3,0,0,4
Daniel D Mccaffery,,,,,1,0,0,0,4
Megan Mccarthy King,,,,,,0,1,0,4
Christylee Peck,,,,,,,0,0,4
Write-In,,,,,,,,0,4
Total,124,2,0,120,110,5,1,0,4
,Judge Of The Superior Court,,,,,District Council 8th District,,,5
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Cindy Bass,Greg Paulmier,Write-In,5
Amanda Green-Hawkins,7,149,2,1,0,161,2,0,5
Daniel D Mccaffery,,0,0,0,0,151,1,0,5
Megan Mccarthy King,,,0,2,0,3,0,0,5
Christylee Peck,,,,0,0,1,1,0,5
Write-In,,,,,0,0,0,0,5
Cindy Bass,,,,,,3,0,0,5
Greg Paulmier,,,,,,,0,0,5
Write-In,,,,,,,,0,5
Total,172,154,4,3,0,170,2,0,5
,District Council 8th District,,,Judge Of The Superior Court,,,,,9
,Cindy Bass,Greg Paulmier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,9
Cindy Bass,5,0,0,227,220,7,3,0,9
Greg Paulmier,,1,0,5,4,0,1,0,9
Write-In,,,0,0,0,0,0,0,9
Amanda Green-Hawkins,,,,0,222,1,2,0,9
Daniel D Mccaffery,,,,,0,2,1,0,9
Megan Mccarthy King,,,,,,0,9,0,9
Christylee Peck,,,,,,,1,0,9
Write-In,,,,,,,,0,9
Total,242,6,0,236,228,15,13,0,9
,District Council 8th District,,,Judge Of The Superior Court,,,,,10
,Cindy Bass,Greg Paulmier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,10
Cindy Bass,5,0,0,148,142,2,0,0,10
Greg Paulmier,,0,0,2,2,0,0,0,10
Write-In,,,0,0,0,0,0,0,10
Amanda Green-Hawkins,,,,3,140,2,0,0,10
Daniel D Mccaffery,,,,,3,0,0,0,10
Megan Mccarthy King,,,,,,1,4,0,10
Christylee Peck,,,,,,,0,0,10
Write-In,,,,,,,,0,10
Total,159,2,0,155,148,8,4,0,10
,Judge Of The Superior Court,,,,,District Council 8th District,,,11
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Cindy Bass,Greg Paulmier,Write-In,11
Amanda Green-Hawkins,3,133,1,0,0,138,2,0,11
Daniel D Mccaffery,,0,0,0,0,132,1,0,11
Megan Mccarthy King,,,0,2,0,0,2,0,11
Christylee Peck,,,,0,0,0,1,0,11
Write-In,,,,,0,0,0,0,11
Cindy Bass,,,,,,5,0,0,11
Greg Paulmier,,,,,,,0,0,11
Write-In,,,,,,,,0,11
Total,146,136,3,2,0,146,3,0,11
,District Council 8th District,,,Judge Of The Superior Court,,,,,12
,Cindy Bass,Greg Paulmier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,12
Cindy Bass,5,0,0,150,140,4,2,0,12
Greg Paulmier,,0,0,4,4,0,1,0,12
Write-In,,,0,0,0,0,0,0,12
Amanda Green-Hawkins,,,,0,144,2,0,0,12
Daniel D Mccaffery,,,,,2,0,1,0,12
Christylee Peck,,,,,,0,6,0,12
Megan Mccarthy King,,,,,,,1,0,12
Write-In,,,,,,,,0,12
Total,159,5,0,157,149,8,8,0,12
,District Council 8th District,,,Judge Of The Superior Court,,,,,13
,Cindy Bass,Greg Paulmier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,13
Cindy Bass,3,0,0,72,69,1,0,0,13
Greg Paulmier,,0,0,0,0,0,0,0,13
Write-In,,,0,0,0,0,0,0,13
Amanda Green-Hawkins,,,,1,68,1,1,0,13
Daniel D Mccaffery,,,,,1,1,0,0,13
Megan Mccarthy King,,,,,,0,1,0,13
Christylee Peck,,,,,,,0,0,13
Write-In,,,,,,,,0,13
Total,77,0,0,76,71,3,2,0,13
,District Council 8th District,,,Judge Of The Superior Court,,,,,14
