col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Carmella Jacquinto,Crystal B Powell,Joshua Roberts,James C Crumlish,Anthony Kyriakakis,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Kendra Brooks,Sherrie Cohen,Nicolas O'Rourke,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Tiffany Palmer,6,"1,159","1,153","1,152","1,143","1,133","1,140",0,"1,035","1,022","1,026","1,013",996,108,76,54,43,34,111,74,64,19,11,11,7,0,All
Jennifer Schultz,,3,"1,140","1,136","1,136","1,122","1,126",0,"1,020","1,013","1,009","1,004",982,99,70,50,44,29,103,75,61,16,11,9,6,0,All
Carmella Jacquinto,,,3,"1,123","1,135","1,127","1,128",0,"1,020","1,002","1,005","1,004",982,95,75,47,39,32,102,69,63,14,10,10,5,0,All
Crystal B Powell,,,,2,"1,121","1,110","1,111",0,"1,016","1,007","1,008",990,976,97,61,45,40,27,95,64,58,17,11,11,5,0,All
Joshua Roberts,,,,,0,"1,130","1,131",0,"1,013","1,005","1,007",995,978,101,71,49,41,30,91,72,62,15,10,10,5,0,All
James C Crumlish,,,,,,0,"1,129",0,"1,009",999,996,982,968,98,72,51,44,34,85,64,59,15,9,9,4,0,All
Anthony Kyriakakis,,,,,,,1,0,"1,002",998,991,987,966,95,71,49,41,35,90,66,58,15,10,8,7,0,All
Write-In,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,,,,,,6,985,"1,027",988,988,41,18,10,7,4,80,37,50,11,8,5,1,0,All
Allan Domb,,,,,,,,,,7,993,993,957,82,40,28,25,20,46,47,18,6,5,2,4,0,All
Derek S Green,,,,,,,,,,,0,982,977,50,27,9,10,4,67,31,38,8,5,5,2,0,All
Helen Gym,,,,,,,,,,,,3,966,53,33,16,17,11,72,47,36,8,4,4,2,1,All
Katherine Gilmore Richardson,,,,,,,,,,,,,2,17,18,16,10,7,58,22,34,5,2,3,1,0,All
David Oh,,,,,,,,,,,,,,31,248,219,216,197,18,35,12,6,5,5,1,0,All
Al Taubenberger,,,,,,,,,,,,,,,5,228,219,206,11,22,6,3,4,3,3,0,All
Bill Heeney,,,,,,,,,,,,,,,,14,216,207,5,20,3,3,5,1,5,1,All
Matt Wolfe,,,,,,,,,,,,,,,,,10,202,5,14,4,4,7,1,3,1,All
Dan Tinney,,,,,,,,,,,,,,,,,,1,5,5,1,4,4,0,3,0,All
Kendra Brooks,,,,,,,,,,,,,,,,,,,1,31,74,9,3,4,4,3,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,0,18,10,4,4,8,3,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,,,,,,0,10,3,4,3,2,All
Joe Cox,,,,,,,,,,,,,,,,,,,,,,0,3,12,3,4,All
Maj Toure,,,,,,,,,,,,,,,,,,,,,,,5,2,4,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
