col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 9th District,,Judge Of The Superior Court,,,,,All
,Cherelle L Parker,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,All
Cherelle L Parker,776,0,"24,870","23,877",632,398,3,All
Write-In,,3,14,14,8,9,3,All
Amanda Green-Hawkins,,,416,"23,416",169,145,1,All
Daniel D Mccaffery,,,,298,297,97,0,All
Megan Mccarthy King,,,,,107,"1,553",0,All
Christylee Peck,,,,,,49,1,All
Write-In,,,,,,,2,All
Total,"26,908",29,"25,847","24,781","2,215","1,868",9,All
